Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,3,1114,Player000f,38.0,WormsAr,42.0,45.0,82.0,23.0,99.0,79.0,64.0
Table_0001,1,823,Player000f,37.0,Doom2dm,56.0,43.0,15.0,19.0,99.0,78.0,10.0
Table_0001,181,714,Player000f,79.0,TF2,94.0,53.0,81.0,5.0,24.0,81.0,22.0
Table_0001,26,740,Player000f,59.0,SnL,95.0,79.0,66.0,53.0,88.0,15.0,79.0
Table_0002,243,652,Player000f,77.0,SnL,46.0,5.0,37.0,87.0,6.0,97.0,87.0
Table_0002,22,601,Player000f,81.0,Doom2dm,47.0,70.0,8.0,38.0,86.0,34.0,71.0
Table_0002,59,566,Player000f,63.0,TF2,16.0,75.0,79.0,67.0,66.0,8.0,84.0
Table_0002,43,925,Player000f,94.0,WormsAr,89.0,63.0,94.0,51.0,81.0,37.0,89.0
Table_0003,138,377,Player000f,33.0,Doom2dm,42.0,4.0,12.0,94.0,41.0,38.0,22.0
Table_0003,115,816,Player000f,87.0,TF2,37.0,5.0,17.0,15.0,53.0,78.0,88.0
Table_0003,197,490,Player000f,20.0,WormsAr,40.0,46.0,10.0,11.0,11.0,71.0,92.0
Table_0004,9,594,Player000f,99.0,SnL,22.0,66.0,42.0,7.0,95.0,8.0,39.0
Table_0005,167,521,Player000f,27.0,SnL,65.0,82.0,98.0,70.0,32.0,11.0,96.0
Table_0005,57,552,Player000f,96.0,Doom2dm,37.0,44.0,53.0,50.0,78.0,14.0,24.0
Table_0005,1,985,Player000f,5.0,WormsAr,11.0,3.0,97.0,57.0,100.0,51.0,21.0
Table_0006,63,598,Player000f,23.0,WormsAr,82.0,76.0,25.0,22.0,75.0,23.0,74.0
Table_0006,9,812,Player000f,43.0,Doom2dm,25.0,12.0,64.0,56.0,95.0,17.0,66.0
Table_0006,16,985,Player000f,24.0,TF2,62.0,42.0,29.0,37.0,93.0,89.0,68.0
Table_0006,67,501,Player000f,9.0,SnL,37.0,5.0,6.0,11.0,73.0,13.0,25.0
Table_0007,7,880,Player000f,74.0,SnL,100.0,34.0,22.0,32.0,98.0,77.0,8.0
Table_0007,90,933,Player000f,37.0,Doom2dm,53.0,14.0,92.0,42.0,60.0,70.0,47.0
Table_0007,16,718,Player000f,98.0,TF2,92.0,43.0,37.0,71.0,96.0,39.0,18.0
Table_0007,134,665,Player000f,76.0,WormsAr,12.0,79.0,99.0,94.0,42.0,73.0,53.0
Table_0008,24,535,Player000f,72.0,SnL,63.0,37.0,17.0,97.0,88.0,14.0,48.0
Table_0008,114,665,Player000f,73.0,Doom2dm,40.0,54.0,45.0,95.0,57.0,100.0,4.0
Table_0008,79,713,Player000f,88.0,WormsAr,57.0,93.0,88.0,15.0,67.0,63.0,3.0
Table_0009,76,691,Player000f,7.0,WormsAr,71.0,6.0,67.0,47.0,66.0,13.0,48.0
Table_0009,44,904,Player000f,41.0,TF2,16.0,25.0,73.0,26.0,81.0,81.0,8.0
Table_0009,28,865,Player000f,12.0,SnL,70.0,79.0,74.0,58.0,89.0,83.0,6.0
