Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,60,679,Player004d,36.0,WormsAr,97.0,71.0,28.0,73.0,75.0,55.0,59.0
Table_0001,28,754,Player004d,92.0,Doom2dm,62.0,13.0,4.0,97.0,89.0,58.0,63.0
Table_0001,3,1032,Player004d,11.0,TF2,84.0,64.0,90.0,79.0,99.0,78.0,39.0
Table_0001,25,833,Player004d,91.0,SnL,65.0,18.0,34.0,63.0,89.0,54.0,52.0
Table_0002,155,420,Player004d,39.0,SnL,4.0,53.0,56.0,49.0,39.0,30.0,44.0
Table_0002,28,676,Player004d,84.0,Doom2dm,5.0,39.0,90.0,33.0,84.0,1.0,44.0
Table_0002,48,985,Player004d,72.0,WormsAr,53.0,31.0,87.0,79.0,80.0,57.0,92.0
Table_0003,133,731,Player004d,48.0,SnL,86.0,15.0,44.0,75.0,36.0,87.0,45.0
Table_0003,4,901,Player004d,10.0,Doom2dm,4.0,61.0,24.0,50.0,99.0,87.0,77.0
Table_0003,132,869,Player004d,35.0,TF2,45.0,36.0,92.0,17.0,45.0,75.0,56.0
Table_0003,13,884,Player004d,82.0,WormsAr,16.0,10.0,25.0,17.0,92.0,68.0,49.0
Table_0004,55,751,Player004d,31.0,SnL,78.0,63.0,85.0,60.0,74.0,43.0,31.0
Table_0004,103,855,Player004d,23.0,Doom2dm,37.0,24.0,46.0,34.0,52.0,98.0,55.0
Table_0004,8,915,Player004d,70.0,TF2,91.0,71.0,93.0,90.0,95.0,73.0,5.0
Table_0004,60,567,Player004d,34.0,WormsAr,87.0,93.0,31.0,48.0,77.0,10.0,98.0
Table_0005,6,654,Player004d,83.0,SnL,1.0,92.0,47.0,71.0,99.0,66.0,4.0
Table_0005,209,520,Player004d,43.0,Doom2dm,20.0,47.0,60.0,54.0,6.0,96.0,27.0
Table_0005,48,976,Player004d,52.0,TF2,90.0,36.0,17.0,12.0,79.0,93.0,76.0
Table_0005,152,404,Player004d,45.0,WormsAr,4.0,94.0,73.0,100.0,37.0,34.0,74.0
Table_0006,215,628,Player004d,31.0,WormsAr,20.0,59.0,87.0,37.0,10.0,81.0,64.0
Table_0006,104,655,Player004d,5.0,Doom2dm,65.0,40.0,41.0,52.0,53.0,68.0,31.0
Table_0006,142,162,Player004d,41.0,TF2,16.0,90.0,37.0,35.0,34.0,8.0,24.0
Table_0006,65,658,Player004d,50.0,SnL,72.0,13.0,55.0,14.0,73.0,21.0,6.0
Table_0007,63,638,Player004d,22.0,SnL,29.0,46.0,83.0,62.0,80.0,16.0,25.0
Table_0007,62,531,Player004d,77.0,Doom2dm,11.0,97.0,11.0,44.0,77.0,66.0,38.0
Table_0007,151,691,Player004d,88.0,TF2,22.0,58.0,75.0,80.0,34.0,70.0,95.0
Table_0007,146,578,Player004d,89.0,WormsAr,77.0,28.0,95.0,37.0,37.0,25.0,12.0
Table_0008,58,527,Player004d,17.0,SnL,41.0,81.0,46.0,98.0,72.0,58.0,8.0
Table_0008,33,978,Player004d,66.0,Doom2dm,95.0,38.0,51.0,32.0,88.0,83.0,33.0
Table_0008,38,563,Player004d,66.0,TF2,38.0,83.0,54.0,86.0,85.0,46.0,3.0
Table_0008,147,510,Player004d,90.0,WormsAr,75.0,99.0,94.0,19.0,34.0,44.0,12.0
Table_0009,60,1028,Player004d,40.0,WormsAr,58.0,14.0,62.0,16.0,74.0,85.0,59.0
Table_0009,74,851,Player004d,70.0,Doom2dm,24.0,24.0,56.0,82.0,71.0,66.0,85.0
Table_0009,54,1039,Player004d,32.0,TF2,93.0,38.0,83.0,1.0,78.0,75.0,42.0
Table_0009,186,310,Player004d,34.0,SnL,40.0,76.0,35.0,63.0,16.0,61.0,28.0
