Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,139,449,Player0041,63.0,WormsAr,20.0,30.0,75.0,35.0,39.0,12.0,28.0
Table_0001,56,769,Player0041,91.0,Doom2dm,77.0,55.0,27.0,37.0,74.0,92.0,10.0
Table_0001,28,661,Player0041,31.0,TF2,58.0,93.0,24.0,3.0,88.0,31.0,78.0
Table_0001,21,1031,Player0041,96.0,SnL,54.0,29.0,54.0,5.0,92.0,81.0,47.0
Table_0002,26,711,Player0041,61.0,SnL,24.0,58.0,73.0,69.0,91.0,7.0,85.0
Table_0002,182,353,Player0041,58.0,Doom2dm,91.0,6.0,62.0,91.0,7.0,25.0,22.0
Table_0002,107,671,Player0041,8.0,TF2,77.0,70.0,98.0,23.0,45.0,33.0,53.0
Table_0002,132,778,Player0041,89.0,WormsAr,69.0,18.0,49.0,99.0,39.0,92.0,67.0
Table_0003,46,849,Player0041,56.0,SnL,25.0,52.0,27.0,5.0,80.0,95.0,36.0
Table_0003,51,883,Player0041,32.0,Doom2dm,19.0,33.0,38.0,78.0,84.0,96.0,45.0
Table_0003,29,789,Player0041,30.0,TF2,78.0,90.0,94.0,72.0,87.0,15.0,93.0
Table_0003,50,859,Player0041,64.0,WormsAr,11.0,21.0,25.0,38.0,79.0,91.0,47.0
Table_0004,33,987,Player0041,79.0,SnL,71.0,78.0,76.0,26.0,86.0,92.0,36.0
Table_0004,117,660,Player0041,97.0,Doom2dm,86.0,73.0,21.0,91.0,48.0,78.0,98.0
Table_0004,21,686,Player0041,83.0,TF2,65.0,20.0,37.0,76.0,90.0,25.0,38.0
Table_0004,122,548,Player0041,3.0,WormsAr,44.0,14.0,49.0,94.0,51.0,29.0,54.0
Table_0005,93,671,Player0041,84.0,Doom2dm,20.0,81.0,78.0,74.0,61.0,37.0,100.0
Table_0005,49,936,Player0041,35.0,TF2,58.0,71.0,94.0,57.0,79.0,98.0,4.0
Table_0005,7,978,Player0041,76.0,WormsAr,74.0,3.0,46.0,1.0,99.0,60.0,19.0
Table_0006,54,825,Player0041,75.0,WormsAr,83.0,44.0,84.0,77.0,77.0,59.0,17.0
Table_0006,31,922,Player0041,52.0,Doom2dm,86.0,84.0,73.0,9.0,86.0,75.0,32.0
Table_0006,38,699,Player0041,47.0,TF2,24.0,38.0,21.0,45.0,85.0,43.0,68.0
Table_0006,158,501,Player0041,9.0,SnL,34.0,43.0,77.0,74.0,44.0,31.0,26.0
Table_0007,79,594,Player0041,39.0,SnL,50.0,55.0,4.0,42.0,74.0,48.0,61.0
Table_0007,128,353,Player0041,54.0,Doom2dm,28.0,35.0,13.0,78.0,42.0,9.0,94.0
Table_0007,5,915,Player0041,55.0,TF2,30.0,83.0,45.0,23.0,99.0,84.0,54.0
Table_0007,98,495,Player0041,49.0,WormsAr,67.0,17.0,2.0,26.0,56.0,8.0,85.0
Table_0008,82,661,Player0041,97.0,Doom2dm,3.0,9.0,11.0,60.0,71.0,53.0,68.0
Table_0008,34,1007,Player0041,56.0,TF2,7.0,47.0,86.0,51.0,87.0,72.0,82.0
Table_0008,133,498,Player0041,30.0,WormsAr,43.0,49.0,24.0,66.0,43.0,40.0,86.0
Table_0009,222,356,Player0041,100.0,WormsAr,26.0,16.0,38.0,13.0,3.0,20.0,83.0
Table_0009,15,716,Player0041,47.0,Doom2dm,51.0,51.0,37.0,97.0,95.0,24.0,91.0
Table_0009,41,644,Player0041,46.0,TF2,95.0,70.0,12.0,27.0,82.0,54.0,27.0
Table_0009,35,625,Player0041,83.0,SnL,31.0,73.0,62.0,64.0,86.0,20.0,54.0
