Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,80,802,Player0019,12.0,WormsAr,45.0,53.0,41.0,79.0,67.0,85.0,72.0
Table_0001,125,801,Player0019,54.0,TF2,2.0,53.0,100.0,84.0,41.0,79.0,84.0
Table_0001,157,440,Player0019,35.0,SnL,35.0,33.0,22.0,82.0,29.0,40.0,91.0
Table_0002,22,847,Player0019,57.0,SnL,59.0,84.0,54.0,8.0,92.0,54.0,63.0
Table_0002,114,328,Player0019,34.0,Doom2dm,8.0,41.0,45.0,46.0,41.0,23.0,8.0
Table_0002,1,966,Player0019,46.0,TF2,85.0,4.0,41.0,76.0,100.0,59.0,53.0
Table_0002,219,538,Player0019,46.0,WormsAr,13.0,90.0,61.0,7.0,7.0,94.0,59.0
Table_0003,28,981,Player0019,46.0,SnL,50.0,5.0,69.0,36.0,90.0,60.0,40.0
Table_0003,5,716,Player0019,90.0,Doom2dm,51.0,95.0,78.0,56.0,99.0,41.0,9.0
Table_0003,43,767,Player0019,79.0,TF2,38.0,91.0,89.0,54.0,82.0,38.0,68.0
Table_0003,12,876,Player0019,14.0,WormsAr,16.0,96.0,68.0,38.0,92.0,59.0,95.0
Table_0004,12,659,Player0019,35.0,SnL,50.0,75.0,3.0,26.0,94.0,53.0,47.0
Table_0004,107,789,Player0019,27.0,Doom2dm,73.0,35.0,92.0,40.0,50.0,49.0,52.0
Table_0004,118,522,Player0019,7.0,TF2,45.0,55.0,39.0,67.0,49.0,23.0,100.0
Table_0004,21,905,Player0019,22.0,WormsAr,34.0,54.0,74.0,52.0,95.0,55.0,57.0
Table_0005,42,1174,Player0019,41.0,SnL,8.0,8.0,89.0,49.0,84.0,87.0,98.0
Table_0005,4,610,Player0019,17.0,TF2,1.0,14.0,26.0,43.0,100.0,19.0,13.0
Table_0005,94,737,Player0019,44.0,WormsAr,84.0,29.0,40.0,10.0,63.0,32.0,79.0
Table_0006,126,605,Player0019,85.0,WormsAr,5.0,12.0,66.0,10.0,48.0,14.0,70.0
Table_0006,123,522,Player0019,37.0,Doom2dm,18.0,74.0,46.0,60.0,44.0,50.0,77.0
Table_0006,28,744,Player0019,59.0,TF2,50.0,53.0,84.0,83.0,89.0,42.0,9.0
Table_0006,214,185,Player0019,39.0,SnL,2.0,84.0,55.0,47.0,13.0,34.0,16.0
Table_0007,64,616,Player0019,73.0,SnL,69.0,52.0,11.0,54.0,80.0,44.0,48.0
Table_0007,19,590,Player0019,39.0,Doom2dm,67.0,89.0,38.0,98.0,95.0,8.0,89.0
Table_0007,150,969,Player0019,63.0,TF2,96.0,27.0,94.0,79.0,34.0,98.0,81.0
Table_0007,144,469,Player0019,95.0,WormsAr,89.0,7.0,30.0,21.0,37.0,11.0,48.0
Table_0008,60,954,Player0019,69.0,SnL,71.0,92.0,72.0,18.0,71.0,93.0,71.0
Table_0008,23,731,Player0019,71.0,Doom2dm,97.0,35.0,12.0,11.0,91.0,53.0,6.0
Table_0008,35,753,Player0019,43.0,TF2,18.0,77.0,87.0,46.0,86.0,39.0,44.0
Table_0008,63,809,Player0019,85.0,WormsAr,9.0,2.0,80.0,76.0,72.0,40.0,60.0
Table_0009,12,927,Player0019,52.0,WormsAr,54.0,88.0,89.0,11.0,95.0,61.0,37.0
Table_0009,13,963,Player0019,51.0,Doom2dm,36.0,60.0,87.0,29.0,95.0,70.0,30.0
Table_0009,169,499,Player0019,68.0,TF2,1.0,14.0,73.0,11.0,28.0,25.0,39.0
Table_0009,49,749,Player0019,56.0,SnL,66.0,84.0,23.0,55.0,81.0,75.0,66.0
