Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,202,347,Player0034,58.0,WormsAr,27.0,71.0,64.0,88.0,8.0,46.0,67.0
Table_0001,41,789,Player0034,45.0,SnL,1.0,3.0,82.0,51.0,79.0,8.0,86.0
Table_0002,39,762,Player0034,51.0,SnL,95.0,76.0,43.0,25.0,89.0,24.0,87.0
Table_0002,14,683,Player0034,99.0,Doom2dm,77.0,67.0,99.0,86.0,91.0,10.0,17.0
Table_0002,208,515,Player0034,4.0,TF2,32.0,67.0,56.0,10.0,3.0,64.0,94.0
Table_0002,59,574,Player0034,22.0,WormsAr,61.0,69.0,46.0,90.0,75.0,48.0,18.0
Table_0003,2,880,Player0034,100.0,SnL,99.0,47.0,59.0,86.0,100.0,34.0,74.0
Table_0003,20,1031,Player0034,71.0,Doom2dm,82.0,9.0,92.0,60.0,95.0,63.0,12.0
Table_0003,163,251,Player0034,33.0,TF2,57.0,87.0,18.0,54.0,30.0,35.0,39.0
Table_0003,45,743,Player0034,76.0,WormsAr,88.0,88.0,36.0,88.0,81.0,55.0,93.0
Table_0004,157,743,Player0034,13.0,SnL,21.0,45.0,93.0,52.0,21.0,78.0,84.0
Table_0004,174,549,Player0034,17.0,Doom2dm,49.0,87.0,87.0,51.0,22.0,54.0,69.0
Table_0004,221,487,Player0034,85.0,TF2,34.0,10.0,16.0,3.0,8.0,94.0,6.0
Table_0004,13,967,Player0034,70.0,WormsAr,2.0,21.0,46.0,70.0,97.0,72.0,83.0
Table_0005,29,1046,Player0034,31.0,SnL,28.0,76.0,78.0,2.0,90.0,90.0,64.0
Table_0005,53,567,Player0034,13.0,Doom2dm,50.0,68.0,53.0,69.0,79.0,6.0,72.0
Table_0005,14,1070,Player0034,18.0,TF2,91.0,4.0,38.0,32.0,95.0,89.0,37.0
Table_0005,41,563,Player0034,11.0,WormsAr,20.0,40.0,47.0,38.0,88.0,2.0,36.0
Table_0006,59,787,Player0034,95.0,WormsAr,62.0,39.0,59.0,62.0,76.0,62.0,30.0
Table_0006,8,684,Player0034,83.0,Doom2dm,42.0,62.0,32.0,4.0,96.0,33.0,31.0
Table_0006,179,374,Player0034,40.0,SnL,20.0,32.0,9.0,50.0,33.0,21.0,96.0
Table_0007,120,515,Player0034,41.0,SnL,53.0,59.0,51.0,30.0,53.0,30.0,36.0
Table_0007,205,161,Player0034,66.0,Doom2dm,15.0,27.0,5.0,12.0,5.0,19.0,48.0
Table_0007,4,547,Player0034,81.0,TF2,92.0,99.0,72.0,69.0,100.0,1.0,1.0
Table_0007,12,607,Player0034,95.0,WormsAr,17.0,67.0,29.0,24.0,95.0,31.0,31.0
Table_0008,77,695,Player0034,63.0,Doom2dm,73.0,92.0,1.0,35.0,72.0,87.0,65.0
Table_0008,114,494,Player0034,25.0,TF2,4.0,94.0,77.0,50.0,53.0,15.0,86.0
Table_0008,78,392,Player0034,90.0,WormsAr,94.0,93.0,18.0,61.0,67.0,30.0,18.0
Table_0009,4,1064,Player0034,6.0,WormsAr,21.0,85.0,72.0,73.0,100.0,96.0,93.0
Table_0009,201,281,Player0034,57.0,TF2,62.0,3.0,2.0,14.0,17.0,26.0,22.0
Table_0009,20,726,Player0034,85.0,SnL,25.0,75.0,12.0,27.0,94.0,76.0,34.0
