Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player000d,1,TF2,81,93,23,23,38,70,58
Player0030,2,TF2,54,26,73,36,34,31,18
Player001e,3,WormsAr,47,6,99,78,77,32,33
Player003a,4,SnL,18,100,49,30,75,8,89
Player0006,5,Doom2dm,25,57,60,18,95,90,81
Player0054,6,TF2,49,87,35,94,62,85,36
Player0052,7,Doom2dm,30,50,13,13,24,94,6
Player002a,8,TF2,87,11,63,75,97,21,15
Player002a,9,Doom2dm,66,52,60,9,9,4,56
Player0023,10,WormsAr,45,64,91,16,31,64,47
Player0016,11,WormsAr,85,78,76,100,72,69,79
Player000b,12,TF2,70,37,65,54,5,41,22
Player0008,13,Doom2dm,81,93,2,63,32,4,58
Player005e,14,WormsAr,70,78,66,76,59,44,68
Player0005,15,WormsAr,8,91,80,43,13,66,66
Player0013,16,WormsAr,1,32,32,74,53,84,4
Player0042,17,Doom2dm,54,15,12,72,71,60,91
Player0035,18,WormsAr,16,62,75,52,49,92,57
Player0036,19,SnL,51,86,90,22,38,24,68
Player000a,20,TF2,30,30,87,97,26,57,59
Player003a,21,SnL,42,66,77,92,22,17,49
Player0023,22,SnL,94,8,39,90,36,95,39
Player001f,23,TF2,25,26,34,22,91,50,79
Player0021,24,Doom2dm,36,27,64,63,98,32,75
Player0049,25,SnL,93,66,48,97,7,50,50
Player0033,26,TF2,88,13,19,24,6,92,14
Player000b,27,SnL,88,29,62,5,82,7,39
Player003d,28,Doom2dm,42,51,64,36,66,35,43
Player0058,29,Doom2dm,69,79,67,98,39,64,35
Player0025,30,TF2,96,31,61,95,72,35,96
Player0009,31,TF2,85,68,83,84,20,33,75
Player000a,32,SnL,29,30,64,32,66,85,60
Player000f,33,Doom2dm,42,4,12,94,41,38,22
Player0014,34,TF2,9,86,80,64,37,29,92
Player004c,35,Doom2dm,7,36,30,90,13,81,89
Player0031,36,WormsAr,63,42,40,44,3,63,88
Player0005,37,SnL,39,46,22,49,66,11,68
Player0014,38,SnL,25,81,13,81,18,37,23
Player0036,39,SnL,20,10,53,6,70,15,43
Player001f,40,TF2,80,98,67,60,6,46,65
Player002d,41,TF2,82,84,98,86,65,99,79
Player0064,42,SnL,13,97,21,78,47,19,53
Player004a,43,WormsAr,84,64,87,13,73,96,21
Player0003,44,Doom2dm,47,77,64,38,7,91,100
Player0061,45,Doom2dm,98,7,64,83,22,68,74
Player0018,46,Doom2dm,73,18,58,83,67,79,72
Player0004,47,WormsAr,24,50,93,20,22,42,33
Player000c,48,Doom2dm,47,35,1,20,93,49,77
Player0001,49,Doom2dm,46,68,13,85,64,89,1
Player000b,50,Doom2dm,93,80,68,2,69,97,86
Player005d,51,Doom2dm,13,36,2,87,73,35,71
Player0029,52,WormsAr,34,31,11,30,17,54,70
Player0050,53,SnL,20,70,100,52,46,46,57
Player0052,54,WormsAr,82,39,36,4,38,99,83
Player0042,55,Doom2dm,85,32,67,40,68,34,21
Player005d,56,SnL,32,68,14,71,49,31,10
Player0058,57,Doom2dm,42,8,13,64,8,38,19
Player0061,58,SnL,2,68,84,54,60,82,88
Player004f,59,TF2,69,51,94,91,62,57,7
Player003f,60,SnL,20,67,49,23,85,29,5
Player0036,61,SnL,92,97,50,28,48,93,90
Player0042,62,SnL,10,80,10,79,97,8,63
Player0028,63,TF2,33,73,68,7,6,73,73
Player0043,64,WormsAr,23,64,55,67,32,66,62
Player0011,65,TF2,44,51,30,81,61,47,67
Player0054,66,Doom2dm,16,93,68,79,97,34,12
Player0018,67,WormsAr,91,2,90,60,2,43,12
Player0059,68,SnL,87,66,84,68,91,62,62
Player002c,69,Doom2dm,86,3,8,72,53,29,96
Player0036,70,WormsAr,81,8,87,6,57,37,28
Player000a,71,TF2,13,95,20,42,49,31,55
Player0032,72,SnL,24,54,62,35,36,22,77
Player002b,73,TF2,96,83,4,52,52,51,67
Player0035,74,Doom2dm,95,80,53,85,20,96,6
Player0047,75,Doom2dm,65,57,84,92,80,39,67
Player0032,76,WormsAr,33,65,23,2,5,60,98
Player000e,77,Doom2dm,84,32,80,41,75,1,62
Player005e,78,SnL,50,100,54,22,49,2,98
Player0002,79,TF2,27,15,25,56,11,22,29
Player0035,80,Doom2dm,99,4,57,44,38,83,66
Player0045,81,Doom2dm,6,55,92,52,12,57,48
Player004d,82,WormsAr,16,10,25,17,92,68,49
Player0024,83,TF2,94,94,51,69,10,71,73
Player0046,84,TF2,66,10,3,89,70,7,79
Player0056,85,TF2,12,77,17,64,6,68,34
Player0064,86,SnL,39,47,83,69,37,80,1
Player0056,87,Doom2dm,73,21,73,1,87,72,85
Player002a,88,SnL,1,78,35,87,31,11,32
Player0018,89,WormsAr,51,39,22,17,82,21,64
Player0007,90,SnL,71,67,90,99,4,31,8
Player003c,91,Doom2dm,16,82,2,37,47,80,99
Player0016,92,Doom2dm,42,5,76,82,44,63,93
Player002b,93,Doom2dm,40,15,89,4,23,35,41
Player0004,94,Doom2dm,61,96,82,14,25,50,98
Player0015,95,TF2,11,86,57,99,31,54,66
Player0001,96,WormsAr,92,39,39,7,86,26,66
Player0040,97,TF2,5,98,18,49,56,46,37
Player0025,98,WormsAr,17,22,90,41,32,91,54
Player003d,99,SnL,66,82,66,10,88,90,79
Player004c,100,TF2,42,11,27,39,21,74,72
