Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0055,1,WormsAr,58,22,68,1,82,8,85
Player0018,2,WormsAr,62,46,63,86,89,40,88
Player0009,3,Doom2dm,29,42,62,7,96,81,15
Player004d,4,TF2,28,95,23,47,24,97,9
Player0010,5,TF2,13,25,55,25,88,36,84
Player0042,6,WormsAr,30,78,100,90,16,44,56
Player002d,7,WormsAr,35,24,5,4,79,44,40
Player004c,8,WormsAr,40,72,60,47,20,87,18
Player0053,9,WormsAr,53,20,74,88,6,80,21
Player003a,10,SnL,46,34,5,100,13,55,72
Player004c,11,TF2,79,69,38,55,28,5,67
Player0010,12,TF2,90,33,94,29,83,7,74
Player004b,13,SnL,38,47,18,44,36,68,75
Player005f,14,Doom2dm,46,93,15,95,7,22,40
Player0010,15,TF2,80,61,59,54,84,69,19
Player003c,16,TF2,50,6,9,18,24,63,10
Player005d,17,TF2,82,42,58,88,75,93,76
Player0062,18,Doom2dm,50,42,30,76,11,16,14
Player0022,19,WormsAr,42,42,35,36,29,3,71
Player0026,20,Doom2dm,14,83,28,66,31,33,63
Player0017,21,TF2,13,93,64,81,76,23,50
Player004a,22,Doom2dm,65,55,44,1,98,9,73
Player0015,23,TF2,88,20,77,24,80,75,10
Player002c,24,WormsAr,69,37,5,52,61,37,60
Player0040,25,SnL,97,86,61,56,72,95,55
Player0024,26,SnL,49,99,42,60,64,51,62
Player003c,27,WormsAr,9,99,36,59,40,79,33
Player0045,28,SnL,84,27,99,91,25,2,91
Player0052,29,TF2,91,11,35,37,76,63,54
Player0014,30,WormsAr,13,6,79,61,26,87,54
Player005d,31,Doom2dm,69,21,72,58,87,1,17
Player0022,32,WormsAr,71,7,41,32,42,69,16
Player0056,33,TF2,20,18,95,48,62,42,40
Player0012,34,WormsAr,29,15,99,45,39,93,67
Player0021,35,Doom2dm,11,96,11,8,88,18,27
Player0050,36,SnL,22,89,59,6,66,22,74
Player0041,37,TF2,93,26,81,45,34,71,60
Player001d,38,TF2,5,99,47,60,80,11,89
Player0046,39,SnL,34,22,55,89,30,62,76
Player000d,40,Doom2dm,46,97,10,93,34,78,77
Player001d,41,WormsAr,84,63,12,70,83,49,34
Player004b,42,WormsAr,55,12,85,96,44,44,9
Player0036,43,TF2,94,92,55,21,74,5,28
Player001c,44,TF2,27,37,78,54,80,23,66
Player000e,45,WormsAr,54,5,72,8,74,22,41
Player0063,46,SnL,43,81,77,70,4,76,81
Player002c,47,Doom2dm,31,99,39,49,12,55,56
Player0021,48,SnL,19,29,57,57,77,91,91
Player0015,49,Doom2dm,6,97,6,55,17,44,96
Player0001,50,TF2,58,63,61,70,79,64,45
Player0063,51,WormsAr,46,45,28,89,78,38,84
Player0050,52,SnL,54,65,75,35,69,27,27
Player005c,53,WormsAr,14,33,63,70,12,20,12
Player0050,54,WormsAr,59,82,36,50,88,83,4
Player0013,55,WormsAr,28,97,68,1,73,76,79
Player0056,56,WormsAr,36,17,38,89,61,86,81
Player0033,57,WormsAr,18,43,68,74,57,60,87
Player0010,58,TF2,2,8,35,62,12,48,25
Player0031,59,WormsAr,79,25,39,5,85,50,16
Player000d,60,SnL,43,23,14,79,61,62,47
Player000d,61,WormsAr,98,28,29,37,2,77,69
Player0017,62,Doom2dm,57,41,79,55,82,32,78
Player004d,63,TF2,95,59,52,48,16,64,91
Player0010,64,Doom2dm,61,11,73,21,15,96,59
Player004b,65,SnL,77,19,34,30,44,66,79
Player0035,66,Doom2dm,6,53,31,20,20,71,32
Player0034,67,Doom2dm,57,78,49,98,64,37,68
Player003e,68,Doom2dm,36,21,60,95,100,80,25
Player0011,69,Doom2dm,4,1,58,30,92,83,41
Player002b,70,WormsAr,48,8,91,84,25,60,60
Player0060,71,SnL,68,67,11,49,74,3,90
Player0047,72,WormsAr,95,54,1,74,59,92,28
Player0037,73,Doom2dm,90,30,78,23,22,24,89
Player0032,74,SnL,58,48,19,10,27,4,55
Player0055,75,WormsAr,45,43,93,17,40,98,57
Player005b,76,WormsAr,22,82,87,46,41,97,29
Player005c,77,Doom2dm,6,9,54,16,17,45,78
Player0034,78,TF2,77,68,13,75,12,3,12
Player0030,79,TF2,34,93,77,35,62,96,19
Player0003,80,TF2,76,53,51,21,21,60,8
Player005b,81,Doom2dm,39,55,58,4,23,5,93
Player0018,82,TF2,81,77,11,21,11,74,93
Player0053,83,TF2,39,54,13,7,57,77,41
Player0052,84,Doom2dm,25,83,14,80,39,70,41
Player0002,85,TF2,98,21,26,81,17,35,13
Player0054,86,WormsAr,53,61,96,2,28,85,64
Player004d,87,SnL,3,46,89,19,21,69,30
Player0038,88,TF2,45,14,67,16,90,73,7
Player0027,89,SnL,25,62,68,5,50,3,5
Player005e,90,WormsAr,8,33,24,19,38,50,27
Player0011,91,WormsAr,30,67,97,15,33,81,53
Player003a,92,WormsAr,93,66,91,100,81,66,91
Player0034,93,WormsAr,43,95,39,24,77,7,1
Player0043,94,Doom2dm,76,48,78,83,54,39,93
Player003d,95,SnL,98,19,76,77,6,53,40
Player0063,96,Doom2dm,31,12,4,57,14,42,68
Player0018,97,TF2,77,60,32,89,64,19,31
Player0017,98,WormsAr,57,85,24,12,24,44,93
Player0010,99,TF2,55,17,65,55,86,70,21
Player000e,100,TF2,100,86,20,56,8,65,74
