Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0058,1,Doom2dm,76,6,90,42,39,49,22
Player0052,2,SnL,76,78,60,82,80,75,45
Player005e,3,SnL,23,26,9,92,8,8,25
Player0050,4,Doom2dm,25,49,66,99,62,34,61
Player0064,5,SnL,70,9,19,45,37,68,53
Player0062,6,SnL,73,74,28,53,30,85,15
Player0017,7,TF2,10,37,25,95,46,61,19
Player0002,8,Doom2dm,85,26,77,87,17,46,61
Player005c,9,Doom2dm,48,75,49,48,51,95,41
Player004d,10,Doom2dm,4,61,24,50,99,87,77
Player003b,11,Doom2dm,77,60,57,92,16,42,10
Player0052,12,Doom2dm,71,40,71,83,61,100,82
Player004c,13,Doom2dm,76,77,63,49,54,27,43
Player0017,14,Doom2dm,58,67,33,50,38,1,84
Player004f,15,SnL,96,41,97,71,88,100,75
Player003c,16,Doom2dm,28,86,100,19,1,19,98
Player000e,17,SnL,48,73,72,11,65,73,81
Player0045,18,TF2,12,29,59,94,9,65,98
Player0039,19,TF2,90,46,77,82,7,48,45
Player000f,20,WormsAr,40,46,10,11,11,71,92
Player0051,21,WormsAr,40,37,12,21,23,32,73
Player0031,22,TF2,58,23,5,80,62,80,64
Player003b,23,SnL,23,41,65,66,28,25,21
Player0055,24,SnL,1,36,69,41,20,57,27
Player0003,25,TF2,63,12,20,16,71,61,95
Player0025,26,Doom2dm,37,25,55,43,97,81,24
Player0054,27,TF2,89,52,54,17,74,39,64
Player004e,28,TF2,68,73,86,29,38,21,34
Player0057,29,Doom2dm,28,2,94,32,31,48,42
Player005e,30,Doom2dm,15,73,86,70,5,86,74
Player005f,31,SnL,65,77,19,93,51,64,39
Player0016,32,WormsAr,44,57,82,31,44,68,9
Player0044,33,SnL,48,74,57,10,42,5,16
Player003f,34,Doom2dm,60,71,94,99,60,95,34
Player0024,35,TF2,96,90,15,46,15,13,83
Player001e,36,WormsAr,54,45,79,79,44,67,45
Player005d,37,WormsAr,50,27,93,71,71,41,87
Player0049,38,TF2,10,42,99,70,83,40,20
Player0028,39,Doom2dm,76,20,44,6,13,44,44
Player0042,40,WormsAr,92,56,33,2,31,8,74
Player002e,41,TF2,95,45,53,75,65,29,54
Player0025,42,SnL,77,42,32,91,72,67,49
Player0052,43,SnL,39,27,66,26,15,48,48
Player002b,44,Doom2dm,47,11,48,5,3,86,88
Player000c,45,WormsAr,95,65,78,100,45,97,32
Player005d,46,Doom2dm,17,45,31,10,96,73,31
Player0058,47,TF2,91,86,20,85,72,82,89
Player0033,48,TF2,69,43,4,99,72,44,35
Player004c,49,Doom2dm,70,41,46,51,69,82,27
Player0012,50,WormsAr,82,18,7,82,58,31,87
Player0054,51,TF2,5,70,13,46,98,71,94
Player005e,52,WormsAr,42,63,88,39,14,8,67
Player0035,53,TF2,91,77,45,20,88,71,50
Player0048,54,WormsAr,65,54,100,26,47,93,42
Player0016,55,SnL,51,37,86,61,1,25,35
Player0050,56,SnL,14,28,45,82,21,67,24
Player005d,57,SnL,82,69,71,78,6,6,22
Player003f,58,TF2,2,60,60,48,8,27,89
Player004c,59,WormsAr,85,42,5,57,94,60,6
Player000a,60,TF2,6,89,76,85,80,45,99
Player0004,61,TF2,19,99,2,24,89,100,61
Player005b,62,WormsAr,30,1,89,75,62,20,80
Player005e,63,WormsAr,83,13,72,31,85,17,8
Player002e,64,Doom2dm,96,42,30,25,67,33,40
Player0020,65,SnL,7,1,47,75,16,33,55
Player002d,66,Doom2dm,76,20,8,87,97,75,78
Player003c,67,SnL,55,58,83,7,60,56,4
Player0015,68,TF2,11,29,91,77,29,53,61
Player0020,69,TF2,78,77,87,62,47,88,55
Player0003,70,WormsAr,23,6,96,16,80,73,93
Player0058,71,WormsAr,34,94,62,8,92,31,32
Player0025,72,TF2,74,69,53,11,72,46,23
Player0011,73,Doom2dm,39,75,63,74,23,37,6
Player001c,74,SnL,13,8,39,92,74,74,73
Player002f,75,Doom2dm,93,2,59,95,64,50,65
Player0062,76,SnL,86,82,7,16,18,87,31
Player001a,77,WormsAr,19,82,73,30,17,36,31
Player0014,78,Doom2dm,77,6,24,1,9,98,75
Player0020,79,TF2,15,40,100,88,20,68,99
Player0035,80,SnL,31,17,89,4,96,60,27
Player0055,81,SnL,11,39,88,53,33,59,93
Player005f,82,WormsAr,82,17,26,17,88,94,55
Player0043,83,TF2,59,27,47,9,13,11,57
Player0042,84,Doom2dm,46,84,66,75,99,25,47
Player0033,85,TF2,43,94,39,66,24,97,21
Player0026,86,SnL,16,13,35,3,24,58,97
Player005d,87,Doom2dm,6,57,4,12,67,100,59
Player0026,88,Doom2dm,43,49,63,55,21,62,55
Player0025,89,WormsAr,15,23,98,16,44,13,6
Player0004,90,WormsAr,17,21,9,30,68,90,63
Player0005,91,Doom2dm,14,65,69,42,46,20,18
Player0002,92,TF2,91,51,36,39,60,54,19
Player0016,93,TF2,38,27,56,32,86,40,49
Player0048,94,TF2,10,8,29,62,46,65,23
Player0018,95,TF2,89,65,12,13,63,53,41
Player001e,96,SnL,22,77,68,54,100,27,66
Player0003,97,WormsAr,14,59,47,69,77,47,89
Player0031,98,WormsAr,3,36,82,82,71,74,48
Player0025,99,SnL,83,15,38,22,86,85,59
Player0024,100,Doom2dm,77,52,85,98,11,94,82
