Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0058,1,Doom2dm,76,6,90,42,39,49,22
Player0052,2,SnL,76,78,60,82,80,75,45
Player005e,3,SnL,23,26,9,92,8,8,25
Player0050,4,Doom2dm,25,49,66,99,62,34,61
Player0064,5,SnL,70,9,19,45,37,68,53
Player0062,6,SnL,73,74,28,53,30,85,15
Player0017,7,TF2,10,37,25,95,46,61,19
Player0002,8,Doom2dm,85,26,77,87,17,46,61
Player005c,9,Doom2dm,48,75,49,48,51,95,41
Player004d,10,Doom2dm,4,61,24,50,99,87,77
Player003b,11,Doom2dm,77,60,57,92,16,42,10
Player0052,12,Doom2dm,71,40,71,83,61,100,82
Player004c,13,Doom2dm,76,77,63,49,54,27,43
Player0017,14,Doom2dm,58,67,33,50,38,1,84
Player004f,15,SnL,96,41,97,71,88,100,75
Player003c,16,Doom2dm,28,86,100,19,1,19,98
Player000e,17,SnL,48,73,72,11,65,73,81
Player0045,18,TF2,12,29,59,94,9,65,98
Player0039,19,TF2,90,46,77,82,7,48,45
Player000f,20,WormsAr,40,46,10,11,11,71,92
Player0051,21,WormsAr,40,37,12,21,23,32,73
Player0031,22,TF2,58,23,5,80,62,80,64
Player003b,23,SnL,23,41,65,66,28,25,21
Player0055,24,SnL,1,36,69,41,20,57,27
Player0003,25,TF2,63,12,20,16,71,61,95
Player0025,26,Doom2dm,37,25,55,43,97,81,24
Player0054,27,TF2,89,52,54,17,74,39,64
Player004e,28,TF2,68,73,86,29,38,21,34
Player0057,29,Doom2dm,28,2,94,32,31,48,42
Player005e,30,Doom2dm,15,73,86,70,5,86,74
Player005f,31,SnL,65,77,19,93,51,64,39
Player0016,32,WormsAr,44,57,82,31,44,68,9
Player0044,33,SnL,48,74,57,10,42,5,16
Player003f,34,Doom2dm,60,71,94,99,60,95,34
Player0024,35,TF2,96,90,15,46,15,13,83
Player001e,36,WormsAr,54,45,79,79,44,67,45
Player005d,37,WormsAr,50,27,93,71,71,41,87
Player0049,38,TF2,10,42,99,70,83,40,20
Player0028,39,Doom2dm,76,20,44,6,13,44,44
Player0042,40,WormsAr,92,56,33,2,31,8,74
