Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,43,372,Player0058,81.0,WormsAr,26.0,56.0,8.0,74.0,82.0,9.0,31.0
Table_0001,26,937,Player0058,96.0,Doom2dm,51.0,29.0,57.0,77.0,90.0,69.0,62.0
Table_0001,203,546,Player0058,54.0,TF2,12.0,39.0,34.0,3.0,13.0,96.0,32.0
Table_0001,84,689,Player0058,69.0,SnL,76.0,83.0,67.0,55.0,57.0,78.0,18.0
Table_0002,47,752,Player0058,50.0,SnL,93.0,42.0,68.0,93.0,86.0,44.0,13.0
Table_0002,148,585,Player0058,37.0,TF2,31.0,76.0,71.0,52.0,27.0,98.0,9.0
Table_0002,3,1160,Player0058,62.0,WormsAr,4.0,46.0,69.0,6.0,99.0,90.0,96.0
Table_0003,35,722,Player0058,22.0,Doom2dm,57.0,72.0,14.0,30.0,89.0,79.0,18.0
Table_0003,70,760,Player0058,47.0,TF2,91.0,86.0,20.0,85.0,72.0,82.0,89.0
Table_0003,14,672,Player0058,71.0,WormsAr,34.0,94.0,62.0,8.0,92.0,31.0,32.0
Table_0004,80,842,Player0058,57.0,SnL,80.0,76.0,72.0,2.0,64.0,79.0,32.0
Table_0004,171,544,Player0058,28.0,Doom2dm,73.0,45.0,61.0,98.0,24.0,87.0,4.0
Table_0004,24,802,Player0058,25.0,TF2,22.0,79.0,83.0,12.0,89.0,16.0,96.0
Table_0005,18,625,Player0058,88.0,SnL,10.0,60.0,35.0,49.0,95.0,23.0,56.0
Table_0005,15,952,Player0058,89.0,Doom2dm,75.0,97.0,5.0,7.0,95.0,99.0,96.0
Table_0005,7,914,Player0058,36.0,TF2,84.0,65.0,61.0,86.0,99.0,75.0,34.0
Table_0005,106,707,Player0058,22.0,WormsAr,50.0,90.0,91.0,41.0,59.0,42.0,71.0
Table_0006,128,530,Player0058,96.0,Doom2dm,72.0,33.0,73.0,85.0,40.0,14.0,67.0
Table_0006,42,787,Player0058,27.0,TF2,45.0,41.0,36.0,83.0,83.0,80.0,32.0
Table_0006,212,501,Player0058,42.0,SnL,62.0,16.0,58.0,31.0,14.0,22.0,85.0
Table_0007,32,785,Player0058,56.0,SnL,69.0,42.0,76.0,60.0,88.0,42.0,12.0
Table_0007,106,976,Player0058,6.0,TF2,99.0,42.0,82.0,40.0,57.0,81.0,73.0
Table_0007,13,807,Player0058,67.0,WormsAr,65.0,61.0,18.0,89.0,95.0,59.0,94.0
Table_0008,91,519,Player0058,52.0,SnL,77.0,77.0,32.0,40.0,54.0,42.0,51.0
Table_0008,232,241,Player0058,85.0,Doom2dm,63.0,32.0,27.0,3.0,8.0,22.0,18.0
Table_0008,77,605,Player0058,99.0,WormsAr,47.0,90.0,63.0,88.0,67.0,58.0,35.0
Table_0009,92,647,Player0058,36.0,WormsAr,16.0,92.0,70.0,94.0,59.0,73.0,56.0
Table_0009,142,224,Player0058,74.0,Doom2dm,80.0,91.0,14.0,87.0,43.0,18.0,42.0
Table_0009,85,532,Player0058,76.0,TF2,84.0,28.0,21.0,48.0,63.0,33.0,21.0
Table_0009,11,834,Player0058,46.0,SnL,17.0,62.0,79.0,40.0,96.0,47.0,38.0
