Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,1,1059,Player0001,87.0,WormsAr,76.0,53.0,73.0,32.0,100.0,80.0,41.0
Table_0001,121,324,Player0001,62.0,Doom2dm,74.0,37.0,15.0,27.0,44.0,16.0,11.0
Table_0001,53,751,Player0001,42.0,SnL,19.0,33.0,78.0,62.0,74.0,43.0,42.0
Table_0002,38,797,Player0001,32.0,SnL,12.0,47.0,84.0,6.0,89.0,35.0,24.0
Table_0002,2,1152,Player0001,21.0,Doom2dm,98.0,26.0,46.0,39.0,99.0,81.0,94.0
Table_0002,23,1010,Player0001,52.0,TF2,86.0,35.0,100.0,47.0,87.0,69.0,15.0
Table_0002,33,571,Player0001,5.0,WormsAr,57.0,89.0,12.0,19.0,87.0,17.0,86.0
Table_0003,50,695,Player0001,42.0,Doom2dm,46.0,15.0,20.0,75.0,84.0,64.0,9.0
Table_0003,53,786,Player0001,50.0,TF2,58.0,63.0,61.0,70.0,79.0,64.0,45.0
Table_0003,32,790,Player0001,96.0,WormsAr,92.0,39.0,39.0,7.0,86.0,26.0,66.0
Table_0004,13,892,Player0001,22.0,SnL,98.0,100.0,78.0,12.0,94.0,60.0,31.0
Table_0004,7,1223,Player0001,84.0,Doom2dm,80.0,35.0,96.0,12.0,99.0,80.0,61.0
Table_0004,92,678,Player0001,42.0,TF2,44.0,63.0,88.0,83.0,61.0,31.0,75.0
Table_0004,44,915,Player0001,32.0,WormsAr,30.0,13.0,63.0,70.0,82.0,67.0,57.0
Table_0005,3,1014,Player0001,99.0,SnL,100.0,19.0,41.0,52.0,99.0,65.0,63.0
Table_0005,32,681,Player0001,36.0,Doom2dm,79.0,87.0,41.0,14.0,85.0,42.0,37.0
Table_0005,143,283,Player0001,80.0,TF2,8.0,20.0,11.0,62.0,36.0,35.0,12.0
Table_0006,189,362,Player0001,63.0,WormsAr,37.0,13.0,34.0,75.0,20.0,9.0,94.0
Table_0006,125,692,Player0001,18.0,Doom2dm,40.0,81.0,80.0,59.0,41.0,88.0,38.0
Table_0006,31,939,Player0001,3.0,TF2,21.0,67.0,85.0,1.0,88.0,74.0,31.0
Table_0006,13,516,Player0001,19.0,SnL,8.0,54.0,9.0,62.0,95.0,34.0,20.0
Table_0007,130,295,Player0001,79.0,SnL,8.0,8.0,15.0,99.0,47.0,10.0,41.0
Table_0007,30,939,Player0001,41.0,Doom2dm,49.0,39.0,24.0,20.0,90.0,91.0,51.0
Table_0007,11,1003,Player0001,18.0,TF2,98.0,12.0,91.0,44.0,98.0,8.0,89.0
Table_0007,23,954,Player0001,34.0,WormsAr,89.0,83.0,33.0,62.0,92.0,93.0,81.0
Table_0008,95,426,Player0001,51.0,SnL,13.0,25.0,4.0,86.0,53.0,34.0,68.0
Table_0008,26,897,Player0001,90.0,TF2,11.0,41.0,43.0,18.0,91.0,59.0,83.0
Table_0008,115,632,Player0001,91.0,WormsAr,45.0,10.0,11.0,4.0,50.0,53.0,58.0
Table_0009,56,967,Player0001,57.0,WormsAr,35.0,34.0,77.0,5.0,74.0,94.0,14.0
Table_0009,164,718,Player0001,88.0,Doom2dm,93.0,72.0,99.0,73.0,29.0,72.0,56.0
Table_0009,65,823,Player0001,69.0,TF2,27.0,83.0,63.0,84.0,73.0,79.0,88.0
Table_0009,54,595,Player0001,1.0,SnL,59.0,91.0,15.0,33.0,78.0,48.0,62.0
