Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,72,749,Player0040,59.0,WormsAr,48.0,10.0,8.0,68.0,71.0,54.0,97.0
Table_0001,29,592,Player0040,93.0,Doom2dm,67.0,54.0,11.0,1.0,89.0,3.0,72.0
Table_0001,23,847,Player0040,7.0,TF2,12.0,53.0,68.0,65.0,90.0,75.0,26.0
Table_0001,4,846,Player0040,79.0,SnL,94.0,62.0,76.0,84.0,100.0,48.0,20.0
Table_0002,128,955,Player0040,11.0,SnL,23.0,4.0,61.0,42.0,53.0,89.0,89.0
Table_0002,33,697,Player0040,95.0,Doom2dm,43.0,88.0,89.0,23.0,82.0,4.0,80.0
Table_0002,196,519,Player0040,8.0,WormsAr,99.0,78.0,88.0,92.0,16.0,68.0,26.0
Table_0003,66,902,Player0040,25.0,SnL,97.0,86.0,61.0,56.0,72.0,95.0,55.0
Table_0003,45,757,Player0040,40.0,Doom2dm,72.0,55.0,89.0,95.0,85.0,21.0,57.0
Table_0003,11,783,Player0040,27.0,TF2,89.0,42.0,70.0,91.0,95.0,15.0,62.0
Table_0004,93,649,Player0040,99.0,SnL,75.0,38.0,29.0,1.0,58.0,30.0,77.0
Table_0004,19,1063,Player0040,97.0,Doom2dm,22.0,38.0,88.0,46.0,95.0,87.0,38.0
Table_0004,34,828,Player0040,46.0,TF2,47.0,28.0,72.0,27.0,84.0,9.0,96.0
Table_0004,142,701,Player0040,54.0,WormsAr,19.0,84.0,89.0,40.0,39.0,84.0,46.0
Table_0005,37,747,Player0040,35.0,SnL,56.0,26.0,5.0,69.0,87.0,86.0,9.0
Table_0005,31,829,Player0040,55.0,Doom2dm,41.0,88.0,69.0,28.0,85.0,47.0,86.0
Table_0005,30,890,Player0040,61.0,TF2,52.0,79.0,17.0,31.0,88.0,86.0,96.0
Table_0005,179,539,Player0040,67.0,WormsAr,5.0,42.0,24.0,19.0,25.0,81.0,58.0
Table_0006,185,687,Player0040,10.0,WormsAr,44.0,4.0,80.0,39.0,20.0,80.0,15.0
Table_0006,173,385,Player0040,92.0,TF2,17.0,90.0,91.0,74.0,17.0,24.0,84.0
Table_0006,4,917,Player0040,68.0,SnL,53.0,13.0,44.0,52.0,98.0,41.0,78.0
Table_0007,12,1043,Player0040,15.0,SnL,87.0,73.0,93.0,14.0,95.0,54.0,73.0
Table_0007,36,869,Player0040,36.0,Doom2dm,35.0,4.0,79.0,64.0,87.0,36.0,45.0
Table_0007,110,603,Player0040,37.0,TF2,23.0,66.0,67.0,58.0,55.0,43.0,61.0
Table_0007,84,839,Player0040,39.0,WormsAr,39.0,7.0,23.0,65.0,62.0,81.0,88.0
Table_0008,4,843,Player0040,20.0,Doom2dm,84.0,36.0,76.0,21.0,98.0,24.0,19.0
Table_0008,32,1019,Player0040,16.0,TF2,65.0,19.0,32.0,10.0,88.0,82.0,69.0
Table_0009,70,1094,Player0040,81.0,WormsAr,86.0,16.0,74.0,65.0,69.0,89.0,91.0
Table_0009,96,792,Player0040,86.0,TF2,35.0,57.0,46.0,46.0,59.0,97.0,48.0
Table_0009,34,857,Player0040,41.0,SnL,42.0,68.0,53.0,25.0,87.0,65.0,61.0
