Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,45,635,Player0021,60.0,Doom2dm,1.0,83.0,71.0,42.0,79.0,53.0,11.0
Table_0001,13,1034,Player0021,63.0,TF2,94.0,67.0,74.0,87.0,95.0,70.0,92.0
Table_0001,195,483,Player0021,22.0,SnL,5.0,22.0,25.0,39.0,12.0,58.0,97.0
Table_0002,51,820,Player0021,72.0,SnL,94.0,20.0,5.0,46.0,85.0,68.0,50.0
Table_0002,50,696,Player0021,21.0,Doom2dm,70.0,49.0,63.0,61.0,74.0,44.0,25.0
Table_0002,89,738,Player0021,27.0,TF2,43.0,5.0,4.0,55.0,52.0,98.0,48.0
Table_0002,6,968,Player0021,40.0,WormsAr,54.0,52.0,64.0,52.0,98.0,47.0,100.0
Table_0003,54,1006,Player0021,48.0,SnL,19.0,29.0,57.0,57.0,77.0,91.0,91.0
Table_0003,12,879,Player0021,24.0,Doom2dm,36.0,27.0,64.0,63.0,98.0,32.0,75.0
Table_0003,7,609,Player0021,25.0,WormsAr,26.0,72.0,22.0,66.0,95.0,55.0,16.0
Table_0004,79,785,Player0021,78.0,SnL,32.0,94.0,83.0,93.0,65.0,95.0,40.0
Table_0004,175,830,Player0021,96.0,WormsAr,40.0,7.0,94.0,77.0,23.0,88.0,66.0
Table_0005,156,549,Player0021,38.0,SnL,61.0,54.0,62.0,14.0,36.0,29.0,64.0
Table_0005,56,856,Player0021,92.0,Doom2dm,51.0,22.0,89.0,74.0,78.0,22.0,89.0
Table_0006,16,669,Player0021,22.0,WormsAr,57.0,22.0,41.0,51.0,94.0,9.0,39.0
Table_0006,13,863,Player0021,100.0,Doom2dm,62.0,12.0,73.0,76.0,92.0,27.0,57.0
Table_0006,68,471,Player0021,38.0,TF2,46.0,29.0,31.0,79.0,71.0,20.0,17.0
Table_0006,88,577,Player0021,62.0,SnL,97.0,33.0,23.0,47.0,64.0,1.0,100.0
Table_0007,94,828,Player0021,73.0,SnL,83.0,35.0,99.0,46.0,68.0,20.0,72.0
Table_0007,1,685,Player0021,41.0,Doom2dm,11.0,97.0,12.0,98.0,100.0,94.0,27.0
Table_0007,12,724,Player0021,15.0,TF2,10.0,96.0,39.0,87.0,98.0,58.0,77.0
Table_0007,50,1031,Player0021,93.0,WormsAr,99.0,15.0,84.0,88.0,80.0,62.0,75.0
Table_0008,65,954,Player0021,96.0,SnL,17.0,38.0,64.0,34.0,69.0,97.0,61.0
Table_0008,1,984,Player0021,88.0,Doom2dm,94.0,87.0,46.0,38.0,100.0,71.0,90.0
Table_0008,172,598,Player0021,65.0,TF2,27.0,39.0,67.0,25.0,27.0,58.0,53.0
Table_0009,61,1008,Player0021,65.0,WormsAr,27.0,34.0,87.0,45.0,73.0,83.0,68.0
Table_0009,31,672,Player0021,3.0,Doom2dm,30.0,42.0,100.0,45.0,89.0,6.0,1.0
Table_0009,73,880,Player0021,66.0,TF2,43.0,12.0,95.0,30.0,70.0,15.0,98.0
Table_0009,181,810,Player0021,94.0,SnL,53.0,5.0,58.0,54.0,19.0,97.0,82.0
