Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,52,945,Player0059,19.0,WormsAr,53.0,56.0,73.0,6.0,79.0,74.0,50.0
Table_0001,49,785,Player0059,52.0,Doom2dm,71.0,15.0,82.0,79.0,77.0,16.0,64.0
Table_0001,178,563,Player0059,37.0,TF2,46.0,1.0,41.0,68.0,24.0,71.0,30.0
Table_0001,166,424,Player0059,89.0,SnL,34.0,53.0,16.0,96.0,26.0,56.0,95.0
Table_0002,16,596,Player0059,85.0,SnL,71.0,50.0,5.0,62.0,94.0,34.0,33.0
Table_0002,45,967,Player0059,79.0,Doom2dm,72.0,67.0,45.0,68.0,76.0,98.0,95.0
Table_0002,5,976,Player0059,40.0,TF2,84.0,37.0,83.0,97.0,98.0,76.0,10.0
Table_0002,103,644,Player0059,48.0,WormsAr,38.0,71.0,73.0,31.0,50.0,36.0,83.0
Table_0003,25,966,Player0059,68.0,SnL,87.0,66.0,84.0,68.0,91.0,62.0,62.0
Table_0003,20,802,Player0059,70.0,TF2,13.0,73.0,38.0,13.0,90.0,60.0,72.0
Table_0003,24,1065,Player0059,24.0,WormsAr,100.0,5.0,45.0,55.0,89.0,91.0,43.0
Table_0004,7,904,Player0059,58.0,SnL,21.0,87.0,19.0,56.0,96.0,99.0,90.0
Table_0004,20,1052,Player0059,46.0,Doom2dm,79.0,15.0,58.0,89.0,94.0,87.0,50.0
Table_0004,77,786,Player0059,45.0,TF2,58.0,5.0,10.0,32.0,68.0,54.0,92.0
Table_0004,7,800,Player0059,87.0,WormsAr,13.0,62.0,12.0,62.0,99.0,93.0,35.0
Table_0005,115,793,Player0059,98.0,SnL,88.0,8.0,72.0,71.0,50.0,66.0,31.0
Table_0005,135,716,Player0059,15.0,TF2,78.0,6.0,18.0,76.0,38.0,80.0,81.0
Table_0005,56,668,Player0059,44.0,WormsAr,94.0,67.0,67.0,98.0,81.0,49.0,2.0
Table_0006,133,246,Player0059,69.0,WormsAr,98.0,84.0,9.0,98.0,45.0,22.0,37.0
Table_0006,33,903,Player0059,97.0,Doom2dm,7.0,40.0,92.0,1.0,85.0,41.0,56.0
Table_0006,70,667,Player0059,93.0,TF2,56.0,25.0,67.0,88.0,70.0,27.0,45.0
Table_0006,129,744,Player0059,13.0,SnL,21.0,8.0,64.0,78.0,51.0,87.0,11.0
Table_0007,42,735,Player0059,85.0,SnL,52.0,49.0,11.0,41.0,87.0,71.0,35.0
Table_0007,22,538,Player0059,18.0,Doom2dm,48.0,25.0,4.0,6.0,94.0,7.0,18.0
Table_0007,52,845,Player0059,87.0,TF2,29.0,19.0,27.0,34.0,83.0,76.0,44.0
Table_0007,47,936,Player0059,40.0,WormsAr,64.0,17.0,42.0,25.0,81.0,70.0,60.0
Table_0008,184,438,Player0059,79.0,Doom2dm,59.0,97.0,11.0,26.0,32.0,74.0,55.0
Table_0008,71,425,Player0059,17.0,TF2,26.0,39.0,4.0,47.0,72.0,11.0,54.0
Table_0009,156,362,Player0059,16.0,WormsAr,96.0,76.0,19.0,4.0,31.0,31.0,43.0
Table_0009,27,970,Player0059,39.0,Doom2dm,54.0,85.0,84.0,58.0,90.0,86.0,49.0
Table_0009,8,835,Player0059,20.0,TF2,67.0,7.0,40.0,13.0,97.0,15.0,65.0
Table_0009,33,950,Player0059,13.0,SnL,56.0,1.0,21.0,23.0,88.0,70.0,68.0
