Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,41,780,Player0003,94.0,WormsAr,25.0,43.0,23.0,22.0,82.0,74.0,44.0
Table_0001,35,619,Player0003,29.0,Doom2dm,37.0,22.0,60.0,87.0,85.0,20.0,14.0
Table_0001,171,372,Player0003,68.0,SnL,58.0,17.0,26.0,32.0,24.0,24.0,43.0
Table_0002,160,361,Player0003,10.0,SnL,4.0,29.0,27.0,91.0,37.0,52.0,16.0
Table_0002,13,864,Player0003,70.0,Doom2dm,11.0,72.0,36.0,75.0,94.0,83.0,81.0
Table_0002,126,748,Player0003,7.0,TF2,45.0,18.0,32.0,1.0,36.0,72.0,88.0
Table_0002,2,825,Player0003,62.0,WormsAr,80.0,73.0,15.0,86.0,100.0,63.0,90.0
Table_0003,222,646,Player0003,44.0,Doom2dm,47.0,77.0,64.0,38.0,7.0,91.0,100.0
Table_0003,33,614,Player0003,96.0,TF2,24.0,100.0,60.0,42.0,86.0,8.0,95.0
Table_0003,48,1161,Player0003,70.0,WormsAr,23.0,6.0,96.0,16.0,80.0,73.0,93.0
Table_0004,75,407,Player0003,52.0,TF2,21.0,89.0,6.0,90.0,70.0,60.0,23.0
Table_0004,198,392,Player0003,94.0,WormsAr,98.0,96.0,4.0,47.0,13.0,97.0,34.0
Table_0005,35,788,Player0003,9.0,SnL,79.0,59.0,59.0,92.0,88.0,27.0,97.0
Table_0005,5,835,Player0003,28.0,Doom2dm,11.0,25.0,25.0,16.0,99.0,62.0,36.0
Table_0005,72,995,Player0003,71.0,TF2,57.0,41.0,74.0,44.0,66.0,85.0,86.0
Table_0005,40,589,Player0003,91.0,WormsAr,12.0,96.0,97.0,88.0,88.0,6.0,51.0
Table_0006,69,865,Player0003,83.0,WormsAr,61.0,80.0,85.0,67.0,72.0,61.0,86.0
Table_0006,26,835,Player0003,79.0,Doom2dm,33.0,69.0,39.0,58.0,87.0,73.0,77.0
Table_0006,112,379,Player0003,54.0,SnL,95.0,61.0,29.0,79.0,58.0,24.0,6.0
Table_0007,13,648,Player0003,55.0,Doom2dm,45.0,100.0,17.0,44.0,96.0,44.0,70.0
Table_0007,141,218,Player0003,21.0,TF2,6.0,91.0,66.0,68.0,38.0,10.0,17.0
Table_0007,111,251,Player0003,70.0,WormsAr,48.0,72.0,21.0,81.0,51.0,9.0,37.0
Table_0008,115,733,Player0003,1.0,SnL,37.0,54.0,65.0,15.0,44.0,100.0,2.0
Table_0008,202,250,Player0003,97.0,Doom2dm,80.0,65.0,5.0,40.0,23.0,6.0,93.0
Table_0008,199,830,Player0003,38.0,TF2,100.0,8.0,47.0,16.0,13.0,90.0,98.0
Table_0008,171,251,Player0003,23.0,WormsAr,11.0,90.0,3.0,65.0,26.0,50.0,73.0
Table_0009,74,411,Player0003,28.0,WormsAr,19.0,28.0,18.0,21.0,67.0,2.0,36.0
Table_0009,55,672,Player0003,56.0,Doom2dm,29.0,88.0,62.0,54.0,79.0,46.0,54.0
Table_0009,186,242,Player0003,84.0,TF2,60.0,40.0,29.0,96.0,23.0,28.0,22.0
Table_0009,41,1046,Player0003,56.0,SnL,85.0,30.0,68.0,46.0,83.0,99.0,26.0
