Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0018,1,WormsAr,15,91,65,95,65,100,89
Player0060,2,SnL,18,62,92,65,95,70,88
Player0040,3,SnL,49,16,89,5,26,29,22
Player0023,4,SnL,18,67,69,53,89,20,97
Player0007,5,WormsAr,73,98,74,4,5,85,94
Player000f,6,WormsAr,58,78,36,8,21,32,54
Player003a,7,WormsAr,45,53,1,81,1,58,80
Player005a,8,SnL,88,13,15,50,42,62,66
Player005d,9,TF2,89,14,89,46,99,6,81
Player0004,10,WormsAr,19,22,86,34,42,54,55
Player000e,11,SnL,19,45,100,1,54,94,24
Player002f,12,SnL,12,52,86,50,77,85,35
Player005f,13,WormsAr,91,54,85,42,19,97,46
Player0062,14,SnL,37,16,90,13,15,40,49
Player0032,15,WormsAr,44,69,19,51,20,57,4
Player0007,16,WormsAr,67,79,18,94,36,17,15
Player0034,17,SnL,35,62,83,71,39,85,45
Player0056,18,TF2,23,58,81,59,23,100,51
Player001d,19,SnL,52,79,70,17,60,10,86
Player0036,20,SnL,31,55,49,70,63,56,95
Player0006,21,Doom2dm,92,75,71,95,98,1,11
Player0057,22,WormsAr,66,3,86,94,47,66,2
Player000b,23,TF2,83,19,92,8,21,45,55
Player002e,24,SnL,66,73,81,70,67,71,87
Player0044,25,WormsAr,3,71,29,71,37,75,57
Player004a,26,SnL,47,50,15,71,81,95,68
Player002c,27,WormsAr,92,66,9,24,93,65,65
Player0026,28,Doom2dm,73,19,64,81,4,39,19
Player0023,29,TF2,44,92,37,95,87,71,5
Player000c,30,WormsAr,29,23,95,57,47,86,50
Player005c,31,Doom2dm,64,26,21,9,37,38,85
Player0053,32,TF2,51,76,18,13,31,2,97
Player004b,33,SnL,53,18,12,99,60,7,3
Player004c,34,SnL,54,39,13,89,38,17,65
Player0014,35,SnL,19,76,98,41,44,56,12
Player0059,36,TF2,54,17,100,37,22,90,64
Player002b,37,WormsAr,51,43,56,86,74,29,35
Player0001,38,SnL,9,92,70,17,16,85,74
Player003d,39,Doom2dm,45,10,5,48,45,60,75
Player0026,40,TF2,39,30,89,81,22,42,96
Player0054,41,TF2,37,6,91,32,47,69,91
Player0043,42,SnL,23,7,23,90,5,96,59
Player0056,43,SnL,26,32,21,74,7,1,95
Player0019,44,TF2,40,49,67,33,67,53,18
Player0061,45,Doom2dm,10,7,56,46,49,64,49
Player0019,46,WormsAr,13,90,61,7,7,94,59
Player0020,47,SnL,40,69,76,26,62,36,26
Player004a,48,SnL,39,79,51,92,61,69,83
Player0012,49,Doom2dm,73,47,91,80,66,96,60
Player0002,50,WormsAr,38,70,68,80,4,68,76
Player0004,51,WormsAr,87,22,31,2,79,95,3
Player0025,52,SnL,95,64,22,93,37,77,46
Player0037,53,TF2,12,51,5,82,71,90,1
Player001a,54,SnL,34,25,65,3,49,77,18
Player0012,55,SnL,23,20,99,9,8,100,1
Player001c,56,Doom2dm,98,96,31,65,63,46,29
Player0026,57,TF2,44,46,73,69,37,74,38
Player003a,58,TF2,48,80,25,30,67,66,11
Player003f,59,Doom2dm,80,10,87,50,61,3,81
Player005a,60,WormsAr,47,75,62,68,72,98,12
Player0041,61,SnL,24,58,73,69,91,7,85
Player0059,62,SnL,4,96,31,81,90,87,70
Player0004,63,SnL,42,65,47,77,77,60,34
Player0006,64,WormsAr,69,33,79,35,29,49,34
Player001f,65,WormsAr,94,30,25,9,45,4,64
Player0053,66,SnL,1,45,10,87,90,26,86
Player003b,67,Doom2dm,12,69,84,40,28,6,22
Player002c,68,WormsAr,86,58,95,9,33,78,81
Player004a,69,WormsAr,11,89,40,39,96,10,21
Player002c,70,Doom2dm,99,50,44,13,16,64,30
Player000c,71,TF2,26,9,41,17,41,82,64
Player0053,72,Doom2dm,62,68,44,26,7,16,18
Player0043,73,WormsAr,17,38,56,27,34,85,67
Player0027,74,Doom2dm,34,92,6,48,32,96,74
Player0056,75,TF2,75,45,54,83,25,98,53
Player002f,76,WormsAr,87,62,11,24,7,19,26
Player0052,77,SnL,5,4,23,96,65,50,78
Player005b,78,WormsAr,54,42,39,9,50,77,99
Player004e,79,TF2,58,43,22,72,36,30,28
Player0039,80,TF2,75,23,60,54,27,73,100
Player0023,81,WormsAr,18,95,12,31,22,71,10
Player004e,82,TF2,77,66,57,63,47,86,60
Player0063,83,SnL,66,87,75,43,73,23,44
Player004c,84,WormsAr,68,25,59,54,80,47,65
Player0046,85,Doom2dm,28,2,78,12,97,89,55
Player0059,86,TF2,95,40,87,19,94,83,43
Player0028,87,Doom2dm,49,29,65,86,15,29,26
Player0045,88,SnL,75,87,58,6,89,23,6
Player0041,89,WormsAr,69,18,49,99,39,92,67
Player0054,90,SnL,49,27,55,32,45,85,64
Player002d,91,TF2,34,60,4,30,91,18,71
Player002d,92,Doom2dm,19,24,86,60,66,92,75
Player003a,93,Doom2dm,18,54,47,43,26,83,5
Player000f,94,WormsAr,89,63,94,51,81,37,89
Player0030,95,Doom2dm,6,8,45,20,75,97,78
Player0055,96,Doom2dm,27,82,72,58,79,63,2
Player0024,97,WormsAr,11,37,41,20,92,70,4
Player005d,98,SnL,14,52,27,42,15,54,3
Player0050,99,Doom2dm,70,83,22,51,34,56,38
Player0042,100,SnL,43,69,94,89,71,19,65
