Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player002f,1,TF2,46,56,80,57,19,87,79
Player000c,2,Doom2dm,46,92,65,38,11,34,16
Player0036,3,Doom2dm,36,70,22,37,45,41,58
Player0038,4,Doom2dm,9,97,61,51,89,28,56
Player000f,5,WormsAr,63,57,4,73,42,39,68
Player004f,6,TF2,60,13,22,10,91,6,30
Player0003,7,TF2,45,18,32,1,36,72,88
Player0034,8,Doom2dm,36,59,30,24,52,16,57
Player0031,9,WormsAr,59,21,15,49,86,99,13
Player002c,10,TF2,69,61,86,14,24,14,39
Player0048,11,WormsAr,14,15,99,51,69,28,10
Player0015,12,SnL,43,56,20,80,83,21,86
Player0021,13,Doom2dm,82,35,53,35,3,52,9
Player000b,14,WormsAr,57,96,39,25,12,56,36
Player0008,15,SnL,72,44,79,42,51,95,36
Player005e,16,TF2,7,16,26,20,78,73,80
Player004a,17,SnL,75,83,11,63,78,47,40
Player0054,18,TF2,31,10,1,38,95,66,3
Player0061,19,SnL,63,92,93,17,45,76,9
Player0037,20,TF2,42,14,47,88,60,25,55
Player0055,21,SnL,43,98,33,88,74,50,61
Player0027,22,WormsAr,83,9,54,30,11,75,62
Player0050,23,TF2,24,78,25,11,34,25,95
Player0005,24,Doom2dm,87,3,1,7,86,53,61
Player0019,25,Doom2dm,88,79,44,93,15,10,73
Player002a,26,TF2,100,52,38,86,5,13,84
Player002d,27,Doom2dm,2,69,54,38,83,94,25
Player0050,28,WormsAr,26,93,49,99,54,82,71
Player002a,29,Doom2dm,68,9,57,41,53,37,37
Player0039,30,SnL,59,2,2,85,81,57,13
Player0059,31,SnL,16,34,26,66,12,90,64
Player0001,32,SnL,12,47,84,6,89,35,24
Player002b,33,SnL,16,19,97,98,60,51,12
Player0019,34,TF2,36,21,90,61,23,79,96
Player0054,35,SnL,81,68,48,48,16,37,62
Player004f,36,Doom2dm,52,74,28,17,7,54,30
Player0058,37,TF2,31,76,71,52,27,98,9
Player0050,38,SnL,89,1,51,38,33,4,12
Player0009,39,WormsAr,18,47,53,37,85,77,8
Player0048,40,TF2,36,84,100,14,75,79,27
Player0059,41,SnL,72,72,50,46,41,8,53
Player004c,42,Doom2dm,46,20,27,33,53,23,53
Player002e,43,Doom2dm,85,76,97,64,57,87,5
Player003d,44,WormsAr,56,32,87,44,25,75,93
Player0039,45,TF2,22,48,47,58,20,71,8
Player002d,46,SnL,61,17,30,74,23,11,22
Player0062,47,SnL,16,2,10,17,88,12,80
Player0034,48,Doom2dm,84,92,75,84,66,59,66
Player0055,49,WormsAr,48,57,75,88,9,71,56
Player0001,50,WormsAr,43,53,53,65,73,90,98
Player0009,51,TF2,51,43,77,31,21,25,62
Player0030,52,SnL,62,53,14,62,15,75,19
Player004b,53,SnL,100,99,78,15,88,87,77
Player0012,54,SnL,60,20,4,13,42,40,81
Player0046,55,SnL,41,62,5,28,8,69,58
Player004f,56,WormsAr,52,28,88,70,72,2,61
Player0047,57,SnL,95,69,5,64,11,41,60
Player0032,58,WormsAr,12,49,83,75,4,6,68
Player0058,59,SnL,13,27,3,92,15,74,62
Player0064,60,WormsAr,57,47,93,78,93,5,67
Player0036,61,TF2,83,98,17,48,40,25,56
Player0003,62,WormsAr,80,73,15,86,100,63,90
Player0028,63,WormsAr,5,6,53,50,27,32,6
Player0022,64,SnL,64,39,58,54,33,43,93
Player0061,65,SnL,86,45,79,21,71,33,86
Player0022,66,TF2,62,15,32,27,23,1,91
Player0026,67,Doom2dm,16,60,24,44,35,15,69
Player0060,68,SnL,96,78,71,64,11,81,48
Player0059,69,SnL,37,68,24,12,89,73,49
Player0003,70,Doom2dm,11,72,36,75,94,83,81
Player0021,71,SnL,1,86,30,96,41,43,100
Player0016,72,SnL,5,68,5,28,28,97,36
Player0024,73,TF2,6,98,33,36,14,84,59
Player003d,74,Doom2dm,64,13,2,97,82,40,4
Player0003,75,TF2,37,9,15,21,16,97,12
Player0020,76,SnL,65,26,17,50,94,93,3
Player005b,77,Doom2dm,46,96,92,87,64,89,80
Player0005,78,Doom2dm,7,31,26,2,46,74,52
Player0027,79,SnL,6,94,37,41,98,86,45
Player004e,80,Doom2dm,16,2,100,70,67,80,87
Player0063,81,TF2,84,55,72,33,86,96,74
Player000b,82,WormsAr,5,94,71,52,26,23,28
Player0028,83,SnL,63,66,95,9,24,71,76
Player0026,84,Doom2dm,30,63,41,5,14,26,21
Player005d,85,TF2,38,14,99,71,54,1,18
Player004e,86,Doom2dm,14,75,12,48,22,96,36
Player0045,87,TF2,64,8,31,58,69,48,74
Player005c,88,WormsAr,78,50,25,2,38,82,51
Player0010,89,Doom2dm,20,19,10,46,38,72,98
Player0005,90,WormsAr,75,98,1,7,8,71,21
Player0029,91,SnL,67,48,12,69,6,56,51
Player0057,92,Doom2dm,28,35,16,88,28,49,82
Player0013,93,TF2,41,82,85,93,16,27,21
Player0009,94,TF2,4,79,97,89,10,62,63
Player004b,95,WormsAr,13,94,42,83,51,100,71
Player0047,96,Doom2dm,88,35,63,29,74,54,20
Player0022,97,TF2,35,11,64,53,33,5,53
Player0039,98,Doom2dm,58,90,7,17,9,94,84
Player0055,99,Doom2dm,56,34,9,79,21,39,76
Player005b,100,SnL,68,39,21,91,96,76,13
