Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,62,734,Player0028,80.0,WormsAr,32.0,96.0,47.0,53.0,74.0,100.0,18.0
Table_0001,186,548,Player0028,72.0,Doom2dm,31.0,65.0,81.0,95.0,17.0,61.0,85.0
Table_0001,154,430,Player0028,70.0,TF2,77.0,96.0,58.0,25.0,30.0,30.0,63.0
Table_0001,189,187,Player0028,35.0,SnL,41.0,51.0,22.0,41.0,15.0,9.0,56.0
Table_0002,194,763,Player0028,83.0,SnL,63.0,66.0,95.0,9.0,24.0,71.0,76.0
Table_0002,163,343,Player0028,87.0,Doom2dm,49.0,29.0,65.0,86.0,15.0,29.0,26.0
Table_0002,142,515,Player0028,99.0,TF2,16.0,3.0,34.0,81.0,28.0,53.0,66.0
Table_0002,31,930,Player0028,92.0,WormsAr,7.0,81.0,42.0,53.0,88.0,97.0,92.0
Table_0003,127,486,Player0028,79.0,SnL,93.0,31.0,45.0,74.0,38.0,48.0,6.0
Table_0003,73,547,Player0028,76.0,Doom2dm,15.0,50.0,41.0,99.0,74.0,38.0,43.0
Table_0003,38,936,Player0028,14.0,TF2,78.0,20.0,37.0,87.0,84.0,74.0,79.0
Table_0003,16,901,Player0028,7.0,WormsAr,14.0,89.0,94.0,14.0,91.0,66.0,39.0
Table_0004,49,557,Player0028,75.0,SnL,27.0,86.0,79.0,14.0,77.0,13.0,21.0
Table_0004,18,688,Player0028,46.0,Doom2dm,50.0,70.0,63.0,72.0,95.0,11.0,71.0
Table_0004,5,1035,Player0028,40.0,TF2,61.0,1.0,54.0,69.0,97.0,81.0,37.0
Table_0004,74,362,Player0028,24.0,WormsAr,71.0,34.0,2.0,85.0,68.0,17.0,15.0
Table_0005,182,357,Player0028,3.0,SnL,28.0,35.0,43.0,95.0,25.0,56.0,8.0
Table_0005,35,1043,Player0028,4.0,Doom2dm,40.0,56.0,90.0,48.0,85.0,86.0,62.0
Table_0005,6,741,Player0028,58.0,TF2,58.0,58.0,41.0,49.0,99.0,57.0,1.0
Table_0006,32,752,Player0028,36.0,WormsAr,40.0,13.0,35.0,19.0,88.0,36.0,34.0
Table_0006,50,636,Player0028,12.0,Doom2dm,57.0,49.0,6.0,36.0,75.0,51.0,58.0
Table_0006,120,785,Player0028,41.0,TF2,41.0,83.0,71.0,63.0,46.0,85.0,95.0
Table_0006,119,777,Player0028,25.0,SnL,99.0,84.0,71.0,38.0,55.0,72.0,54.0
Table_0007,67,781,Player0028,19.0,SnL,85.0,36.0,52.0,27.0,79.0,12.0,98.0
Table_0007,65,764,Player0028,71.0,Doom2dm,85.0,8.0,47.0,29.0,75.0,28.0,48.0
Table_0007,228,557,Player0028,41.0,TF2,16.0,29.0,54.0,57.0,2.0,75.0,92.0
Table_0007,2,1050,Player0028,25.0,WormsAr,97.0,39.0,65.0,51.0,99.0,68.0,60.0
Table_0008,113,670,Player0028,79.0,TF2,2.0,56.0,59.0,15.0,54.0,46.0,82.0
Table_0008,132,393,Player0028,46.0,WormsAr,26.0,5.0,51.0,87.0,43.0,14.0,20.0
Table_0009,64,745,Player0028,85.0,WormsAr,86.0,59.0,62.0,44.0,73.0,20.0,95.0
Table_0009,43,612,Player0028,2.0,Doom2dm,25.0,97.0,8.0,83.0,84.0,60.0,90.0
Table_0009,176,375,Player0028,49.0,TF2,91.0,88.0,91.0,79.0,26.0,13.0,42.0
Table_0009,14,645,Player0028,19.0,SnL,19.0,100.0,73.0,30.0,95.0,21.0,39.0
