Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,114,621,Player0045,6.0,WormsAr,9.0,57.0,37.0,4.0,49.0,75.0,37.0
Table_0001,7,872,Player0045,86.0,Doom2dm,93.0,93.0,66.0,63.0,96.0,59.0,57.0
Table_0001,21,1034,Player0045,25.0,TF2,82.0,98.0,53.0,12.0,91.0,100.0,73.0
Table_0001,18,838,Player0045,34.0,SnL,46.0,11.0,44.0,84.0,94.0,29.0,90.0
Table_0002,37,618,Player0045,88.0,SnL,75.0,87.0,58.0,6.0,89.0,23.0,6.0
Table_0002,100,570,Player0045,81.0,Doom2dm,58.0,37.0,38.0,10.0,46.0,60.0,6.0
Table_0002,37,636,Player0045,6.0,TF2,24.0,38.0,67.0,100.0,75.0,39.0,28.0
Table_0002,9,1035,Player0045,61.0,WormsAr,94.0,12.0,6.0,9.0,98.0,81.0,71.0
Table_0003,162,551,Player0045,28.0,SnL,84.0,27.0,99.0,91.0,25.0,2.0,91.0
Table_0003,41,1093,Player0045,44.0,Doom2dm,77.0,41.0,93.0,10.0,87.0,66.0,65.0
Table_0003,34,355,Player0045,48.0,TF2,59.0,98.0,7.0,84.0,85.0,3.0,59.0
Table_0003,95,807,Player0045,28.0,WormsAr,38.0,67.0,49.0,71.0,59.0,93.0,80.0
Table_0004,21,911,Player0045,11.0,SnL,70.0,13.0,24.0,73.0,92.0,60.0,84.0
Table_0004,95,732,Player0045,71.0,Doom2dm,30.0,1.0,27.0,11.0,56.0,69.0,39.0
Table_0004,54,694,Player0045,9.0,WormsAr,20.0,78.0,73.0,36.0,79.0,32.0,62.0
Table_0005,140,705,Player0045,90.0,SnL,51.0,31.0,100.0,22.0,42.0,46.0,22.0
Table_0005,90,597,Player0045,50.0,Doom2dm,66.0,99.0,90.0,49.0,62.0,36.0,27.0
Table_0005,50,1050,Player0045,2.0,TF2,93.0,27.0,82.0,28.0,77.0,83.0,38.0
Table_0005,175,803,Player0045,93.0,WormsAr,74.0,27.0,69.0,33.0,27.0,86.0,65.0
Table_0006,25,749,Player0045,10.0,WormsAr,74.0,39.0,16.0,30.0,91.0,63.0,14.0
Table_0006,40,638,Player0045,22.0,Doom2dm,1.0,61.0,34.0,53.0,80.0,59.0,37.0
Table_0006,81,903,Player0045,45.0,TF2,62.0,24.0,88.0,99.0,64.0,71.0,60.0
Table_0006,114,623,Player0045,20.0,SnL,10.0,21.0,28.0,35.0,56.0,47.0,69.0
Table_0007,5,782,Player0045,92.0,SnL,21.0,40.0,44.0,19.0,98.0,21.0,77.0
Table_0007,124,664,Player0045,49.0,Doom2dm,27.0,39.0,18.0,59.0,42.0,99.0,57.0
Table_0007,168,392,Player0045,36.0,TF2,73.0,1.0,47.0,64.0,26.0,9.0,39.0
Table_0007,57,648,Player0045,73.0,WormsAr,68.0,98.0,35.0,74.0,77.0,49.0,82.0
Table_0008,5,752,Player0045,86.0,SnL,48.0,84.0,80.0,39.0,99.0,3.0,82.0
Table_0008,45,1002,Player0045,70.0,Doom2dm,53.0,10.0,26.0,94.0,83.0,96.0,93.0
Table_0008,109,672,Player0045,77.0,TF2,57.0,7.0,98.0,34.0,57.0,17.0,8.0
Table_0008,100,731,Player0045,18.0,WormsAr,24.0,72.0,89.0,7.0,57.0,50.0,53.0
Table_0009,195,151,Player0045,86.0,WormsAr,90.0,84.0,37.0,22.0,14.0,2.0,31.0
Table_0009,118,377,Player0045,66.0,Doom2dm,45.0,98.0,63.0,10.0,53.0,4.0,34.0
Table_0009,118,243,Player0045,75.0,TF2,51.0,75.0,48.0,71.0,49.0,2.0,8.0
Table_0009,25,655,Player0045,37.0,SnL,33.0,92.0,68.0,96.0,90.0,26.0,72.0
