Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,100,644,Player002b,83.0,WormsAr,19.0,5.0,6.0,55.0,56.0,97.0,2.0
Table_0001,86,812,Player002b,12.0,Doom2dm,66.0,7.0,57.0,85.0,58.0,76.0,40.0
Table_0001,6,768,Player002b,34.0,TF2,26.0,6.0,50.0,68.0,98.0,31.0,29.0
Table_0001,28,778,Player002b,69.0,SnL,61.0,54.0,9.0,53.0,87.0,87.0,34.0
Table_0002,32,800,Player002b,11.0,SnL,27.0,41.0,63.0,72.0,90.0,45.0,54.0
Table_0002,19,404,Player002b,20.0,Doom2dm,32.0,35.0,1.0,22.0,87.0,1.0,11.0
Table_0002,69,663,Player002b,88.0,TF2,65.0,92.0,18.0,70.0,60.0,78.0,93.0
Table_0002,61,603,Player002b,37.0,WormsAr,51.0,43.0,56.0,86.0,74.0,29.0,35.0
Table_0003,78,822,Player002b,39.0,SnL,12.0,92.0,91.0,13.0,66.0,67.0,68.0
Table_0003,58,862,Player002b,94.0,Doom2dm,11.0,35.0,62.0,64.0,81.0,71.0,55.0
Table_0003,7,734,Player002b,77.0,TF2,91.0,16.0,17.0,96.0,98.0,39.0,37.0
Table_0003,123,492,Player002b,54.0,WormsAr,69.0,32.0,49.0,71.0,45.0,7.0,79.0
Table_0004,2,905,Player002b,73.0,SnL,76.0,96.0,72.0,33.0,100.0,80.0,9.0
Table_0004,96,460,Player002b,15.0,Doom2dm,34.0,85.0,72.0,2.0,54.0,13.0,30.0
Table_0004,193,498,Player002b,13.0,TF2,16.0,69.0,85.0,43.0,20.0,66.0,22.0
Table_0005,67,939,Player002b,21.0,SnL,73.0,19.0,49.0,94.0,71.0,100.0,48.0
Table_0005,47,958,Player002b,91.0,Doom2dm,3.0,23.0,78.0,36.0,81.0,52.0,95.0
Table_0005,8,764,Player002b,34.0,TF2,71.0,17.0,45.0,60.0,98.0,37.0,7.0
Table_0005,20,1142,Player002b,2.0,WormsAr,41.0,64.0,67.0,18.0,94.0,98.0,92.0
Table_0006,23,985,Player002b,3.0,WormsAr,49.0,95.0,85.0,61.0,92.0,87.0,62.0
Table_0006,103,653,Player002b,55.0,Doom2dm,3.0,17.0,42.0,84.0,54.0,71.0,44.0
Table_0006,187,416,Player002b,99.0,TF2,99.0,74.0,47.0,42.0,8.0,49.0,65.0
Table_0006,20,850,Player002b,35.0,SnL,85.0,52.0,86.0,95.0,94.0,54.0,10.0
Table_0007,2,713,Player002b,75.0,SnL,59.0,89.0,68.0,7.0,99.0,6.0,58.0
Table_0007,56,959,Player002b,7.0,Doom2dm,70.0,37.0,96.0,71.0,80.0,51.0,71.0
Table_0007,6,624,Player002b,75.0,TF2,15.0,93.0,2.0,52.0,99.0,57.0,59.0
Table_0007,79,630,Player002b,51.0,WormsAr,12.0,11.0,20.0,75.0,65.0,37.0,91.0
Table_0008,16,1050,Player002b,45.0,SnL,14.0,21.0,95.0,86.0,95.0,83.0,36.0
Table_0008,99,693,Player002b,93.0,Doom2dm,14.0,49.0,96.0,33.0,64.0,11.0,79.0
Table_0008,77,794,Player002b,10.0,TF2,29.0,70.0,96.0,95.0,70.0,58.0,65.0
Table_0008,46,889,Player002b,87.0,WormsAr,69.0,58.0,17.0,52.0,79.0,96.0,79.0
Table_0009,107,887,Player002b,87.0,WormsAr,85.0,76.0,91.0,42.0,53.0,69.0,91.0
Table_0009,22,600,Player002b,30.0,Doom2dm,26.0,90.0,81.0,7.0,92.0,14.0,1.0
Table_0009,17,668,Player002b,30.0,TF2,80.0,11.0,9.0,97.0,94.0,22.0,61.0
Table_0009,6,748,Player002b,98.0,SnL,8.0,6.0,35.0,56.0,99.0,17.0,70.0
