Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,105,376,Player0033,65.0,WormsAr,27.0,47.0,12.0,89.0,52.0,55.0,8.0
Table_0001,86,634,Player0033,26.0,SnL,19.0,88.0,98.0,91.0,56.0,30.0,94.0
Table_0002,244,512,Player0033,77.0,SnL,60.0,52.0,87.0,61.0,6.0,55.0,53.0
Table_0002,147,221,Player0033,97.0,Doom2dm,62.0,24.0,15.0,84.0,24.0,23.0,17.0
Table_0002,32,607,Player0033,88.0,TF2,7.0,4.0,26.0,43.0,79.0,37.0,15.0
Table_0002,35,784,Player0033,53.0,WormsAr,43.0,30.0,93.0,82.0,86.0,17.0,53.0
Table_0003,82,601,Player0033,91.0,SnL,3.0,90.0,85.0,88.0,65.0,58.0,27.0
Table_0003,33,839,Player0033,90.0,Doom2dm,22.0,12.0,49.0,74.0,90.0,75.0,9.0
Table_0003,69,502,Player0033,48.0,TF2,69.0,43.0,4.0,99.0,72.0,44.0,35.0
Table_0003,100,761,Player0033,57.0,WormsAr,18.0,43.0,68.0,74.0,57.0,60.0,87.0
Table_0004,48,997,Player0033,13.0,SnL,46.0,10.0,85.0,88.0,78.0,59.0,89.0
Table_0004,52,712,Player0033,40.0,Doom2dm,43.0,71.0,38.0,36.0,79.0,37.0,95.0
Table_0004,3,1031,Player0033,62.0,TF2,34.0,44.0,62.0,61.0,98.0,90.0,55.0
Table_0004,76,707,Player0033,1.0,WormsAr,79.0,22.0,22.0,34.0,66.0,54.0,47.0
Table_0005,26,1055,Player0033,50.0,SnL,71.0,77.0,62.0,34.0,92.0,87.0,89.0
Table_0005,28,435,Player0033,47.0,Doom2dm,12.0,28.0,3.0,88.0,88.0,5.0,49.0
Table_0005,24,873,Player0033,5.0,TF2,59.0,97.0,40.0,51.0,91.0,88.0,66.0
Table_0005,104,831,Player0033,44.0,WormsAr,65.0,32.0,70.0,83.0,59.0,55.0,94.0
Table_0006,52,504,Player0033,35.0,WormsAr,70.0,84.0,47.0,88.0,79.0,35.0,7.0
Table_0006,29,937,Player0033,83.0,Doom2dm,20.0,6.0,86.0,31.0,86.0,29.0,78.0
Table_0006,54,1031,Player0033,86.0,TF2,57.0,61.0,86.0,5.0,77.0,85.0,59.0
Table_0006,21,630,Player0033,59.0,SnL,67.0,61.0,25.0,57.0,93.0,20.0,61.0
Table_0007,99,702,Player0033,86.0,SnL,69.0,9.0,64.0,48.0,65.0,6.0,79.0
Table_0007,99,510,Player0033,61.0,Doom2dm,57.0,79.0,13.0,72.0,54.0,84.0,19.0
Table_0007,21,1127,Player0033,31.0,TF2,59.0,36.0,92.0,85.0,95.0,97.0,43.0
Table_0007,59,963,Player0033,95.0,WormsAr,71.0,24.0,47.0,26.0,77.0,96.0,28.0
Table_0008,40,919,Player0033,1.0,SnL,100.0,64.0,72.0,37.0,82.0,58.0,63.0
Table_0008,41,679,Player0033,82.0,Doom2dm,69.0,41.0,39.0,73.0,84.0,44.0,26.0
Table_0008,51,995,Player0033,13.0,TF2,35.0,9.0,40.0,79.0,81.0,86.0,94.0
Table_0008,44,813,Player0033,79.0,WormsAr,98.0,66.0,44.0,88.0,81.0,78.0,43.0
Table_0009,84,297,Player0033,14.0,WormsAr,9.0,52.0,39.0,75.0,62.0,5.0,10.0
Table_0009,48,818,Player0033,15.0,Doom2dm,17.0,30.0,28.0,35.0,80.0,79.0,48.0
Table_0009,5,509,Player0033,90.0,TF2,27.0,60.0,18.0,50.0,98.0,21.0,12.0
Table_0009,57,935,Player0033,88.0,SnL,63.0,94.0,73.0,56.0,77.0,79.0,98.0
