Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player002d,1,Doom2dm,55,23,89,43,7,93,40
Player0031,2,Doom2dm,46,79,27,63,95,37,100
Player0007,3,SnL,86,33,40,58,22,35,37
Player0060,4,Doom2dm,60,56,46,79,99,33,28
Player002d,5,TF2,60,77,53,42,66,77,70
Player0058,6,TF2,99,42,82,40,57,81,73
Player0063,7,TF2,57,57,11,77,57,74,85
Player0060,8,TF2,10,79,32,59,84,80,19
Player002b,9,WormsAr,37,50,98,49,19,95,93
Player000f,10,TF2,69,54,39,56,71,99,18
Player0032,11,Doom2dm,80,47,94,53,30,76,2
Player0016,12,Doom2dm,5,89,17,42,63,37,38
Player004a,13,SnL,76,52,57,58,47,41,68
Player0002,14,SnL,36,54,31,84,94,65,9
Player0019,15,Doom2dm,56,81,24,84,59,89,65
Player0053,16,Doom2dm,30,55,67,86,84,92,71
Player0019,17,SnL,51,65,100,38,23,28,45
Player0051,18,WormsAr,18,89,1,39,1,88,29
Player0063,19,SnL,31,33,49,97,53,80,43
Player0020,20,WormsAr,82,81,22,6,10,7,28
Player0026,21,SnL,49,98,43,20,16,3,2
Player0011,22,Doom2dm,87,5,52,80,18,66,1
Player001e,23,WormsAr,89,46,98,82,89,18,68
Player0020,24,TF2,55,6,15,22,89,83,19
Player005d,25,SnL,24,80,93,58,14,19,37
Player0061,26,Doom2dm,84,42,48,98,88,46,96
Player005b,27,Doom2dm,98,44,26,12,29,35,62
Player0042,28,TF2,27,58,62,90,63,45,68
Player002e,29,TF2,93,91,60,32,93,31,29
Player0011,30,WormsAr,6,63,64,13,34,12,41
Player0042,31,Doom2dm,26,80,74,82,23,30,70
Player0047,32,Doom2dm,50,77,16,33,57,88,76
Player0010,33,Doom2dm,88,91,64,95,35,78,25
Player003a,34,TF2,99,40,42,93,75,30,53
Player0049,35,TF2,27,72,17,58,64,83,3
Player0029,36,SnL,3,33,45,66,26,86,94
Player000f,37,Doom2dm,53,14,92,42,60,70,47
Player002b,38,SnL,68,67,46,89,85,83,75
Player0057,39,SnL,54,93,35,55,16,84,24
Player0013,40,TF2,72,41,54,64,45,67,26
Player0021,41,Doom2dm,11,97,12,98,100,94,27
Player0008,42,TF2,72,60,54,73,100,68,26
Player0053,43,SnL,82,13,22,68,90,77,59
Player003c,44,SnL,32,81,8,65,76,40,10
Player004b,45,Doom2dm,55,50,23,89,28,34,37
Player0002,46,Doom2dm,63,89,20,97,99,70,78
Player0021,47,Doom2dm,94,28,29,92,27,84,9
Player0041,48,TF2,10,58,8,64,97,41,23
Player0045,49,Doom2dm,27,39,18,59,42,99,57
Player0022,50,SnL,29,64,14,57,84,59,8
Player0043,51,SnL,72,61,33,20,38,26,90
Player0064,52,WormsAr,1,35,75,24,50,67,56
Player004f,53,SnL,7,26,38,23,78,51,47
Player000e,54,TF2,22,44,24,91,87,29,8
Player0003,55,Doom2dm,45,100,17,44,96,44,70
Player0039,56,SnL,17,61,44,9,41,19,100
Player004b,57,Doom2dm,23,54,8,4,62,28,50
Player0014,58,Doom2dm,76,31,7,10,77,20,74
Player0042,59,TF2,37,57,21,84,62,76,11
Player002f,60,TF2,12,70,24,55,26,80,83
Player0002,61,Doom2dm,90,5,70,11,82,93,7
Player001b,62,SnL,27,70,69,88,58,60,9
Player0019,63,TF2,96,27,94,79,34,98,81
Player0052,64,WormsAr,96,92,96,32,50,27,39
Player0039,65,Doom2dm,60,48,21,98,72,7,73
Player0019,66,TF2,2,99,17,87,24,95,4
Player0037,67,SnL,9,65,36,63,93,39,81
Player0042,68,WormsAr,18,94,7,66,24,42,76
Player001a,69,Doom2dm,3,91,33,36,37,62,71
Player0034,70,TF2,43,31,96,23,54,49,30
Player0055,71,TF2,6,85,85,79,50,34,82
Player0008,72,TF2,31,94,20,18,93,9,12
Player0062,73,WormsAr,64,82,68,83,63,38,30
Player0058,74,TF2,3,17,98,99,48,93,71
Player000f,75,SnL,47,99,73,3,90,59,13
Player0055,76,SnL,69,62,64,28,26,79,30
Player002c,77,WormsAr,9,49,26,38,91,63,27
Player0058,78,WormsAr,84,97,82,46,53,20,40
Player0001,79,SnL,8,8,15,99,47,10,41
Player0021,80,TF2,29,14,68,36,80,29,89
Player0040,81,Doom2dm,15,24,30,38,39,97,26
Player0004,82,TF2,79,85,82,6,49,76,59
Player0039,83,Doom2dm,97,33,80,73,96,53,97
Player002d,84,Doom2dm,21,55,65,24,87,37,6
Player001e,85,WormsAr,67,56,49,94,63,6,45
Player0038,86,Doom2dm,24,60,66,35,3,16,63
Player0059,87,TF2,29,19,27,34,83,76,44
Player004d,88,TF2,22,58,75,80,34,70,95
Player004d,89,WormsAr,77,28,95,37,37,25,12
Player0054,90,Doom2dm,96,70,24,33,98,95,43
Player0017,91,SnL,75,17,84,96,85,24,98
Player0029,92,TF2,38,52,9,7,96,20,49
Player0001,93,Doom2dm,73,90,23,95,72,20,61
Player0004,94,TF2,80,47,29,72,33,90,96
Player0049,95,WormsAr,30,57,10,96,68,44,95
Player002b,96,SnL,33,68,78,41,87,24,94
Player003d,97,SnL,87,68,58,35,51,83,11
Player0013,98,SnL,56,4,60,12,17,95,75
Player004c,99,SnL,8,29,8,9,39,16,9
Player0063,100,WormsAr,14,73,79,38,19,48,38
Player0003,1,Doom2dm,4,84,49,9,90,56,7
Player0014,2,Doom2dm,43,88,16,26,27,32,47
Player0042,3,WormsAr,4,53,4,70,26,18,40
Player0057,4,TF2,12,35,82,84,1,97,40
Player0060,5,WormsAr,8,32,36,93,11,88,14
Player000d,6,TF2,15,41,21,48,61,61,85
Player0050,7,TF2,88,66,85,94,16,100,8
Player0042,8,TF2,36,68,76,2,95,75,36
Player0060,9,TF2,50,73,39,48,90,76,13
Player0036,10,TF2,86,3,80,53,47,80,12
Player0052,11,TF2,74,17,73,53,6,23,68
Player003a,12,TF2,54,49,87,42,21,75,78
Player0001,13,Doom2dm,97,63,41,69,6,72,64
Player0061,14,Doom2dm,49,46,38,62,9,89,45
Player004d,15,TF2,8,81,56,9,4,80,85
