Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0028,1,WormsAr,92,49,92,67,61,3,53
Player0061,2,SnL,53,24,73,73,95,30,89
Player000d,3,SnL,28,66,25,4,88,77,91
Player001c,4,Doom2dm,14,27,78,95,17,82,69
Player002a,5,WormsAr,26,83,32,74,60,17,88
Player005c,6,SnL,78,45,91,39,98,54,44
Player002b,7,Doom2dm,70,37,96,71,80,51,71
Player0035,8,Doom2dm,60,86,86,27,34,23,72
Player0055,9,TF2,17,89,42,83,82,22,10
Player0050,10,WormsAr,41,19,33,95,50,56,87
Player005b,11,TF2,34,86,97,49,13,47,29
Player0007,12,WormsAr,1,90,29,51,22,54,5
Player000c,13,WormsAr,5,27,76,12,37,64,34
Player0052,14,SnL,13,85,11,62,35,38,76
Player0021,15,TF2,10,96,39,87,98,58,77
Player000f,16,TF2,63,33,42,65,35,64,42
Player003e,17,Doom2dm,95,92,92,53,40,51,20
Player000f,18,Doom2dm,67,14,29,88,21,36,54
Player000e,19,TF2,34,69,17,90,66,77,12
Player0056,20,Doom2dm,22,12,47,65,89,82,87
Player0029,21,SnL,62,21,80,47,88,2,45
Player0037,22,Doom2dm,69,1,43,17,65,12,38
Player002a,23,TF2,38,8,29,59,59,87,35
Player0004,24,Doom2dm,75,12,54,63,85,66,70
Player0040,25,TF2,64,7,97,6,31,49,28
Player001d,26,TF2,33,39,79,100,87,5,53
Player0062,27,WormsAr,99,29,67,22,80,51,25
Player0005,28,WormsAr,48,66,5,50,61,100,100
Player001f,29,SnL,6,4,2,32,38,1,89
Player0014,30,TF2,87,30,13,78,48,65,80
Player0041,31,TF2,77,69,47,33,40,22,70
Player0051,32,SnL,90,97,82,61,53,35,53
Player0010,33,WormsAr,10,46,78,7,12,29,27
Player0043,34,TF2,52,30,68,85,38,2,76
Player0048,35,Doom2dm,97,78,17,69,53,53,75
Player001f,36,SnL,73,39,86,63,90,16,34
Player003e,37,WormsAr,37,54,48,54,55,43,79
Player001e,38,TF2,99,61,100,65,3,87,23
Player005f,39,Doom2dm,67,75,18,63,26,36,56
Player003c,40,TF2,33,28,59,75,54,22,30
Player005a,41,WormsAr,29,67,68,33,29,11,83
Player001b,42,TF2,98,1,5,27,37,9,93
Player0014,43,TF2,94,98,35,32,43,80,65
Player0034,44,WormsAr,28,48,72,19,16,2,64
Player000a,45,SnL,100,65,42,99,38,2,86
Player0049,46,SnL,63,54,60,75,42,96,34
Player0002,47,TF2,63,73,73,33,1,75,12
Player0008,48,WormsAr,6,65,81,11,93,78,34
Player0032,49,TF2,98,68,88,50,94,76,80
Player0048,50,WormsAr,11,35,96,22,92,90,23
Player0063,51,SnL,79,79,3,81,100,42,92
Player002b,52,SnL,49,66,72,12,96,84,37
Player004a,53,Doom2dm,97,25,31,78,46,93,64
Player0043,54,SnL,33,53,38,99,26,97,35
Player0049,55,WormsAr,77,44,41,6,88,30,77
Player0050,56,SnL,93,4,32,30,48,88,75
Player0054,57,Doom2dm,4,42,17,28,28,82,30
Player0029,58,SnL,12,32,47,52,1,80,98
Player002e,59,Doom2dm,66,86,33,35,44,8,74
Player0037,60,SnL,9,22,19,21,82,35,67
Player000c,61,SnL,62,88,41,46,87,86,19
Player0057,62,Doom2dm,75,27,90,88,95,90,19
Player0029,63,Doom2dm,51,59,15,59,63,75,11
Player000e,64,Doom2dm,90,96,12,86,36,84,68
Player0040,65,SnL,65,11,46,3,17,15,45
Player0025,66,WormsAr,10,42,53,75,72,33,25
Player004f,67,WormsAr,98,30,36,72,97,86,40
Player0010,68,TF2,44,67,55,64,97,58,82
Player0014,69,SnL,20,49,90,7,20,22,20
Player0047,70,SnL,87,21,20,35,38,45,82
Player0053,71,SnL,42,31,67,93,75,39,92
Player0038,72,Doom2dm,94,90,40,66,42,5,76
Player0025,73,WormsAr,78,74,83,83,88,26,6
Player0004,74,WormsAr,60,77,77,65,43,99,45
Player002b,75,SnL,59,89,68,7,99,6,58
Player005e,76,TF2,5,88,100,84,33,89,12
Player0021,77,Doom2dm,46,56,30,33,82,15,94
Player0048,78,Doom2dm,86,93,51,51,76,33,6
Player003a,79,SnL,91,93,49,56,74,23,12
Player0038,80,Doom2dm,68,28,8,93,53,52,85
Player0053,81,SnL,58,60,69,13,96,34,79
Player0006,82,SnL,27,6,91,22,12,31,49
Player0009,83,TF2,79,28,49,25,98,35,2
Player0056,84,SnL,91,98,65,66,98,96,7
Player0012,85,TF2,70,53,85,10,27,98,11
Player0018,86,SnL,1,95,72,5,46,53,1
Player002e,87,WormsAr,40,25,86,28,21,37,31
Player0030,88,SnL,95,55,36,27,79,85,7
Player0054,89,TF2,33,91,31,10,3,38,32
Player0044,90,TF2,53,62,83,20,35,22,81
Player0005,91,WormsAr,77,60,46,88,34,43,72
Player0037,92,TF2,63,43,36,72,57,40,70
Player0051,93,WormsAr,69,61,2,9,6,91,38
Player0028,94,WormsAr,87,100,16,81,58,100,7
Player0053,95,TF2,97,56,87,27,92,51,78
Player002b,96,SnL,91,43,4,8,83,79,59
Player0030,97,TF2,50,20,98,77,41,7,37
Player004b,98,SnL,100,87,100,13,34,39,75
Player0042,99,Doom2dm,69,64,87,88,32,88,63
Player0030,100,TF2,43,70,47,63,32,41,76
