Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0060,1,Doom2dm,58,71,44,17,50,10,8
Player004e,2,Doom2dm,48,12,65,11,46,82,95
Player0053,3,TF2,52,88,25,54,32,40,69
Player005f,4,Doom2dm,9,54,84,19,94,85,70
Player0030,5,WormsAr,92,46,81,47,90,9,35
Player0045,6,SnL,82,51,12,1,80,48,77
Player0060,7,SnL,86,16,82,41,69,1,52
Player0010,8,SnL,27,16,59,16,59,76,5
Player001a,9,Doom2dm,62,19,29,62,54,23,54
Player0040,10,TF2,44,79,89,94,14,7,87
Player0039,11,Doom2dm,55,75,18,97,97,60,10
Player0031,12,WormsAr,61,50,79,48,29,72,88
Player0023,13,WormsAr,54,38,98,6,59,59,80
Player0007,14,WormsAr,14,97,100,32,51,81,47
Player0053,15,Doom2dm,40,2,41,42,22,100,61
Player0041,16,SnL,78,100,2,57,75,72,40
Player0009,17,TF2,40,42,66,74,77,49,31
Player0032,18,WormsAr,22,43,62,95,20,78,22
Player003a,19,Doom2dm,35,100,35,35,81,38,47
Player0034,20,WormsAr,14,15,22,67,85,10,45
Player0040,21,TF2,90,91,60,100,44,11,52
Player0042,22,TF2,71,9,75,29,62,82,41
Player0019,23,Doom2dm,91,71,66,77,55,78,48
Player0009,24,TF2,64,62,99,64,29,6,52
Player0047,25,SnL,85,89,22,31,36,48,48
Player001e,26,TF2,30,45,7,92,12,31,20
Player0038,27,TF2,28,79,41,35,90,51,27
Player0003,28,WormsAr,19,28,18,21,67,2,36
Player004e,29,TF2,31,3,57,74,32,44,35
Player002b,30,Doom2dm,26,90,81,7,92,14,1
Player0016,31,WormsAr,20,30,4,98,96,90,67
Player0032,32,WormsAr,73,71,32,80,38,76,58
Player0035,33,Doom2dm,58,21,74,37,75,51,19
Player004d,34,SnL,40,76,35,63,16,61,28
Player004c,35,TF2,72,88,28,77,32,39,20
Player000e,36,SnL,28,11,44,31,18,39,73
Player0055,37,WormsAr,90,53,8,99,81,90,95
Player004d,38,Doom2dm,89,93,61,70,19,14,22
Player0047,39,Doom2dm,91,57,41,61,89,70,77
Player0036,40,Doom2dm,36,51,33,53,78,97,98
Player0034,41,SnL,36,59,21,26,8,31,57
Player003c,42,Doom2dm,64,49,30,8,46,80,85
Player002b,43,SnL,72,18,67,56,68,62,39
Player005d,44,Doom2dm,58,5,10,27,25,72,100
Player003e,45,WormsAr,47,7,92,39,7,79,46
Player0007,46,SnL,13,63,86,76,96,65,57
Player0018,47,WormsAr,72,18,90,76,74,9,72
Player0004,48,TF2,62,69,76,34,53,56,47
Player0026,49,TF2,81,77,9,96,44,28,27
Player005c,50,WormsAr,23,98,39,80,66,61,73
Player002e,51,WormsAr,1,26,30,44,97,5,28
Player0001,52,SnL,81,70,12,54,36,78,33
Player0016,53,WormsAr,69,10,86,9,83,67,92
Player005f,54,WormsAr,60,71,100,87,15,72,99
Player0018,55,SnL,10,74,19,57,68,81,50
Player0034,56,WormsAr,57,79,96,51,13,26,56
Player0063,57,WormsAr,66,77,51,2,84,99,74
Player000c,58,WormsAr,31,66,3,44,97,24,77
Player005b,59,WormsAr,50,47,34,42,61,53,21
Player0044,60,WormsAr,69,4,20,43,25,36,24
Player005a,61,WormsAr,74,54,14,53,94,51,8
Player005e,62,Doom2dm,5,89,93,94,79,68,44
Player004c,63,WormsAr,30,16,88,27,80,87,54
Player0049,64,WormsAr,10,58,70,83,80,2,28
Player0021,65,TF2,65,68,76,46,51,41,15
Player0002,66,WormsAr,21,68,27,100,3,57,42
Player0050,67,WormsAr,51,62,97,81,52,70,9
Player0005,68,TF2,39,82,48,27,82,66,78
Player002a,69,TF2,1,27,4,72,27,77,51
Player0037,70,TF2,27,23,66,34,82,43,35
Player0045,71,SnL,5,100,88,53,40,76,24
Player0012,72,WormsAr,99,44,66,62,54,46,22
Player0049,73,TF2,4,100,28,95,59,29,47
Player002d,74,SnL,91,49,99,44,40,89,5
Player002f,75,Doom2dm,48,41,65,49,10,57,1
Player0023,76,Doom2dm,92,93,58,49,88,87,44
Player003d,77,TF2,52,9,94,69,47,32,78
Player001f,78,SnL,10,2,9,36,35,84,28
Player0049,79,TF2,87,40,86,79,19,40,91
Player002a,80,Doom2dm,22,28,38,26,55,41,85
Player002c,81,WormsAr,6,37,10,8,100,19,1
Player005b,82,TF2,19,32,75,55,18,84,24
Player005d,83,TF2,42,70,36,72,28,94,35
Player001a,84,SnL,93,15,40,19,100,56,10
Player0028,85,WormsAr,86,59,62,44,73,20,95
Player0018,86,TF2,67,77,61,98,89,52,25
Player0040,87,SnL,69,52,68,59,28,100,25
Player0033,88,SnL,63,94,73,56,77,79,98
Player005e,89,TF2,37,100,55,48,74,89,49
Player0062,90,SnL,31,100,52,22,82,31,1
Player004f,91,WormsAr,59,45,24,7,32,23,17
Player0006,92,SnL,34,79,74,47,13,37,39
Player0022,93,Doom2dm,30,82,56,22,28,74,22
Player0036,94,Doom2dm,82,59,92,11,80,76,82
Player002a,95,TF2,75,73,8,47,57,95,68
Player0031,96,Doom2dm,71,12,24,38,45,32,57
Player001a,97,TF2,9,96,8,74,26,79,80
Player0036,98,WormsAr,55,8,34,30,33,3,10
Player0028,99,WormsAr,81,54,98,45,51,97,3
Player0034,100,TF2,90,75,94,78,4,9,68
