Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0056,1,SnL,45,9,95,34,25,20,17
Player0028,2,Doom2dm,25,97,8,83,84,60,90
Player004a,3,WormsAr,88,37,29,69,94,15,68
Player0026,4,SnL,36,13,100,50,11,9,35
Player003f,5,SnL,14,54,51,39,83,67,94
Player0034,6,WormsAr,21,85,72,73,100,96,93
Player0052,7,WormsAr,55,23,52,19,31,56,17
Player0041,8,Doom2dm,70,52,9,76,65,92,32
Player003d,9,Doom2dm,41,58,47,8,5,45,72
Player0054,10,Doom2dm,2,43,81,83,87,3,90
Player0002,11,TF2,86,66,9,80,77,14,82
Player0031,12,Doom2dm,92,93,44,41,90,53,30
Player004d,13,WormsAr,36,94,12,83,39,60,24
Player0030,14,Doom2dm,68,91,51,93,58,23,99
Player0052,15,Doom2dm,51,50,17,50,73,52,1
Player002f,16,TF2,9,88,67,61,95,3,97
Player000d,17,WormsAr,48,72,2,53,88,63,40
Player003a,18,WormsAr,4,37,90,53,49,38,29
Player0024,19,Doom2dm,14,49,28,41,51,66,20
Player000f,20,SnL,43,23,64,42,70,35,52
Player0047,21,TF2,25,100,91,48,26,90,4
Player0032,22,TF2,21,8,64,35,10,90,46
Player0055,23,TF2,97,55,97,88,40,18,73
Player0012,24,SnL,76,91,13,36,5,41,52
Player0004,25,TF2,19,43,96,37,16,69,87
Player0009,26,WormsAr,30,26,23,3,98,82,91
Player0047,27,Doom2dm,76,23,34,60,79,7,73
Player0034,28,WormsAr,91,66,30,74,77,78,6
Player005e,29,WormsAr,13,57,11,25,23,53,48
Player002d,30,TF2,96,69,72,20,84,28,3
Player0051,31,WormsAr,47,74,94,85,31,26,56
Player004d,32,TF2,93,38,83,1,78,75,42
Player004c,33,Doom2dm,5,41,77,31,98,1,48
Player003c,34,SnL,96,26,87,53,90,34,73
Player0046,35,Doom2dm,96,92,91,1,7,65,73
Player0013,36,TF2,93,65,80,23,41,38,54
Player001c,37,WormsAr,39,15,63,10,20,20,89
Player0044,38,SnL,100,1,93,10,96,85,60
Player0059,39,WormsAr,15,54,10,63,20,16,94
Player004a,40,Doom2dm,78,66,67,14,95,34,31
Player000a,41,Doom2dm,91,46,71,90,30,76,47
Player002c,42,SnL,99,89,17,91,74,55,45
Player0053,43,SnL,70,19,28,51,21,69,76
Player004e,44,Doom2dm,11,15,49,57,34,10,45
Player002a,45,WormsAr,40,90,3,70,3,71,30
Player000e,46,TF2,68,5,90,69,71,67,35
Player0006,47,Doom2dm,6,6,48,21,10,76,76
Player003e,48,WormsAr,80,13,27,17,38,95,73
Player0016,49,WormsAr,61,23,76,33,23,28,68
Player004f,50,SnL,96,28,23,6,97,48,8
Player001a,51,WormsAr,100,73,73,54,39,100,12
Player001a,52,TF2,7,75,35,72,75,21,73
Player0031,53,WormsAr,12,71,68,85,6,23,9
Player0004,54,SnL,23,60,77,97,8,15,30
Player0027,55,SnL,65,25,2,73,56,60,54
Player0003,56,SnL,85,30,68,46,83,99,26
Player0046,57,WormsAr,42,66,97,39,50,26,53
Player0064,58,Doom2dm,9,38,18,45,82,12,11
Player0016,59,Doom2dm,63,78,25,61,22,23,77
Player0058,60,TF2,29,76,45,22,18,67,56
Player000b,61,SnL,64,53,65,86,96,74,42
Player004f,62,SnL,29,44,28,32,85,62,30
Player0007,63,Doom2dm,94,65,23,49,47,91,80
Player002c,64,Doom2dm,82,26,100,17,43,19,7
Player0035,65,TF2,33,29,65,89,92,100,64
Player0032,66,SnL,87,58,64,37,11,27,20
Player0012,67,WormsAr,36,68,49,59,59,38,92
Player0051,68,WormsAr,54,53,79,80,54,39,21
Player0004,69,SnL,67,66,91,24,88,66,61
Player003a,70,TF2,16,46,90,95,23,70,48
Player0023,71,SnL,95,72,35,37,89,81,46
Player0014,72,WormsAr,100,87,67,79,21,82,69
Player0037,73,Doom2dm,49,8,90,58,78,1,45
Player0058,74,Doom2dm,80,91,14,87,43,18,42
Player001b,75,Doom2dm,52,56,11,62,58,41,2
Player000a,76,TF2,56,71,54,64,87,74,70
Player0037,77,TF2,88,94,36,26,24,43,84
Player001d,78,WormsAr,83,76,64,94,28,41,93
Player0028,79,TF2,45,34,43,8,8,25,92
Player005b,80,Doom2dm,36,73,7,13,76,9,26
Player0054,81,WormsAr,41,45,64,30,2,24,61
Player0054,82,WormsAr,25,43,30,82,39,74,76
Player0022,83,TF2,96,19,74,56,18,28,35
Player004c,84,TF2,6,20,7,45,39,34,40
Player0027,85,Doom2dm,2,12,62,61,72,92,49
Player0001,86,WormsAr,94,39,79,55,15,47,86
Player0051,87,WormsAr,83,60,46,48,12,7,39
Player001d,88,TF2,65,68,12,70,75,96,36
Player0061,89,WormsAr,36,18,74,86,82,43,56
Player0001,90,Doom2dm,77,82,1,33,26,53,95
Player003c,91,SnL,88,53,50,16,100,49,4
Player003f,92,TF2,6,85,45,98,42,16,42
Player001b,93,WormsAr,61,55,100,55,57,15,99
Player004f,94,TF2,68,79,62,74,62,87,5
Player0028,95,WormsAr,65,88,5,61,46,5,51
Player0056,96,Doom2dm,98,47,39,55,68,24,93
Player001d,97,SnL,1,85,61,56,30,37,10
Player0022,98,Doom2dm,12,70,82,2,78,23,76
Player0012,99,TF2,51,86,25,40,40,15,44
Player0041,100,TF2,29,60,7,83,45,26,8
