Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0060,1,TF2,99,47,20,32,83,6,53
Player0035,2,TF2,94,58,62,38,8,86,56
Player0061,3,TF2,50,19,97,86,59,69,62
Player0002,4,WormsAr,32,25,24,35,96,80,53
Player001e,5,Doom2dm,8,50,42,49,16,59,74
Player0059,6,TF2,60,66,84,32,29,81,100
Player002b,7,WormsAr,90,91,82,31,3,72,65
Player0032,8,WormsAr,14,1,51,30,86,34,19
Player002d,9,Doom2dm,91,98,35,3,98,29,43
Player0028,10,SnL,55,30,35,27,77,36,56
Player0062,11,TF2,58,99,67,63,52,94,75
Player0013,12,SnL,33,58,76,65,61,35,71
Player0059,13,WormsAr,10,60,33,56,11,59,82
Player0026,14,WormsAr,70,32,42,34,45,57,7
Player001e,15,WormsAr,83,56,48,60,75,8,42
Player002b,16,TF2,45,50,83,14,30,99,83
Player0060,17,TF2,37,79,60,5,24,17,42
Player000d,18,Doom2dm,41,54,26,3,50,35,45
Player0041,19,Doom2dm,23,19,8,63,75,6,5
Player0020,20,SnL,51,7,54,99,22,89,76
Player0011,21,Doom2dm,56,1,44,97,73,83,7
Player0052,22,WormsAr,99,88,96,90,27,64,52
Player0011,23,SnL,84,93,90,49,64,85,65
Player0034,24,TF2,46,85,49,75,6,35,56
Player0015,25,WormsAr,59,70,38,20,12,52,72
Player0027,26,WormsAr,48,98,100,98,1,36,36
Player0050,27,SnL,27,52,80,7,62,71,4
Player0014,28,SnL,66,96,38,80,65,71,49
Player0038,29,SnL,51,34,20,78,3,82,3
Player002b,30,TF2,80,11,9,97,94,22,61
Player002d,31,WormsAr,91,73,10,8,36,99,41
Player0025,32,TF2,18,99,4,2,95,26,90
Player002b,33,WormsAr,14,90,40,21,27,16,72
Player005e,34,Doom2dm,54,44,87,47,46,32,60
Player005f,35,SnL,56,37,26,74,50,42,24
Player0058,36,WormsAr,16,92,70,94,59,73,56
Player0045,37,SnL,33,92,68,96,90,26,72
Player0053,38,WormsAr,65,93,80,44,17,74,39
Player005d,39,SnL,16,91,56,58,29,93,16
Player004f,40,WormsAr,64,21,11,99,80,70,24
Player0029,41,SnL,2,39,6,94,57,2,100
Player003d,42,TF2,46,99,91,12,64,81,73
Player003e,43,SnL,1,91,72,6,78,18,54
Player002d,44,TF2,77,81,82,36,56,4,49
Player000a,45,TF2,2,16,42,95,28,2,21
Player0052,46,TF2,9,43,34,2,57,79,46
Player000e,47,SnL,18,63,53,33,82,10,58
Player004b,48,Doom2dm,55,8,94,35,2,2,52
Player0026,49,TF2,90,99,40,25,50,52,38
Player005b,50,WormsAr,82,28,47,41,61,54,71
Player004e,51,TF2,43,34,68,39,14,56,70
Player0019,52,WormsAr,54,88,89,11,95,61,37
Player0011,53,TF2,20,92,75,73,92,90,3
Player004c,54,Doom2dm,54,68,39,86,20,98,45
Player001b,55,SnL,26,48,84,27,33,86,63
Player0013,56,WormsAr,78,25,51,17,46,69,91
Player0034,57,TF2,62,3,2,14,17,26,22
Player004f,58,WormsAr,61,98,63,12,87,17,85
Player002c,59,TF2,7,60,71,82,36,93,25
Player000e,60,SnL,36,78,2,53,51,70,92
Player0031,61,Doom2dm,49,48,94,62,100,13,62
Player0013,62,WormsAr,64,87,43,40,58,60,46
Player0002,63,WormsAr,65,96,20,44,93,42,38
Player0013,64,SnL,13,30,30,86,45,65,37
Player0059,65,Doom2dm,96,39,66,29,38,89,89
Player005b,66,Doom2dm,34,62,28,5,64,32,4
Player000f,67,SnL,42,7,62,46,75,32,49
Player0002,68,SnL,75,15,64,93,46,65,100
Player0024,69,SnL,41,14,23,45,30,78,59
Player0027,70,WormsAr,25,95,18,77,98,8,8
Player0032,71,SnL,19,55,58,4,76,95,6
Player005a,72,SnL,65,42,46,21,8,67,17
Player0050,73,Doom2dm,42,49,56,47,52,2,46
Player0038,74,TF2,19,59,44,30,73,27,19
Player0041,75,TF2,15,56,16,46,21,82,72
Player0031,76,TF2,67,34,34,18,2,81,23
Player0058,77,TF2,51,14,95,91,11,90,66
Player000f,78,SnL,97,12,4,62,57,42,71
Player0031,79,Doom2dm,28,92,3,15,98,8,29
Player003f,80,SnL,100,30,94,10,35,19,67
Player0016,81,TF2,2,97,66,82,35,46,40
Player003a,82,Doom2dm,59,38,94,73,65,48,32
Player0008,83,TF2,16,49,40,70,8,4,43
Player000c,84,WormsAr,46,62,49,1,69,32,15
Player0053,85,WormsAr,21,16,11,39,75,98,98
Player002c,86,WormsAr,100,54,37,90,42,13,79
Player001e,87,TF2,93,59,96,94,45,38,46
Player0046,88,Doom2dm,37,4,77,12,59,94,82
Player0047,89,SnL,70,6,69,57,59,70,46
Player0033,90,TF2,27,60,18,50,98,21,12
Player0030,91,WormsAr,33,36,83,73,10,75,99
Player002a,92,SnL,69,30,14,14,97,16,34
Player0049,93,Doom2dm,33,35,75,38,5,88,55
Player004d,94,TF2,58,68,44,23,76,34,92
Player0037,95,WormsAr,14,47,86,71,33,52,31
Player002f,96,WormsAr,48,65,40,7,73,25,57
Player0059,97,SnL,15,35,4,64,23,35,39
Player005d,98,WormsAr,64,19,42,81,5,95,95
Player0047,99,SnL,15,17,77,1,71,99,30
Player003c,100,Doom2dm,46,9,74,88,100,66,33
Player0048,1,WormsAr,33,81,29,92,39,83,30
Player0047,2,WormsAr,31,17,60,32,66,88,99
Player0057,3,TF2,81,98,54,87,66,68,26
Player004f,4,TF2,99,99,69,5,21,56,96
Player0024,5,WormsAr,47,83,89,21,95,97,6
Player0018,6,Doom2dm,39,1,2,88,39,27,45
Player0031,7,WormsAr,76,84,91,9,97,81,92
Player004e,8,Doom2dm,40,12,28,86,21,54,41
Player0055,9,SnL,86,50,81,92,3,17,34
Player0050,10,WormsAr,76,71,8,20,82,23,77
Player0063,11,Doom2dm,89,30,33,22,3,24,44
Player0048,12,SnL,28,63,59,6,75,95,99
Player004b,13,TF2,89,59,15,44,43,68,87
Player0029,14,Doom2dm,72,61,91,45,11,91,6
Player0012,15,TF2,53,97,5,62,81,28,13
Player0055,16,WormsAr,92,26,71,54,84,60,56
Player0051,17,TF2,86,17,10,76,43,33,63
Player0039,18,TF2,1,14,73,50,52,16,58
Player0028,19,SnL,19,100,73,30,95,21,39
Player0055,20,TF2,15,33,12,96,5,88,87
Player000c,21,WormsAr,1,29,68,67,24,21,85
Player0057,22,Doom2dm,32,56,27,54,89,28,60
Player005a,23,WormsAr,95,78,48,56,75,27,71
Player0023,24,Doom2dm,84,5,35,63,49,82,13
Player0062,25,Doom2dm,100,33,100,89,56,100,39
Player0028,26,Doom2dm,32,68,84,95,50,32,82
Player000f,27,SnL,87,11,74,87,8,34,88
Player0064,28,WormsAr,94,76,42,74,63,62,29
Player0054,29,WormsAr,23,91,40,64,74,13,82
Player0043,30,TF2,39,88,32,27,20,15,86
Player0015,31,Doom2dm,12,1,85,51,64,80,51
Player0059,32,WormsAr,14,10,2,59,9,38,17
Player0047,33,Doom2dm,84,85,43,88,8,12,77
Player0008,34,SnL,4,92,32,68,71,47,65
Player0052,35,Doom2dm,85,92,7,57,66,58,64
Player0009,36,WormsAr,55,66,78,56,51,29,83
Player005b,37,TF2,23,8,81,85,79,45,18
Player001f,38,Doom2dm,76,45,53,31,1,73,92
Player0005,39,TF2,54,98,64,43,12,24,100
Player0055,40,TF2,98,44,54,88,28,84,96
Player0040,41,SnL,42,68,53,25,87,65,61
Player0023,42,Doom2dm,63,70,30,50,94,57,3
Player001a,43,SnL,15,93,11,5,94,25,59
Player0004,44,SnL,50,62,29,9,23,3,63
Player0060,45,SnL,20,69,100,95,14,11,70
Player003d,46,Doom2dm,75,10,88,60,5,16,93
Player003c,47,SnL,79,80,30,5,80,61,28
Player005b,48,Doom2dm,63,97,12,5,3,7,79
Player0048,49,TF2,97,13,77,54,68,9,57
Player0013,50,SnL,75,85,90,79,32,4,45
Player0009,51,Doom2dm,1,28,85,47,17,31,78
Player003e,52,Doom2dm,83,26,61,57,79,52,81
Player0011,53,SnL,46,98,70,21,81,1,96
Player003e,54,Doom2dm,86,100,22,79,96,9,49
Player0060,55,WormsAr,60,11,10,75,20,86,72
Player0003,56,Doom2dm,29,88,62,54,79,46,54
Player0027,57,Doom2dm,73,77,9,30,66,22,19
Player0041,58,SnL,9,92,53,44,11,52,19
Player004f,59,SnL,18,1,53,14,5,2,35
Player0049,60,WormsAr,3,57,61,25,2,75,83
Player005b,61,WormsAr,30,87,39,8,4,89,73
Player0027,62,Doom2dm,54,21,99,13,26,34,16
Player0020,63,SnL,7,1,51,35,36,13,29
Player0026,64,Doom2dm,95,78,9,24,28,47,16
Player0032,65,Doom2dm,1,27,35,83,69,20,99
Player0016,66,TF2,54,8,37,23,18,49,78
Player0033,67,TF2,64,75,94,88,14,44,60
Player002c,68,Doom2dm,72,21,88,2,67,29,90
Player0015,69,SnL,10,21,83,96,81,98,69
Player004d,70,Doom2dm,24,24,56,82,71,66,85
Player001e,71,TF2,66,52,5,48,68,53,55
Player003f,72,TF2,31,30,7,87,89,57,21
Player0015,73,SnL,29,78,57,29,28,29,53
Player0062,74,TF2,8,11,2,42,9,38,10
Player001c,75,Doom2dm,27,12,25,14,100,43,15
Player0016,76,TF2,93,79,62,57,46,7,62
Player0020,77,Doom2dm,21,52,54,79,82,79,11
Player005e,78,SnL,43,92,86,53,75,37,8
Player0003,79,WormsAr,44,39,61,88,21,42,15
Player000a,80,WormsAr,73,4,31,8,87,56,4
Player0014,81,WormsAr,61,4,9,97,68,61,40
Player001b,82,Doom2dm,73,13,92,16,11,71,12
Player004b,83,SnL,46,51,59,91,28,77,45
Player0003,84,TF2,60,40,29,96,23,28,22
Player0055,85,Doom2dm,12,80,52,27,92,100,86
Player0020,86,SnL,89,40,66,81,96,82,91
Player0056,87,WormsAr,68,23,12,75,8,89,31
Player0052,88,Doom2dm,68,38,81,1,78,20,92
Player0030,89,Doom2dm,51,40,15,79,31,29,15
Player005e,90,Doom2dm,78,3,56,58,86,49,92
Player003e,91,Doom2dm,32,62,99,68,57,51,20
Player0046,92,SnL,84,45,64,73,91,56,76
Player0036,93,SnL,4,42,64,13,64,18,31
Player0052,94,TF2,4,65,12,96,46,36,52
Player0004,95,Doom2dm,48,100,23,22,38,83,55
Player005b,96,SnL,58,41,77,7,62,44,92
Player0006,97,SnL,96,41,91,54,71,77,41
Player0012,98,Doom2dm,45,42,34,61,70,39,85
Player001f,99,WormsAr,100,99,26,97,4,85,33
Player000c,100,Doom2dm,17,56,17,6,87,58,3
Player0001,1,SnL,59,91,15,33,78,48,62
Player0064,2,TF2,80,3,25,39,43,7,59
Player0020,3,TF2,36,37,47,93,65,29,70
Player0048,4,Doom2dm,54,21,97,20,91,15,14
Player0032,5,Doom2dm,62,88,37,8,61,90,72
Player0007,6,SnL,17,43,38,65,83,20,13
Player003a,7,Doom2dm,87,65,34,23,76,43,54
Player0033,8,Doom2dm,81,81,85,65,55,64,87
Player0010,9,WormsAr,14,99,42,17,31,80,45
Player0025,10,WormsAr,4,95,2,95,79,74,27
Player002c,11,TF2,88,13,80,68,11,24,62
Player000d,12,SnL,70,62,17,9,59,6,16
Player0059,13,SnL,56,1,21,23,88,70,68
Player003b,14,WormsAr,44,53,1,31,9,77,47
Player0031,15,SnL,32,22,55,90,42,76,100
Player0052,16,WormsAr,41,79,97,3,26,86,70
Player0022,17,TF2,80,43,76,48,25,87,6
Player0060,18,SnL,10,4,32,98,80,21,66
Player0050,19,Doom2dm,16,86,70,43,48,6,43
Player0006,20,WormsAr,62,55,35,12,7,88,97
Player003d,21,WormsAr,38,83,57,16,74,96,25
Player0030,22,TF2,67,5,55,26,52,53,91
Player0011,23,SnL,99,96,72,47,22,48,17
Player0033,24,Doom2dm,98,62,17,48,65,55,90
Player0062,25,TF2,87,49,37,73,86,70,11
