Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0006,1,WormsAr,9,95,7,79,91,20,69
Player0008,2,WormsAr,22,91,64,95,88,100,95
Player0020,3,TF2,71,39,45,83,19,63,25
Player004c,4,Doom2dm,8,4,1,40,23,20,44
Player0016,5,TF2,22,84,2,6,90,2,26
Player0026,6,TF2,14,15,52,2,60,68,82
Player004b,7,WormsAr,92,55,41,89,23,35,21
Player002d,8,Doom2dm,70,8,95,87,43,48,28
Player004e,9,TF2,98,66,13,98,5,7,34
Player0040,10,SnL,28,25,43,22,57,33,68
Player0011,11,Doom2dm,66,89,34,45,49,34,59
Player000f,12,SnL,70,79,74,58,89,83,6
Player004f,13,TF2,6,3,6,2,12,92,83
Player0033,14,WormsAr,9,52,39,75,62,5,10
Player0031,15,WormsAr,85,88,19,11,16,72,81
Player0061,16,TF2,88,65,88,17,56,93,9
Player0002,17,SnL,18,86,15,79,62,17,27
Player003c,18,SnL,93,97,71,20,100,91,85
Player0011,19,TF2,72,82,90,84,26,29,60
Player0060,20,WormsAr,65,3,72,33,70,9,59
Player0063,21,TF2,56,28,32,60,11,26,75
Player000a,22,WormsAr,90,36,41,37,87,61,40
Player0041,23,TF2,12,29,98,92,48,13,35
Player003d,24,Doom2dm,29,59,36,23,32,68,64
Player005f,25,Doom2dm,2,11,87,13,26,17,56
Player004f,26,Doom2dm,87,49,13,36,3,92,67
Player0036,27,TF2,14,10,100,88,61,12,33
Player0053,28,Doom2dm,9,25,2,60,87,84,4
Player0002,29,Doom2dm,69,57,81,72,79,84,17
Player0014,30,WormsAr,92,88,80,26,17,17,48
Player005d,31,Doom2dm,17,47,61,9,34,9,27
Player001f,32,SnL,28,97,8,59,35,42,84
Player0040,33,SnL,16,28,17,62,78,26,11
Player0063,34,Doom2dm,40,41,41,50,12,43,28
Player0056,35,SnL,61,94,77,69,93,13,24
Player004e,36,WormsAr,43,25,61,21,4,32,66
Player001f,37,Doom2dm,72,16,96,41,68,47,26
Player0048,38,TF2,72,69,21,65,30,8,13
Player0008,39,TF2,9,95,55,68,94,12,25
Player001a,40,TF2,82,69,26,61,64,81,61
Player0058,41,TF2,5,70,19,78,17,19,18
Player0001,42,Doom2dm,43,85,92,55,13,83,65
Player0029,43,Doom2dm,96,42,62,55,95,91,37
Player0008,44,TF2,69,54,35,34,13,65,40
Player001c,45,SnL,19,8,11,90,49,12,19
Player005b,46,SnL,47,52,75,47,21,21,66
Player0047,47,WormsAr,9,24,98,78,82,72,5
Player0048,48,Doom2dm,1,63,90,15,85,8,62
Player0046,49,Doom2dm,27,83,67,31,6,57,74
Player003c,50,WormsAr,70,23,95,66,92,85,54
Player003e,51,SnL,99,41,45,74,21,13,81
Player0031,52,TF2,83,80,77,40,72,88,77
Player005d,53,SnL,95,43,96,89,68,80,31
Player0053,54,TF2,65,93,23,55,66,76,10
Player0007,55,TF2,44,97,37,39,52,36,51
Player000a,56,TF2,47,34,70,45,80,72,100
Player0060,57,WormsAr,82,85,91,24,31,25,36
Player004e,58,Doom2dm,93,5,95,71,76,43,41
Player0002,59,WormsAr,49,6,89,18,36,100,34
Player0028,60,WormsAr,46,19,4,26,41,51,7
Player001c,61,SnL,51,8,59,84,52,86,60
Player003b,62,SnL,39,79,67,63,44,60,97
Player003e,63,TF2,75,65,56,73,98,56,75
Player0050,64,SnL,82,15,54,48,43,12,33
Player0018,65,TF2,61,49,16,28,87,3,27
Player000e,66,WormsAr,27,37,18,61,53,19,87
Player0041,67,Doom2dm,90,100,89,34,64,35,38
Player0011,68,Doom2dm,68,76,10,16,26,93,20
Player000e,69,WormsAr,41,86,34,29,59,66,72
Player005a,70,WormsAr,53,85,58,4,100,10,99
Player000f,71,WormsAr,24,12,36,61,46,50,41
Player0009,72,SnL,2,78,4,52,53,97,49
Player0024,73,Doom2dm,1,28,97,89,91,84,59
Player0037,74,Doom2dm,94,66,66,11,37,34,67
Player0045,75,TF2,51,75,48,71,49,2,8
Player0023,76,TF2,100,65,57,18,10,20,100
Player001e,77,SnL,92,85,85,82,88,51,16
Player0062,78,WormsAr,35,65,78,80,8,27,53
Player0060,79,TF2,17,90,16,12,42,33,28
Player003a,80,SnL,87,60,85,49,67,11,32
Player0040,81,WormsAr,86,16,74,65,69,89,91
Player0035,82,TF2,23,19,92,17,81,49,93
Player0049,83,TF2,26,90,16,39,13,15,31
Player0029,84,Doom2dm,15,67,8,65,51,7,24
Player0034,85,SnL,25,75,12,27,94,76,34
Player0045,86,WormsAr,90,84,37,22,14,2,31
Player004a,87,TF2,96,67,58,57,58,2,91
Player0036,88,SnL,18,17,23,71,1,11,43
Player0025,89,Doom2dm,9,27,69,32,1,90,100
Player0018,90,TF2,40,92,100,24,98,10,19
Player000b,91,WormsAr,85,12,76,30,15,18,78
Player0018,92,Doom2dm,51,11,22,64,59,2,34
Player0026,93,SnL,24,57,45,73,78,2,60
Player0057,94,TF2,70,73,57,86,79,29,40
Player0064,95,TF2,50,28,52,60,12,18,53
Player0029,96,SnL,24,60,5,88,68,45,14
Player0034,97,WormsAr,53,40,20,43,71,68,2
Player0046,98,SnL,89,64,19,89,20,82,88
Player0058,99,SnL,37,82,79,31,65,22,70
Player0011,100,Doom2dm,65,18,40,24,62,5,68
