Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,95,859,Player0023,2.0,WormsAr,24.0,44.0,96.0,49.0,60.0,88.0,16.0
Table_0001,5,881,Player0023,60.0,Doom2dm,37.0,9.0,24.0,51.0,97.0,71.0,36.0
Table_0001,173,100,Player0023,98.0,TF2,60.0,84.0,20.0,81.0,25.0,9.0,34.0
Table_0001,94,809,Player0023,10.0,SnL,63.0,41.0,29.0,28.0,53.0,99.0,54.0
Table_0002,33,757,Player0023,4.0,SnL,18.0,67.0,69.0,53.0,89.0,20.0,97.0
Table_0002,26,913,Player0023,83.0,Doom2dm,97.0,50.0,63.0,6.0,85.0,36.0,82.0
Table_0002,24,605,Player0023,29.0,TF2,44.0,92.0,37.0,95.0,87.0,71.0,5.0
Table_0002,91,861,Player0023,31.0,WormsAr,89.0,8.0,89.0,94.0,57.0,55.0,55.0
Table_0003,64,856,Player0023,6.0,SnL,1.0,36.0,56.0,85.0,72.0,94.0,54.0
Table_0003,22,710,Player0023,11.0,Doom2dm,32.0,74.0,76.0,85.0,93.0,7.0,95.0
Table_0003,92,807,Player0023,3.0,TF2,95.0,80.0,51.0,90.0,61.0,99.0,54.0
Table_0003,72,697,Player0023,69.0,WormsAr,18.0,74.0,25.0,17.0,73.0,94.0,14.0
Table_0004,78,684,Player0023,72.0,SnL,70.0,32.0,51.0,89.0,66.0,22.0,98.0
Table_0004,9,671,Player0023,35.0,Doom2dm,1.0,81.0,43.0,49.0,98.0,43.0,45.0
Table_0004,26,811,Player0023,55.0,TF2,8.0,52.0,1.0,16.0,88.0,79.0,82.0
Table_0005,69,764,Player0023,43.0,SnL,67.0,78.0,83.0,69.0,69.0,63.0,38.0
Table_0005,55,615,Player0023,1.0,Doom2dm,93.0,92.0,62.0,60.0,78.0,45.0,5.0
Table_0005,168,763,Player0023,47.0,TF2,8.0,27.0,83.0,53.0,23.0,90.0,69.0
Table_0005,120,571,Player0023,22.0,WormsAr,70.0,69.0,15.0,46.0,50.0,58.0,79.0
Table_0006,29,931,Player0023,62.0,WormsAr,28.0,40.0,33.0,16.0,90.0,66.0,93.0
Table_0006,159,812,Player0023,37.0,Doom2dm,60.0,54.0,90.0,99.0,27.0,94.0,89.0
Table_0006,5,1053,Player0023,40.0,TF2,64.0,30.0,49.0,99.0,97.0,96.0,66.0
Table_0006,63,520,Player0023,33.0,SnL,4.0,2.0,39.0,76.0,75.0,10.0,32.0
Table_0007,101,826,Player0023,45.0,SnL,48.0,16.0,65.0,40.0,65.0,53.0,59.0
Table_0007,72,657,Player0023,8.0,Doom2dm,50.0,17.0,69.0,75.0,71.0,14.0,49.0
Table_0007,208,96,Player0023,62.0,TF2,44.0,66.0,8.0,57.0,7.0,33.0,25.0
Table_0007,80,584,Player0023,49.0,WormsAr,60.0,62.0,46.0,56.0,64.0,52.0,19.0
Table_0008,32,748,Player0023,41.0,SnL,40.0,47.0,43.0,50.0,85.0,34.0,81.0
Table_0008,113,724,Player0023,97.0,Doom2dm,97.0,57.0,56.0,84.0,57.0,50.0,86.0
Table_0008,8,883,Player0023,79.0,TF2,62.0,39.0,66.0,76.0,97.0,50.0,46.0
Table_0008,5,807,Player0023,56.0,WormsAr,52.0,3.0,30.0,98.0,99.0,66.0,5.0
Table_0009,89,957,Player0023,13.0,WormsAr,54.0,38.0,98.0,6.0,59.0,59.0,80.0
Table_0009,17,667,Player0023,42.0,Doom2dm,63.0,70.0,30.0,50.0,94.0,57.0,3.0
Table_0009,175,602,Player0023,41.0,TF2,51.0,9.0,8.0,27.0,26.0,72.0,77.0
Table_0009,17,959,Player0023,77.0,SnL,82.0,99.0,89.0,92.0,94.0,68.0,79.0
