Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,42,893,Player0011,63.0,WormsAr,8.0,63.0,89.0,84.0,82.0,67.0,75.0
Table_0001,31,924,Player0011,79.0,Doom2dm,5.0,25.0,99.0,70.0,88.0,41.0,69.0
Table_0001,109,143,Player0011,84.0,TF2,7.0,99.0,12.0,15.0,49.0,13.0,8.0
Table_0001,2,873,Player0011,96.0,SnL,1.0,45.0,17.0,19.0,100.0,96.0,23.0
Table_0002,101,707,Player0011,85.0,SnL,30.0,97.0,79.0,73.0,65.0,50.0,91.0
Table_0002,13,876,Player0011,30.0,WormsAr,34.0,44.0,6.0,40.0,96.0,82.0,72.0
Table_0003,27,1020,Player0011,69.0,Doom2dm,4.0,1.0,58.0,30.0,92.0,83.0,41.0
Table_0003,93,578,Player0011,65.0,TF2,44.0,51.0,30.0,81.0,61.0,47.0,67.0
Table_0003,73,645,Player0011,88.0,WormsAr,20.0,55.0,63.0,69.0,73.0,60.0,5.0
Table_0004,57,695,Player0011,1.0,SnL,89.0,4.0,24.0,96.0,74.0,47.0,40.0
Table_0004,178,275,Player0011,89.0,Doom2dm,55.0,94.0,77.0,92.0,21.0,38.0,6.0
Table_0004,4,1178,Player0011,95.0,TF2,55.0,1.0,66.0,41.0,98.0,75.0,89.0
Table_0004,112,605,Player0011,44.0,WormsAr,95.0,26.0,86.0,83.0,53.0,18.0,25.0
Table_0005,19,670,Player0011,61.0,SnL,43.0,94.0,27.0,1.0,95.0,20.0,90.0
Table_0005,76,791,Player0011,19.0,Doom2dm,97.0,58.0,31.0,10.0,67.0,87.0,22.0
Table_0005,11,591,Player0011,1.0,TF2,35.0,70.0,43.0,53.0,96.0,34.0,2.0
Table_0005,208,384,Player0011,91.0,WormsAr,63.0,68.0,42.0,54.0,11.0,72.0,21.0
Table_0006,66,579,Player0011,100.0,WormsAr,13.0,33.0,75.0,92.0,73.0,15.0,37.0
Table_0006,5,691,Player0011,32.0,Doom2dm,48.0,72.0,55.0,28.0,98.0,36.0,8.0
Table_0006,24,689,Player0011,68.0,TF2,81.0,84.0,42.0,68.0,92.0,47.0,35.0
Table_0007,83,683,Player0011,57.0,SnL,14.0,40.0,68.0,5.0,72.0,22.0,51.0
Table_0007,180,509,Player0011,22.0,Doom2dm,87.0,5.0,52.0,80.0,18.0,66.0,1.0
Table_0007,71,772,Player0011,46.0,TF2,70.0,22.0,39.0,59.0,74.0,75.0,9.0
Table_0007,30,601,Player0011,10.0,WormsAr,27.0,63.0,8.0,94.0,90.0,76.0,8.0
Table_0008,8,1022,Player0011,72.0,SnL,65.0,91.0,95.0,45.0,97.0,54.0,99.0
Table_0008,116,423,Player0011,69.0,Doom2dm,37.0,96.0,13.0,69.0,56.0,49.0,66.0
Table_0008,56,462,Player0011,68.0,TF2,17.0,96.0,26.0,20.0,79.0,21.0,50.0
Table_0008,111,431,Player0011,4.0,WormsAr,24.0,15.0,20.0,60.0,51.0,37.0,17.0
Table_0009,166,514,Player0011,96.0,WormsAr,5.0,39.0,86.0,60.0,27.0,53.0,21.0
Table_0009,59,655,Player0011,96.0,Doom2dm,51.0,24.0,7.0,65.0,78.0,64.0,25.0
Table_0009,21,814,Player0011,53.0,TF2,20.0,92.0,75.0,73.0,92.0,90.0,3.0
Table_0009,47,640,Player0011,53.0,SnL,46.0,98.0,70.0,21.0,81.0,1.0,96.0
