Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,122,535,Player0005,71.0,WormsAr,7.0,39.0,51.0,91.0,48.0,32.0,88.0
Table_0001,6,721,Player0005,35.0,Doom2dm,35.0,42.0,7.0,30.0,97.0,59.0,29.0
Table_0001,128,631,Player0005,70.0,TF2,62.0,32.0,98.0,57.0,38.0,43.0,17.0
Table_0001,107,469,Player0005,30.0,SnL,5.0,92.0,56.0,35.0,47.0,37.0,66.0
Table_0002,87,926,Player0005,3.0,SnL,90.0,11.0,51.0,5.0,72.0,42.0,91.0
Table_0002,24,841,Player0005,24.0,Doom2dm,87.0,3.0,1.0,7.0,86.0,53.0,61.0
Table_0002,30,801,Player0005,64.0,TF2,62.0,36.0,76.0,71.0,82.0,16.0,90.0
Table_0002,217,241,Player0005,90.0,WormsAr,75.0,98.0,1.0,7.0,8.0,71.0,21.0
Table_0003,56,762,Player0005,96.0,SnL,97.0,39.0,86.0,61.0,76.0,4.0,75.0
Table_0003,3,519,Player0005,49.0,Doom2dm,26.0,98.0,46.0,97.0,100.0,36.0,2.0
Table_0003,18,1058,Player0005,6.0,TF2,93.0,69.0,90.0,31.0,90.0,75.0,57.0
Table_0003,179,277,Player0005,80.0,WormsAr,50.0,48.0,9.0,79.0,21.0,51.0,33.0
Table_0004,28,1044,Player0005,95.0,SnL,93.0,78.0,90.0,13.0,90.0,83.0,34.0
Table_0004,12,1030,Player0005,56.0,Doom2dm,44.0,51.0,56.0,31.0,97.0,74.0,85.0
Table_0004,98,546,Player0005,26.0,TF2,81.0,33.0,64.0,71.0,58.0,5.0,50.0
Table_0004,217,687,Player0005,41.0,WormsAr,44.0,2.0,91.0,1.0,3.0,77.0,26.0
Table_0005,99,560,Player0005,8.0,SnL,90.0,76.0,84.0,26.0,58.0,2.0,49.0
Table_0005,21,900,Player0005,30.0,Doom2dm,4.0,74.0,69.0,32.0,91.0,95.0,17.0
Table_0005,212,376,Player0005,82.0,TF2,82.0,64.0,11.0,98.0,5.0,72.0,87.0
Table_0005,87,962,Player0005,93.0,WormsAr,69.0,2.0,24.0,4.0,67.0,90.0,67.0
Table_0006,13,900,Player0005,52.0,WormsAr,42.0,52.0,82.0,91.0,95.0,36.0,94.0
Table_0006,156,289,Player0005,67.0,Doom2dm,59.0,47.0,48.0,38.0,28.0,8.0,23.0
Table_0006,2,1141,Player0005,64.0,TF2,90.0,30.0,25.0,9.0,99.0,100.0,75.0
Table_0006,45,666,Player0005,77.0,SnL,7.0,53.0,71.0,11.0,81.0,36.0,7.0
Table_0007,103,593,Player0005,17.0,SnL,73.0,58.0,51.0,9.0,62.0,26.0,39.0
Table_0007,95,454,Player0005,3.0,Doom2dm,85.0,35.0,14.0,68.0,59.0,26.0,33.0
Table_0007,87,605,Player0005,23.0,TF2,62.0,77.0,3.0,45.0,65.0,98.0,8.0
Table_0007,86,786,Player0005,28.0,WormsAr,48.0,66.0,5.0,50.0,61.0,100.0,100.0
Table_0008,131,239,Player0005,76.0,SnL,65.0,83.0,4.0,8.0,36.0,22.0,34.0
Table_0008,161,545,Player0005,22.0,Doom2dm,98.0,43.0,23.0,29.0,41.0,44.0,56.0
Table_0008,37,795,Player0005,7.0,TF2,34.0,5.0,32.0,46.0,85.0,39.0,70.0
Table_0008,109,655,Player0005,2.0,WormsAr,19.0,80.0,79.0,91.0,52.0,73.0,49.0
Table_0009,62,976,Player0005,43.0,Doom2dm,76.0,1.0,93.0,10.0,77.0,30.0,64.0
Table_0009,2,947,Player0005,5.0,TF2,25.0,24.0,77.0,45.0,100.0,42.0,58.0
Table_0009,46,596,Player0005,23.0,SnL,24.0,40.0,53.0,60.0,81.0,6.0,62.0
