Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,15,836,Player0056,50.0,Doom2dm,16.0,72.0,51.0,65.0,94.0,66.0,71.0
Table_0002,140,530,Player0056,57.0,SnL,52.0,9.0,78.0,87.0,47.0,27.0,3.0
Table_0002,29,655,Player0056,52.0,Doom2dm,60.0,95.0,45.0,19.0,83.0,15.0,97.0
Table_0002,45,941,Player0056,56.0,TF2,22.0,45.0,45.0,50.0,72.0,100.0,82.0
Table_0003,51,404,Player0056,9.0,SnL,52.0,79.0,44.0,76.0,78.0,7.0,18.0
Table_0003,43,1142,Player0056,87.0,Doom2dm,73.0,21.0,73.0,1.0,87.0,72.0,85.0
Table_0003,90,779,Player0056,33.0,TF2,20.0,18.0,95.0,48.0,62.0,42.0,40.0
Table_0003,90,838,Player0056,56.0,WormsAr,36.0,17.0,38.0,89.0,61.0,86.0,81.0
Table_0004,3,720,Player0056,91.0,SnL,41.0,53.0,35.0,77.0,99.0,34.0,63.0
Table_0004,89,720,Player0056,4.0,TF2,99.0,61.0,26.0,11.0,62.0,42.0,99.0
Table_0004,6,1163,Player0056,49.0,WormsAr,35.0,19.0,86.0,99.0,99.0,91.0,74.0
Table_0005,208,589,Player0056,1.0,SnL,66.0,10.0,17.0,52.0,12.0,89.0,64.0
Table_0005,68,695,Player0056,55.0,Doom2dm,7.0,30.0,79.0,73.0,70.0,23.0,71.0
Table_0005,46,615,Player0056,19.0,TF2,6.0,48.0,64.0,56.0,81.0,2.0,78.0
Table_0005,119,573,Player0056,78.0,WormsAr,3.0,88.0,76.0,81.0,51.0,78.0,16.0
Table_0006,72,770,Player0056,84.0,WormsAr,31.0,17.0,3.0,53.0,71.0,89.0,53.0
Table_0006,70,640,Player0056,96.0,Doom2dm,75.0,70.0,46.0,76.0,67.0,35.0,84.0
Table_0006,101,718,Player0056,81.0,TF2,9.0,85.0,75.0,70.0,56.0,100.0,22.0
Table_0006,102,797,Player0056,26.0,SnL,58.0,98.0,73.0,37.0,61.0,84.0,56.0
Table_0007,3,912,Player0056,84.0,SnL,91.0,98.0,65.0,66.0,98.0,96.0,7.0
Table_0007,32,1021,Player0056,20.0,Doom2dm,22.0,12.0,47.0,65.0,89.0,82.0,87.0
Table_0007,33,967,Player0056,69.0,TF2,95.0,11.0,61.0,51.0,90.0,62.0,32.0
Table_0007,128,525,Player0056,29.0,WormsAr,97.0,87.0,100.0,64.0,44.0,9.0,55.0
Table_0008,119,446,Player0056,98.0,SnL,19.0,35.0,95.0,95.0,43.0,20.0,6.0
Table_0008,12,891,Player0056,86.0,Doom2dm,2.0,57.0,77.0,11.0,95.0,35.0,84.0
Table_0008,18,662,Player0056,28.0,TF2,21.0,24.0,8.0,39.0,94.0,30.0,57.0
Table_0008,29,1049,Player0056,31.0,WormsAr,69.0,72.0,95.0,22.0,87.0,69.0,75.0
Table_0009,97,709,Player0056,65.0,WormsAr,1.0,42.0,89.0,21.0,56.0,31.0,71.0
Table_0009,82,688,Player0056,96.0,Doom2dm,98.0,47.0,39.0,55.0,68.0,24.0,93.0
Table_0009,139,770,Player0056,17.0,TF2,39.0,49.0,60.0,22.0,43.0,77.0,74.0
Table_0009,21,600,Player0056,35.0,SnL,61.0,94.0,77.0,69.0,93.0,13.0,24.0
