Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,16,860,Player003d,93.0,WormsAr,90.0,15.0,97.0,45.0,92.0,9.0,29.0
Table_0001,39,854,Player003d,49.0,Doom2dm,62.0,90.0,56.0,97.0,81.0,93.0,62.0
Table_0001,25,810,Player003d,75.0,TF2,74.0,8.0,91.0,100.0,89.0,27.0,13.0
Table_0001,52,1030,Player003d,4.0,SnL,24.0,41.0,73.0,8.0,75.0,88.0,75.0
Table_0002,175,745,Player003d,98.0,SnL,39.0,16.0,97.0,95.0,30.0,75.0,46.0
Table_0002,34,525,Player003d,74.0,Doom2dm,64.0,13.0,2.0,97.0,82.0,40.0,4.0
Table_0002,16,1219,Player003d,95.0,TF2,97.0,31.0,79.0,37.0,92.0,97.0,68.0
Table_0002,66,554,Player003d,41.0,WormsAr,6.0,22.0,54.0,97.0,71.0,33.0,20.0
Table_0003,31,1048,Player003d,99.0,SnL,66.0,82.0,66.0,10.0,88.0,90.0,79.0
Table_0003,90,652,Player003d,28.0,Doom2dm,42.0,51.0,64.0,36.0,66.0,35.0,43.0
Table_0004,102,379,Player003d,59.0,SnL,98.0,71.0,48.0,82.0,55.0,12.0,19.0
Table_0004,45,813,Player003d,6.0,Doom2dm,52.0,34.0,50.0,95.0,84.0,55.0,67.0
Table_0004,181,588,Player003d,54.0,TF2,100.0,61.0,98.0,9.0,25.0,1.0,98.0
Table_0004,3,1118,Player003d,82.0,WormsAr,49.0,48.0,97.0,70.0,100.0,61.0,100.0
Table_0005,214,715,Player003d,22.0,SnL,28.0,56.0,100.0,35.0,10.0,91.0,60.0
Table_0005,18,1041,Player003d,10.0,Doom2dm,77.0,41.0,71.0,1.0,94.0,55.0,72.0
Table_0005,38,723,Player003d,13.0,TF2,70.0,34.0,75.0,40.0,84.0,3.0,52.0
Table_0005,143,229,Player003d,28.0,WormsAr,4.0,48.0,10.0,7.0,40.0,12.0,25.0
Table_0006,44,882,Player003d,87.0,Doom2dm,89.0,21.0,27.0,33.0,77.0,86.0,29.0
Table_0006,132,396,Player003d,54.0,TF2,57.0,73.0,89.0,95.0,39.0,18.0,23.0
Table_0006,217,476,Player003d,35.0,SnL,57.0,35.0,66.0,74.0,11.0,75.0,5.0
Table_0007,36,634,Player003d,11.0,SnL,99.0,55.0,20.0,95.0,88.0,35.0,50.0
Table_0007,120,644,Player003d,35.0,Doom2dm,97.0,91.0,82.0,16.0,43.0,26.0,90.0
Table_0007,54,958,Player003d,74.0,TF2,47.0,39.0,85.0,52.0,82.0,49.0,90.0
Table_0007,71,481,Player003d,29.0,WormsAr,36.0,52.0,28.0,80.0,69.0,16.0,68.0
Table_0008,9,462,Player003d,24.0,SnL,30.0,69.0,19.0,52.0,97.0,15.0,10.0
Table_0008,38,851,Player003d,74.0,Doom2dm,2.0,14.0,100.0,55.0,86.0,20.0,61.0
Table_0008,61,735,Player003d,54.0,TF2,52.0,23.0,26.0,84.0,77.0,84.0,7.0
Table_0008,20,698,Player003d,89.0,WormsAr,60.0,67.0,69.0,20.0,93.0,17.0,26.0
Table_0009,58,831,Player003d,21.0,WormsAr,38.0,83.0,57.0,16.0,74.0,96.0,25.0
Table_0009,160,556,Player003d,24.0,Doom2dm,29.0,59.0,36.0,23.0,32.0,68.0,64.0
Table_0009,84,899,Player003d,42.0,TF2,46.0,99.0,91.0,12.0,64.0,81.0,73.0
Table_0009,73,719,Player003d,95.0,SnL,28.0,43.0,98.0,66.0,69.0,50.0,2.0
