Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,187,474,Player0002,51.0,WormsAr,63.0,25.0,83.0,24.0,16.0,24.0,30.0
Table_0001,191,76,Player0002,27.0,Doom2dm,16.0,66.0,32.0,63.0,15.0,7.0,28.0
Table_0001,10,535,Player0002,43.0,TF2,19.0,89.0,23.0,61.0,96.0,28.0,47.0
Table_0001,27,632,Player0002,78.0,SnL,33.0,63.0,80.0,58.0,87.0,17.0,20.0
Table_0002,124,773,Player0002,75.0,SnL,70.0,82.0,66.0,23.0,56.0,60.0,86.0
Table_0002,111,573,Player0002,20.0,Doom2dm,56.0,19.0,48.0,88.0,43.0,50.0,42.0
Table_0002,117,859,Player0002,69.0,TF2,39.0,53.0,85.0,56.0,39.0,86.0,94.0
Table_0002,29,822,Player0002,58.0,WormsAr,87.0,73.0,36.0,57.0,90.0,62.0,66.0
Table_0003,119,596,Player0002,16.0,SnL,38.0,58.0,31.0,50.0,43.0,70.0,68.0
Table_0003,192,568,Player0002,8.0,Doom2dm,85.0,26.0,77.0,87.0,17.0,46.0,61.0
Table_0003,59,605,Player0002,44.0,TF2,42.0,84.0,21.0,41.0,77.0,56.0,50.0
Table_0003,82,398,Player0002,75.0,WormsAr,44.0,51.0,14.0,91.0,65.0,42.0,6.0
Table_0004,31,775,Player0002,78.0,SnL,60.0,49.0,79.0,90.0,88.0,56.0,1.0
Table_0004,53,271,Player0002,33.0,Doom2dm,2.0,87.0,2.0,41.0,76.0,24.0,1.0
Table_0004,22,581,Player0002,73.0,TF2,41.0,45.0,25.0,92.0,89.0,42.0,17.0
Table_0004,65,841,Player0002,71.0,WormsAr,88.0,50.0,67.0,98.0,74.0,72.0,46.0
Table_0005,179,486,Player0002,49.0,SnL,22.0,21.0,71.0,40.0,25.0,2.0,100.0
Table_0005,51,642,Player0002,3.0,Doom2dm,100.0,73.0,67.0,8.0,79.0,23.0,4.0
Table_0005,121,459,Player0002,47.0,TF2,11.0,87.0,73.0,94.0,47.0,61.0,9.0
Table_0006,35,655,Player0002,2.0,WormsAr,38.0,79.0,25.0,66.0,88.0,77.0,9.0
Table_0006,12,622,Player0002,75.0,Doom2dm,54.0,75.0,98.0,72.0,92.0,3.0,12.0
Table_0006,21,1081,Player0002,23.0,TF2,79.0,76.0,97.0,6.0,93.0,54.0,94.0
Table_0006,73,379,Player0002,7.0,SnL,53.0,52.0,16.0,16.0,70.0,9.0,6.0
Table_0007,17,685,Player0002,14.0,SnL,36.0,54.0,31.0,84.0,94.0,65.0,9.0
Table_0007,4,779,Player0002,46.0,Doom2dm,63.0,89.0,20.0,97.0,99.0,70.0,78.0
Table_0007,207,386,Player0002,88.0,TF2,73.0,2.0,50.0,72.0,7.0,6.0,90.0
Table_0007,39,576,Player0002,78.0,WormsAr,64.0,44.0,29.0,91.0,86.0,3.0,81.0
Table_0008,4,1066,Player0002,38.0,SnL,50.0,49.0,58.0,65.0,99.0,100.0,55.0
Table_0008,179,734,Player0002,3.0,Doom2dm,44.0,2.0,78.0,62.0,34.0,55.0,66.0
Table_0008,19,761,Player0002,97.0,TF2,54.0,51.0,2.0,38.0,93.0,54.0,80.0
Table_0008,56,776,Player0002,95.0,WormsAr,3.0,89.0,85.0,8.0,74.0,65.0,37.0
Table_0009,11,925,Player0002,4.0,WormsAr,32.0,25.0,24.0,35.0,96.0,80.0,53.0
Table_0009,52,891,Player0002,29.0,Doom2dm,69.0,57.0,81.0,72.0,79.0,84.0,17.0
Table_0009,56,506,Player0002,11.0,TF2,86.0,66.0,9.0,80.0,77.0,14.0,82.0
Table_0009,89,244,Player0002,17.0,SnL,18.0,86.0,15.0,79.0,62.0,17.0,27.0
