Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,170,522,Player0031,70.0,Doom2dm,45.0,40.0,31.0,76.0,26.0,95.0,15.0
Table_0001,39,921,Player0031,18.0,TF2,2.0,4.0,85.0,41.0,81.0,59.0,36.0
Table_0001,138,285,Player0031,40.0,SnL,11.0,31.0,28.0,74.0,36.0,22.0,29.0
Table_0002,17,698,Player0031,5.0,SnL,1.0,88.0,77.0,92.0,94.0,51.0,30.0
Table_0002,17,891,Player0031,83.0,Doom2dm,67.0,46.0,69.0,92.0,87.0,79.0,25.0
Table_0002,44,720,Player0031,70.0,TF2,57.0,4.0,12.0,37.0,72.0,50.0,56.0
Table_0002,12,608,Player0031,80.0,WormsAr,15.0,61.0,28.0,84.0,97.0,14.0,87.0
Table_0003,122,549,Player0031,12.0,SnL,77.0,30.0,69.0,19.0,42.0,4.0,59.0
Table_0003,32,806,Player0031,89.0,Doom2dm,2.0,42.0,17.0,93.0,90.0,87.0,66.0
Table_0003,87,705,Player0031,22.0,TF2,58.0,23.0,5.0,80.0,62.0,80.0,64.0
Table_0003,20,942,Player0031,28.0,WormsAr,14.0,49.0,49.0,31.0,90.0,85.0,60.0
Table_0004,161,385,Player0031,100.0,Doom2dm,23.0,88.0,16.0,24.0,28.0,66.0,55.0
Table_0004,194,335,Player0031,65.0,TF2,19.0,25.0,41.0,5.0,20.0,35.0,4.0
Table_0004,79,770,Player0031,4.0,WormsAr,70.0,73.0,89.0,10.0,65.0,31.0,70.0
Table_0005,65,753,Player0031,59.0,SnL,80.0,99.0,88.0,91.0,72.0,42.0,85.0
Table_0005,9,646,Player0031,36.0,Doom2dm,29.0,91.0,11.0,98.0,98.0,77.0,33.0
Table_0005,124,639,Player0031,46.0,WormsAr,75.0,14.0,43.0,97.0,48.0,43.0,74.0
Table_0006,127,514,Player0031,94.0,Doom2dm,30.0,99.0,97.0,71.0,40.0,28.0,75.0
Table_0006,10,1223,Player0031,56.0,TF2,75.0,45.0,93.0,34.0,95.0,89.0,81.0
Table_0006,34,948,Player0031,78.0,SnL,91.0,75.0,81.0,22.0,86.0,71.0,36.0
Table_0007,95,889,Player0031,60.0,SnL,66.0,4.0,91.0,79.0,67.0,75.0,1.0
Table_0007,9,839,Player0031,97.0,Doom2dm,18.0,38.0,45.0,62.0,98.0,50.0,67.0
Table_0007,204,477,Player0031,24.0,TF2,48.0,49.0,28.0,21.0,8.0,93.0,26.0
Table_0007,174,493,Player0031,59.0,WormsAr,77.0,80.0,84.0,48.0,26.0,43.0,35.0
Table_0008,6,717,Player0031,74.0,SnL,46.0,36.0,55.0,47.0,99.0,9.0,47.0
Table_0008,94,494,Player0031,97.0,Doom2dm,14.0,80.0,39.0,56.0,67.0,12.0,98.0
Table_0008,82,815,Player0031,61.0,TF2,72.0,87.0,31.0,27.0,69.0,92.0,69.0
Table_0008,15,1138,Player0031,50.0,WormsAr,61.0,84.0,97.0,1.0,95.0,95.0,50.0
Table_0009,7,1165,Player0031,7.0,WormsAr,76.0,84.0,91.0,9.0,97.0,81.0,92.0
Table_0009,1,849,Player0031,61.0,Doom2dm,49.0,48.0,94.0,62.0,100.0,13.0,62.0
Table_0009,69,980,Player0031,52.0,TF2,83.0,80.0,77.0,40.0,72.0,88.0,77.0
Table_0009,100,683,Player0031,96.0,SnL,59.0,19.0,38.0,37.0,57.0,70.0,10.0
