Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0033,1,SnL,100,64,72,37,82,58,63
Player0027,2,WormsAr,6,91,38,86,75,31,33
Player0018,3,TF2,67,64,99,79,24,76,38
Player002f,4,TF2,26,26,42,16,68,81,78
Player002c,5,WormsAr,50,76,10,11,97,71,27
Player0046,6,TF2,16,85,67,3,89,88,85
Player0009,7,SnL,2,4,90,91,100,77,97
Player0010,8,Doom2dm,85,69,58,16,79,98,86
Player0030,9,Doom2dm,86,73,31,100,25,35,63
Player0062,10,Doom2dm,5,46,35,28,72,60,88
Player0015,11,WormsAr,96,52,48,59,44,63,96
Player0007,12,SnL,44,60,41,32,37,96,85
Player003b,13,WormsAr,52,57,58,99,83,89,61
Player0008,14,WormsAr,41,99,67,40,20,100,81
Player0001,15,TF2,83,97,10,99,61,20,53
Player0024,16,TF2,25,54,80,15,38,82,49
Player0020,17,Doom2dm,51,66,52,50,90,22,45
Player0050,18,SnL,34,81,32,89,45,47,85
Player0002,19,TF2,29,27,4,60,62,50,15
Player0050,20,TF2,1,21,73,20,40,75,46
Player0020,21,SnL,26,21,72,61,95,18,100
Player001b,22,SnL,97,54,32,51,18,79,30
Player000c,23,Doom2dm,13,51,18,96,57,18,43
Player0027,24,WormsAr,95,70,21,69,63,49,45
Player001e,25,WormsAr,54,6,74,87,48,29,76
Player004e,26,Doom2dm,23,98,53,61,64,24,31
Player000c,27,WormsAr,81,26,60,17,50,76,56
Player004c,28,WormsAr,82,82,29,52,24,75,30
Player0043,29,WormsAr,61,93,83,46,30,32,99
Player001d,30,Doom2dm,97,69,9,76,56,40,95
Player0008,31,SnL,21,98,31,58,24,2,49
Player0037,32,Doom2dm,96,23,71,90,26,37,2
Player000d,33,WormsAr,89,54,21,38,53,58,90
Player0010,34,TF2,20,31,88,30,4,34,41
Player0007,35,SnL,37,2,68,33,59,48,21
Player001e,36,SnL,71,44,66,78,75,28,69
Player0004,37,SnL,34,52,73,37,85,64,3
Player001d,38,WormsAr,93,13,61,77,3,56,64
Player000c,39,Doom2dm,13,94,3,86,62,66,74
Player001a,40,WormsAr,77,98,41,75,19,14,84
Player005b,41,TF2,28,18,59,69,2,43,38
Player0022,42,TF2,63,98,9,90,100,17,25
Player0043,43,WormsAr,94,88,33,40,99,88,91
Player0014,44,WormsAr,1,66,41,72,45,33,52
Player0061,45,TF2,94,86,61,47,20,11,44
Player0061,46,Doom2dm,79,20,10,38,21,60,61
Player0027,47,SnL,89,88,55,28,24,34,80
Player005f,48,SnL,56,2,94,45,32,23,32
Player000c,49,TF2,66,13,12,48,97,54,65
Player004e,50,Doom2dm,89,17,25,37,91,12,8
Player004f,51,Doom2dm,21,22,6,66,18,7,100
Player001e,52,Doom2dm,62,21,67,61,47,24,86
Player002c,53,Doom2dm,31,82,9,55,56,68,58
Player003e,54,TF2,50,8,29,3,92,56,38
Player000b,55,WormsAr,66,4,79,70,22,69,10
Player003c,56,TF2,14,32,20,8,76,11,46
Player001c,57,Doom2dm,100,7,11,99,53,78,55
Player0003,58,SnL,42,12,32,35,25,94,17
Player001e,59,SnL,2,7,14,39,92,30,18
Player005d,60,Doom2dm,47,61,79,63,55,18,44
Player002a,61,TF2,58,3,80,96,39,81,10
Player000e,62,WormsAr,39,39,1,52,33,63,4
Player0022,63,Doom2dm,8,65,71,77,43,86,88
Player0047,64,SnL,34,55,74,18,33,20,67
Player0018,65,Doom2dm,44,95,75,18,22,2,18
Player0063,66,WormsAr,61,17,72,56,90,30,31
Player003c,67,TF2,100,51,44,19,70,12,2
Player0051,68,SnL,8,44,76,57,41,74,5
Player0019,69,SnL,71,92,72,18,71,93,71
Player002e,70,TF2,6,27,48,41,24,74,40
Player0010,71,SnL,77,24,92,50,44,18,26
Player0052,72,WormsAr,4,45,89,1,91,62,36
Player0049,73,WormsAr,49,35,60,11,96,38,60
Player0035,74,TF2,58,96,98,53,93,93,57
Player004d,75,SnL,4,19,61,41,19,13,57
Player004c,76,Doom2dm,26,98,20,11,1,63,4
Player0045,77,TF2,57,7,98,34,57,17,8
Player0022,78,Doom2dm,7,6,34,56,68,64,24
Player003c,79,WormsAr,89,43,53,85,28,97,79
Player005c,80,Doom2dm,76,35,97,66,62,41,91
Player0014,81,SnL,94,37,43,41,61,90,14
Player005a,82,SnL,46,93,61,76,80,80,30
Player0014,83,TF2,62,55,81,2,27,83,40
Player0054,84,WormsAr,88,39,59,49,53,15,57
Player001e,85,TF2,76,99,86,31,53,88,43
Player0057,86,WormsAr,27,45,75,5,70,71,46
Player0063,87,SnL,71,66,85,58,37,80,38
Player0026,88,SnL,91,73,7,9,44,19,21
Player0026,89,WormsAr,45,79,3,90,11,36,7
Player0038,90,SnL,92,81,96,61,51,70,14
Player0035,91,WormsAr,47,33,92,22,33,96,19
Player0047,92,Doom2dm,85,90,45,97,57,96,72
Player0011,93,WormsAr,13,49,65,32,9,21,100
Player0010,94,WormsAr,43,30,79,82,40,21,80
Player005f,95,WormsAr,10,88,96,77,41,99,38
Player0060,96,WormsAr,21,66,55,95,29,34,14
Player0003,97,Doom2dm,80,65,5,40,23,6,93
Player0045,98,TF2,16,59,3,99,37,62,22
Player0042,99,Doom2dm,17,19,61,17,94,29,24
Player0042,100,WormsAr,55,73,74,9,19,28,98
