Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,55,532,Player0064,98.0,WormsAr,96.0,64.0,36.0,26.0,78.0,20.0,6.0
Table_0001,14,695,Player0064,91.0,TF2,38.0,83.0,18.0,39.0,94.0,61.0,47.0
Table_0001,16,727,Player0064,21.0,SnL,23.0,39.0,11.0,76.0,95.0,47.0,81.0
Table_0002,189,527,Player0064,34.0,SnL,92.0,83.0,77.0,33.0,25.0,20.0,99.0
Table_0002,54,687,Player0064,76.0,Doom2dm,22.0,35.0,11.0,1.0,71.0,82.0,10.0
Table_0002,33,847,Player0064,34.0,TF2,43.0,41.0,68.0,55.0,79.0,41.0,89.0
Table_0002,23,783,Player0064,60.0,WormsAr,57.0,47.0,93.0,78.0,93.0,5.0,67.0
Table_0003,110,221,Player0064,42.0,SnL,13.0,97.0,21.0,78.0,47.0,19.0,53.0
Table_0003,212,528,Player0064,68.0,Doom2dm,84.0,53.0,32.0,29.0,11.0,60.0,94.0
Table_0003,112,928,Player0064,20.0,TF2,36.0,9.0,99.0,2.0,53.0,53.0,69.0
Table_0003,149,527,Player0064,86.0,WormsAr,40.0,44.0,50.0,53.0,34.0,67.0,20.0
Table_0004,189,298,Player0064,41.0,SnL,44.0,56.0,35.0,13.0,10.0,21.0,70.0
Table_0004,123,812,Player0064,95.0,Doom2dm,99.0,19.0,39.0,99.0,47.0,89.0,71.0
Table_0004,160,-2,Player0064,82.0,TF2,18.0,97.0,13.0,74.0,31.0,2.0,23.0
Table_0004,207,335,Player0064,78.0,WormsAr,75.0,19.0,64.0,13.0,9.0,13.0,11.0
Table_0005,45,616,Player0064,1.0,SnL,4.0,44.0,54.0,79.0,83.0,17.0,67.0
Table_0005,72,887,Player0064,44.0,Doom2dm,29.0,9.0,41.0,61.0,70.0,82.0,68.0
Table_0005,33,548,Player0064,19.0,TF2,98.0,90.0,25.0,98.0,87.0,13.0,83.0
Table_0005,8,552,Player0064,78.0,WormsAr,29.0,40.0,52.0,61.0,98.0,1.0,7.0
Table_0006,68,558,Player0064,57.0,WormsAr,65.0,23.0,5.0,23.0,73.0,37.0,17.0
Table_0006,158,586,Player0064,15.0,Doom2dm,98.0,75.0,97.0,12.0,27.0,10.0,92.0
Table_0006,40,977,Player0064,37.0,TF2,20.0,84.0,66.0,27.0,84.0,93.0,81.0
Table_0006,71,620,Player0064,8.0,SnL,14.0,15.0,4.0,80.0,70.0,61.0,55.0
Table_0007,142,675,Player0064,81.0,SnL,37.0,77.0,15.0,10.0,41.0,95.0,86.0
Table_0007,43,994,Player0064,19.0,TF2,24.0,76.0,100.0,56.0,86.0,63.0,98.0
Table_0007,42,497,Player0064,90.0,WormsAr,83.0,60.0,3.0,40.0,83.0,19.0,37.0
Table_0008,35,1029,Player0064,31.0,SnL,67.0,17.0,76.0,62.0,84.0,83.0,39.0
Table_0008,65,738,Player0064,35.0,Doom2dm,79.0,24.0,48.0,39.0,74.0,26.0,64.0
Table_0008,6,757,Player0064,33.0,TF2,40.0,87.0,89.0,40.0,98.0,35.0,17.0
Table_0008,9,926,Player0064,99.0,WormsAr,48.0,73.0,31.0,77.0,98.0,93.0,73.0
Table_0009,3,676,Player0064,11.0,WormsAr,29.0,73.0,67.0,98.0,100.0,31.0,33.0
Table_0009,32,445,Player0064,42.0,Doom2dm,18.0,62.0,52.0,84.0,89.0,4.0,9.0
Table_0009,142,471,Player0064,2.0,TF2,80.0,3.0,25.0,39.0,43.0,7.0,59.0
