Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,25,998,Player0004,1.0,WormsAr,49.0,1.0,45.0,64.0,88.0,76.0,68.0
Table_0001,24,937,Player0004,42.0,Doom2dm,10.0,51.0,65.0,47.0,91.0,59.0,95.0
Table_0001,74,496,Player0004,7.0,TF2,46.0,60.0,48.0,2.0,64.0,21.0,12.0
Table_0001,142,124,Player0004,23.0,SnL,71.0,69.0,5.0,28.0,34.0,2.0,13.0
Table_0002,71,669,Player0004,63.0,SnL,42.0,65.0,47.0,77.0,77.0,60.0,34.0
Table_0002,16,710,Player0004,13.0,Doom2dm,51.0,45.0,51.0,79.0,89.0,36.0,43.0
Table_0002,55,453,Player0004,69.0,TF2,82.0,83.0,14.0,78.0,67.0,43.0,33.0
Table_0002,18,657,Player0004,34.0,WormsAr,45.0,13.0,13.0,24.0,95.0,31.0,12.0
Table_0003,22,737,Player0004,2.0,SnL,35.0,46.0,30.0,42.0,92.0,28.0,87.0
Table_0003,168,622,Player0004,94.0,Doom2dm,61.0,96.0,82.0,14.0,25.0,50.0,98.0
Table_0003,22,770,Player0004,61.0,TF2,19.0,99.0,2.0,24.0,89.0,100.0,61.0
Table_0003,67,664,Player0004,35.0,WormsAr,98.0,68.0,10.0,68.0,74.0,89.0,7.0
Table_0004,1,1142,Player0004,1.0,SnL,84.0,42.0,87.0,11.0,100.0,52.0,92.0
Table_0004,47,745,Player0004,95.0,Doom2dm,90.0,68.0,59.0,59.0,81.0,56.0,22.0
Table_0004,102,685,Player0004,99.0,TF2,99.0,90.0,59.0,82.0,57.0,85.0,23.0
Table_0004,9,891,Player0004,62.0,WormsAr,63.0,83.0,29.0,6.0,99.0,74.0,61.0
Table_0005,11,802,Player0004,72.0,SnL,4.0,5.0,43.0,72.0,97.0,44.0,45.0
Table_0005,11,748,Player0004,97.0,Doom2dm,41.0,70.0,47.0,19.0,97.0,21.0,78.0
Table_0005,99,546,Player0004,28.0,TF2,60.0,46.0,24.0,99.0,55.0,75.0,15.0
Table_0005,26,649,Player0004,26.0,WormsAr,30.0,64.0,26.0,38.0,93.0,55.0,11.0
Table_0006,87,550,Player0004,22.0,WormsAr,61.0,84.0,3.0,83.0,65.0,99.0,5.0
Table_0006,172,491,Player0004,95.0,TF2,52.0,95.0,84.0,75.0,18.0,56.0,69.0
Table_0006,115,340,Player0004,29.0,SnL,10.0,47.0,6.0,90.0,56.0,32.0,44.0
Table_0007,37,788,Player0004,35.0,SnL,88.0,54.0,47.0,45.0,88.0,66.0,4.0
Table_0007,45,979,Player0004,24.0,Doom2dm,75.0,12.0,54.0,63.0,85.0,66.0,70.0
Table_0007,118,515,Player0004,67.0,TF2,83.0,9.0,24.0,8.0,50.0,9.0,50.0
Table_0007,102,580,Player0004,72.0,WormsAr,95.0,3.0,18.0,12.0,55.0,11.0,65.0
Table_0008,19,896,Player0004,18.0,SnL,53.0,33.0,59.0,24.0,92.0,66.0,16.0
Table_0008,240,291,Player0004,92.0,Doom2dm,51.0,5.0,19.0,43.0,6.0,12.0,79.0
Table_0008,5,852,Player0004,77.0,TF2,42.0,13.0,21.0,27.0,98.0,35.0,85.0
Table_0008,40,971,Player0004,11.0,WormsAr,90.0,40.0,76.0,89.0,82.0,56.0,94.0
Table_0009,151,527,Player0004,95.0,Doom2dm,48.0,100.0,23.0,22.0,38.0,83.0,55.0
Table_0009,92,1120,Player0004,92.0,TF2,54.0,20.0,92.0,34.0,60.0,93.0,96.0
Table_0009,29,1010,Player0004,69.0,SnL,67.0,66.0,91.0,24.0,88.0,66.0,61.0
