Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,8,939,Player0057,59.0,WormsAr,32.0,3.0,58.0,18.0,97.0,54.0,28.0
Table_0001,141,564,Player0057,93.0,Doom2dm,69.0,7.0,23.0,1.0,39.0,60.0,3.0
Table_0001,147,495,Player0057,38.0,TF2,82.0,45.0,71.0,2.0,32.0,22.0,22.0
Table_0001,65,811,Player0057,93.0,SnL,80.0,71.0,55.0,76.0,68.0,81.0,60.0
Table_0002,45,755,Player0057,26.0,SnL,58.0,68.0,92.0,96.0,87.0,53.0,3.0
Table_0002,140,418,Player0057,92.0,Doom2dm,28.0,35.0,16.0,88.0,28.0,49.0,82.0
Table_0002,6,926,Player0057,21.0,TF2,1.0,15.0,44.0,92.0,97.0,78.0,59.0
Table_0002,112,727,Player0057,22.0,WormsAr,66.0,3.0,86.0,94.0,47.0,66.0,2.0
Table_0003,137,736,Player0057,12.0,Doom2dm,48.0,29.0,73.0,46.0,41.0,51.0,82.0
Table_0003,127,545,Player0057,60.0,TF2,40.0,23.0,5.0,51.0,47.0,70.0,36.0
Table_0003,60,876,Player0057,99.0,WormsAr,61.0,6.0,8.0,23.0,76.0,65.0,93.0
Table_0004,5,840,Player0057,28.0,Doom2dm,93.0,68.0,68.0,12.0,99.0,31.0,36.0
Table_0004,56,1030,Player0057,74.0,TF2,1.0,14.0,76.0,28.0,77.0,71.0,94.0
Table_0004,111,347,Player0057,60.0,WormsAr,52.0,49.0,2.0,78.0,53.0,18.0,64.0
Table_0005,15,975,Player0057,100.0,SnL,31.0,26.0,35.0,1.0,96.0,100.0,6.0
Table_0005,121,462,Player0057,7.0,Doom2dm,13.0,1.0,44.0,76.0,49.0,1.0,73.0
Table_0005,107,362,Player0057,56.0,TF2,88.0,28.0,36.0,89.0,53.0,10.0,3.0
Table_0005,49,606,Player0057,89.0,WormsAr,23.0,18.0,71.0,87.0,83.0,13.0,13.0
Table_0006,207,74,Player0057,37.0,Doom2dm,7.0,60.0,29.0,63.0,7.0,31.0,2.0
Table_0006,12,1194,Player0057,48.0,TF2,57.0,30.0,95.0,3.0,95.0,97.0,26.0
Table_0006,44,879,Player0057,45.0,SnL,98.0,73.0,59.0,40.0,82.0,77.0,36.0
Table_0007,206,382,Player0057,39.0,SnL,54.0,93.0,35.0,55.0,16.0,84.0,24.0
Table_0007,15,904,Player0057,57.0,Doom2dm,34.0,14.0,67.0,2.0,95.0,18.0,76.0
Table_0007,101,746,Player0057,35.0,TF2,70.0,39.0,49.0,60.0,59.0,91.0,4.0
Table_0008,142,281,Player0057,47.0,SnL,14.0,80.0,49.0,98.0,32.0,25.0,59.0
Table_0008,31,885,Player0057,13.0,Doom2dm,60.0,80.0,100.0,87.0,88.0,39.0,88.0
Table_0008,190,464,Player0057,9.0,TF2,50.0,65.0,30.0,26.0,18.0,78.0,39.0
Table_0008,72,883,Player0057,86.0,WormsAr,27.0,45.0,75.0,5.0,70.0,71.0,46.0
Table_0009,138,370,Player0057,37.0,WormsAr,4.0,62.0,41.0,67.0,38.0,58.0,6.0
Table_0009,11,775,Player0057,22.0,Doom2dm,66.0,7.0,10.0,53.0,96.0,40.0,53.0
Table_0009,49,600,Player0057,94.0,TF2,70.0,73.0,57.0,86.0,79.0,29.0,40.0
Table_0009,202,231,Player0057,98.0,SnL,31.0,75.0,2.0,46.0,4.0,86.0,13.0
