Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,130,510,Player0046,31.0,WormsAr,15.0,49.0,78.0,58.0,43.0,42.0,17.0
Table_0001,64,818,Player0046,67.0,Doom2dm,67.0,59.0,56.0,82.0,69.0,70.0,79.0
Table_0001,78,806,Player0046,98.0,TF2,60.0,49.0,81.0,92.0,63.0,73.0,43.0
Table_0001,121,833,Player0046,88.0,SnL,50.0,81.0,64.0,39.0,44.0,100.0,86.0
Table_0002,240,336,Player0046,55.0,SnL,41.0,62.0,5.0,28.0,8.0,69.0,58.0
Table_0002,8,1197,Player0046,85.0,Doom2dm,28.0,2.0,78.0,12.0,97.0,89.0,55.0
Table_0002,41,749,Player0046,63.0,TF2,84.0,94.0,64.0,60.0,73.0,65.0,48.0
Table_0003,151,616,Player0046,39.0,SnL,34.0,22.0,55.0,89.0,30.0,62.0,76.0
Table_0003,9,833,Player0046,87.0,Doom2dm,13.0,43.0,47.0,67.0,98.0,45.0,81.0
Table_0003,74,502,Player0046,84.0,TF2,66.0,10.0,3.0,89.0,70.0,7.0,79.0
Table_0003,52,911,Player0046,93.0,WormsAr,72.0,3.0,58.0,70.0,79.0,84.0,5.0
Table_0004,41,633,Player0046,83.0,SnL,100.0,88.0,53.0,92.0,82.0,22.0,72.0
Table_0004,9,771,Player0046,33.0,TF2,28.0,36.0,37.0,38.0,94.0,47.0,42.0
Table_0004,26,686,Player0046,41.0,WormsAr,84.0,57.0,19.0,34.0,91.0,14.0,91.0
Table_0005,52,689,Player0046,7.0,SnL,7.0,27.0,6.0,62.0,80.0,52.0,86.0
Table_0005,60,574,Player0046,25.0,Doom2dm,90.0,5.0,22.0,30.0,76.0,2.0,35.0
Table_0005,32,808,Player0046,72.0,TF2,18.0,72.0,46.0,96.0,88.0,67.0,92.0
Table_0005,18,1128,Player0046,33.0,WormsAr,30.0,39.0,91.0,2.0,95.0,87.0,41.0
Table_0006,9,634,Player0046,23.0,WormsAr,78.0,93.0,4.0,70.0,96.0,40.0,80.0
Table_0006,11,954,Player0046,78.0,Doom2dm,32.0,95.0,83.0,31.0,94.0,97.0,18.0
Table_0006,154,454,Player0046,6.0,TF2,18.0,32.0,84.0,74.0,26.0,41.0,14.0
Table_0006,2,961,Player0046,40.0,SnL,99.0,18.0,44.0,40.0,98.0,58.0,42.0
Table_0007,35,749,Player0046,70.0,SnL,31.0,37.0,10.0,74.0,88.0,90.0,18.0
Table_0007,86,673,Player0046,79.0,Doom2dm,37.0,11.0,43.0,20.0,63.0,48.0,21.0
Table_0007,115,930,Player0046,52.0,TF2,88.0,28.0,93.0,1.0,52.0,41.0,98.0
Table_0008,61,767,Player0046,50.0,SnL,31.0,45.0,76.0,99.0,71.0,68.0,35.0
Table_0008,170,610,Player0046,91.0,Doom2dm,42.0,87.0,33.0,29.0,38.0,97.0,47.0
Table_0008,29,1011,Player0046,6.0,TF2,16.0,85.0,67.0,3.0,89.0,88.0,85.0
Table_0008,220,366,Player0046,35.0,WormsAr,20.0,63.0,23.0,83.0,6.0,85.0,58.0
Table_0009,115,622,Player0046,57.0,WormsAr,42.0,66.0,97.0,39.0,50.0,26.0,53.0
Table_0009,102,1083,Player0046,88.0,Doom2dm,37.0,4.0,77.0,12.0,59.0,94.0,82.0
Table_0009,23,944,Player0046,92.0,SnL,84.0,45.0,64.0,73.0,91.0,56.0,76.0
