Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player005f,1,WormsAr,75,59,24,12,90,24,9
Player0014,2,TF2,97,82,4,72,88,90,72
Player0061,3,Doom2dm,46,88,55,63,91,65,52
Player005a,4,SnL,40,37,15,6,51,10,38
Player000d,5,TF2,23,75,97,50,64,2,57
Player000e,6,WormsAr,31,71,11,74,76,7,22
Player001c,7,SnL,45,70,88,92,22,97,68
Player0016,8,WormsAr,2,70,54,52,71,59,45
Player0036,9,SnL,27,58,21,40,80,21,79
Player0040,10,WormsAr,44,4,80,39,20,80,15
Player001f,11,Doom2dm,35,97,70,68,9,96,40
Player0023,12,WormsAr,11,23,22,55,85,65,66
Player003e,13,WormsAr,19,46,4,53,2,69,16
Player0035,14,TF2,55,62,10,25,33,30,93
Player0025,15,WormsAr,38,24,88,41,8,84,43
Player003a,16,WormsAr,13,15,25,54,13,61,15
Player0043,17,Doom2dm,4,71,12,62,4,15,22
Player0061,18,WormsAr,61,4,83,39,68,42,50
Player001d,19,SnL,42,90,28,10,65,37,52
Player001d,20,Doom2dm,59,48,65,19,50,64,38
Player002a,21,TF2,36,47,76,81,94,39,28
Player0039,22,Doom2dm,72,49,80,99,58,9,54
Player000e,23,WormsAr,9,36,2,53,4,55,72
Player002c,24,WormsAr,50,35,15,95,88,79,83
Player003e,25,Doom2dm,27,86,93,55,35,34,9
Player0027,26,SnL,4,37,46,31,46,38,65
Player004e,27,TF2,55,33,71,3,87,56,77
Player0062,28,Doom2dm,58,69,51,14,98,50,13
Player0063,29,SnL,99,100,63,59,92,86,38
Player003e,30,SnL,60,52,70,100,37,75,37
Player000c,31,WormsAr,71,27,50,80,65,76,36
Player0026,32,Doom2dm,8,9,18,52,63,51,66
Player001f,33,TF2,34,74,36,94,24,38,3
Player005a,34,Doom2dm,4,46,82,72,36,78,58
Player001f,35,TF2,16,36,84,5,12,21,37
Player0027,36,Doom2dm,14,30,99,67,95,20,28
Player0057,37,Doom2dm,7,60,29,63,7,31,2
Player0043,38,TF2,100,3,74,22,77,59,3
Player0031,39,SnL,71,8,47,76,45,89,60
Player0046,40,SnL,99,18,44,40,98,58,42
Player0064,41,SnL,40,64,56,17,10,1,95
Player002a,42,WormsAr,5,15,82,27,10,21,58
Player0036,43,WormsAr,66,84,8,48,58,82,4
Player0014,44,SnL,91,78,53,48,81,74,88
Player0012,45,Doom2dm,41,37,37,90,91,96,13
Player005e,46,Doom2dm,3,40,60,63,46,4,69
Player0042,47,WormsAr,87,31,91,9,40,28,92
Player0047,48,TF2,81,90,20,41,32,28,30
Player0026,49,TF2,43,99,36,98,86,62,48
Player001a,50,TF2,73,73,94,60,85,44,82
Player0010,51,WormsAr,26,13,45,45,43,59,16
Player0005,52,WormsAr,42,52,82,91,95,36,94
Player002a,53,SnL,68,79,64,28,16,93,26
Player003d,54,TF2,57,73,89,95,39,18,23
Player001f,55,WormsAr,17,73,12,99,95,25,59
Player0011,56,WormsAr,31,5,75,29,45,83,16
Player0013,57,Doom2dm,64,36,23,5,72,26,79
Player0042,58,SnL,42,20,16,17,50,23,54
Player002f,59,WormsAr,10,75,98,59,26,22,77
Player0046,60,TF2,87,43,85,13,9,61,100
Player0048,61,SnL,73,53,27,95,29,79,2
Player000d,62,SnL,7,48,73,9,95,48,45
Player0042,63,Doom2dm,5,77,13,52,58,52,82
Player0042,64,WormsAr,67,61,10,4,99,11,84
Player0039,65,TF2,76,71,12,43,78,40,69
Player0037,66,TF2,56,68,65,5,47,44,6
Player0054,67,WormsAr,68,29,17,52,14,65,16
Player0011,68,TF2,81,84,42,68,92,47,35
Player001a,69,Doom2dm,3,32,12,47,60,67,60
Player0012,70,WormsAr,86,75,26,31,9,57,74
Player0053,71,Doom2dm,15,28,59,83,59,88,55
Player003f,72,TF2,29,88,17,72,73,98,64
Player0051,73,WormsAr,85,5,62,14,46,37,97
Player0005,74,TF2,25,87,9,70,76,92,41
Player0015,75,WormsAr,51,60,50,16,51,15,90
Player0046,76,WormsAr,27,61,83,18,56,20,8
Player0005,77,SnL,7,53,71,11,81,36,7
Player0006,78,SnL,50,40,54,16,45,92,68
Player0064,79,SnL,96,96,19,52,28,79,53
Player0042,80,SnL,46,91,99,81,89,30,38
Player003e,81,Doom2dm,63,56,27,39,16,99,30
Player0046,82,Doom2dm,46,21,6,12,69,90,38
Player002a,83,WormsAr,8,94,83,78,97,49,2
Player0049,84,TF2,49,46,95,17,23,6,1
Player0031,85,Doom2dm,83,47,54,35,30,64,16
Player0033,86,TF2,57,61,86,5,77,85,59
Player0052,87,Doom2dm,71,6,31,44,83,90,9
Player0033,88,SnL,4,75,19,23,30,32,81
Player003e,89,WormsAr,12,93,71,31,79,55,89
Player0027,90,WormsAr,91,10,47,36,82,40,48
Player0001,91,Doom2dm,98,27,38,52,1,25,1
Player0026,92,Doom2dm,100,45,80,76,5,87,44
Player0052,93,WormsAr,79,10,89,5,70,73,9
Player004a,94,SnL,85,37,53,39,46,81,12
Player0034,95,WormsAr,62,39,59,62,76,62,30
Player002c,96,SnL,49,49,98,47,55,2,18
Player0017,97,Doom2dm,43,52,26,54,49,26,50
Player0019,98,TF2,80,55,21,90,52,17,84
Player0020,99,Doom2dm,45,30,66,99,90,91,67
Player0002,100,SnL,91,53,49,30,33,92,89
