Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0011,1,SnL,89,4,24,96,74,47,40
Player0040,2,TF2,95,36,49,52,54,45,79
Player0054,3,WormsAr,24,43,52,29,22,69,35
Player0010,4,SnL,24,43,11,52,91,29,1
Player0017,5,SnL,94,81,51,50,66,52,29
Player0030,6,WormsAr,87,52,35,99,33,5,85
Player0020,7,SnL,53,24,57,90,15,49,28
Player0054,8,TF2,90,67,27,33,91,55,75
Player0014,9,SnL,93,5,7,90,80,59,53
Player0062,10,WormsAr,28,27,81,69,58,39,47
Player0029,11,TF2,82,29,71,94,94,76,42
Player002e,12,WormsAr,12,65,36,10,84,26,44
Player0033,13,SnL,46,10,85,88,78,59,89
Player0060,14,WormsAr,43,29,21,7,95,82,81
Player0035,15,Doom2dm,36,3,80,54,15,29,46
Player004e,16,SnL,58,75,44,87,73,12,11
Player000d,17,SnL,74,99,60,42,53,40,80
Player0009,18,Doom2dm,71,65,71,55,69,4,25
Player004a,19,SnL,11,80,39,37,15,94,89
Player003b,20,TF2,39,48,20,19,71,81,95
Player005e,21,WormsAr,39,39,79,38,60,11,30
Player0019,22,WormsAr,34,54,74,52,95,55,57
Player0042,23,TF2,29,24,6,1,47,11,69
Player0028,24,WormsAr,71,34,2,85,68,17,15
Player0011,25,TF2,100,27,66,13,20,62,82
Player0050,26,Doom2dm,48,31,84,91,53,62,91
Player0019,27,Doom2dm,73,35,92,40,50,49,52
Player002f,28,SnL,8,41,64,87,83,3,84
Player000b,29,TF2,45,77,92,34,82,57,95
Player0001,30,Doom2dm,39,5,24,31,1,78,15
Player001c,31,TF2,92,23,85,56,92,5,87
Player004d,32,SnL,69,53,85,72,42,34,90
Player002a,33,SnL,54,92,4,26,16,3,36
Player004d,34,WormsAr,87,93,31,48,77,10,98
Player005f,35,SnL,66,44,82,36,83,86,23
Player0020,36,SnL,24,34,32,39,31,84,75
Player0021,37,SnL,88,53,55,80,5,39,37
Player0057,38,Doom2dm,67,90,75,78,16,17,81
Player002d,39,Doom2dm,2,75,90,49,99,89,35
Player0039,40,WormsAr,99,37,84,67,87,21,10
Player0064,41,SnL,44,56,35,13,10,21,70
Player0014,42,SnL,23,7,33,86,15,91,75
Player0030,43,TF2,97,69,18,58,72,38,66
Player0026,44,TF2,15,64,94,87,6,41,35
Player0005,45,Doom2dm,99,1,68,7,25,86,98
Player0033,46,TF2,55,93,76,39,34,20,57
Player001a,47,TF2,85,56,25,59,78,19,15
Player003a,48,Doom2dm,55,36,35,83,3,31,60
Player0056,49,WormsAr,35,19,86,99,99,91,74
Player0042,50,Doom2dm,27,98,31,100,58,42,17
Player0026,51,WormsAr,96,90,86,76,97,42,22
Player001d,52,TF2,52,65,14,26,13,23,50
Player0013,53,WormsAr,46,17,55,32,89,5,3
Player0034,54,TF2,77,13,93,84,5,11,16
Player0058,55,TF2,69,61,63,49,26,67,72
Player0012,56,WormsAr,72,89,38,8,87,69,43
Player0058,57,SnL,80,76,72,2,64,79,32
Player0030,58,SnL,75,14,57,53,68,62,39
Player003b,59,WormsAr,53,92,10,81,29,75,72
Player000d,60,Doom2dm,92,59,68,96,1,32,17
Player0049,61,SnL,100,80,35,44,35,26,5
Player002f,62,TF2,86,31,59,22,96,94,79
Player0024,63,Doom2dm,24,79,82,85,50,12,2
Player004a,64,WormsAr,54,59,100,86,47,8,20
Player0039,65,WormsAr,8,82,95,21,32,70,72
Player0055,66,WormsAr,38,84,22,15,44,5,88
Player0008,67,TF2,47,58,74,82,2,82,5
Player0059,68,WormsAr,75,71,90,14,22,51,61
Player002a,69,SnL,69,30,43,36,11,2,44
Player0059,70,SnL,33,14,7,14,64,10,40
Player0045,71,Doom2dm,30,1,27,11,56,69,39
Player000a,72,TF2,39,67,52,49,79,71,26
Player0002,73,TF2,41,45,25,92,89,42,17
Player0059,74,SnL,50,43,18,15,34,54,92
Player0028,75,SnL,27,86,79,14,77,13,21
Player0010,76,WormsAr,11,56,91,83,15,44,81
Player001e,77,WormsAr,83,26,2,48,91,72,14
Player002b,78,TF2,13,8,5,90,18,15,64
Player0011,79,SnL,1,19,87,20,52,26,95
Player0029,80,Doom2dm,47,16,58,96,72,18,3
Player0019,81,WormsAr,91,81,75,25,39,88,6
Player003a,82,Doom2dm,3,25,51,57,93,8,9
Player0060,83,WormsAr,17,66,81,28,17,99,55
Player0041,84,SnL,87,91,26,91,12,5,53
Player0012,85,WormsAr,7,64,74,94,44,38,20
Player0063,86,Doom2dm,68,55,55,83,37,36,5
Player004e,87,Doom2dm,50,61,40,58,5,27,64
Player0038,88,SnL,8,88,51,95,67,95,3
Player0011,89,Doom2dm,55,94,77,92,21,38,6
Player0014,90,Doom2dm,29,22,85,48,70,11,51
Player0046,91,SnL,54,37,43,6,76,31,98
Player003e,92,TF2,8,93,31,58,7,85,39
Player002c,93,SnL,42,50,29,52,62,18,52
Player0025,94,TF2,65,90,80,87,13,80,89
Player0014,95,Doom2dm,67,87,17,90,41,8,52
Player0001,96,TF2,4,40,19,43,13,8,10
Player0040,97,Doom2dm,22,38,88,46,95,87,38
Player003b,98,WormsAr,57,58,23,25,23,90,35
Player0040,99,SnL,75,38,29,1,58,30,77
Player001c,100,SnL,88,67,14,44,40,65,38
