Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Player0004,1,SnL,84,42,87,11,100,52,92
Player0055,2,WormsAr,27,48,63,93,90,18,45
Player0035,3,WormsAr,65,58,96,77,77,13,77
Player0024,4,SnL,18,98,72,87,20,77,41
Player0058,5,TF2,73,73,18,16,40,18,64
Player004a,6,TF2,31,19,85,78,29,35,36
Player002f,7,TF2,97,45,12,81,88,51,74
Player000e,8,WormsAr,50,81,19,19,21,53,14
Player0006,9,TF2,24,67,34,39,65,48,26
Player0037,10,SnL,82,70,61,98,19,59,67
Player0033,11,Doom2dm,41,83,52,60,51,35,26
Player003c,12,SnL,4,55,31,26,93,57,67
Player001d,13,TF2,13,12,84,34,16,58,99
Player0007,14,Doom2dm,78,62,63,99,89,42,92
Player004b,15,WormsAr,27,36,27,19,64,42,75
Player0021,16,SnL,57,75,82,88,10,14,99
Player0042,17,TF2,83,52,96,36,86,41,70
Player0061,18,Doom2dm,5,49,57,70,99,18,42
Player005f,19,TF2,87,27,41,28,79,68,35
Player0027,20,WormsAr,32,52,34,50,13,37,8
Player002a,21,SnL,96,92,23,7,53,2,32
Player005c,22,Doom2dm,54,77,36,16,100,63,6
Player004d,23,Doom2dm,37,24,46,34,52,98,55
Player0018,24,SnL,31,75,95,8,90,72,8
Player0044,25,Doom2dm,29,70,29,67,13,4,73
Player0063,26,Doom2dm,50,69,68,39,85,74,59
Player005a,27,WormsAr,70,47,7,99,81,16,7
Player005c,28,TF2,84,64,68,71,38,30,86
Player005c,29,TF2,54,55,29,98,49,72,58
Player0050,30,SnL,14,16,4,43,14,77,1
Player005c,31,SnL,3,85,35,49,18,93,34
Player0033,32,WormsAr,17,5,87,11,33,6,65
Player003a,33,TF2,7,80,57,32,43,43,10
Player0028,34,Doom2dm,49,71,28,7,39,100,76
Player0020,35,TF2,93,84,53,24,35,11,100
Player0046,36,WormsAr,42,66,11,35,48,100,65
Player002a,37,SnL,34,15,84,38,77,67,14
Player0030,38,WormsAr,9,99,20,89,37,88,91
Player0016,39,TF2,4,95,4,72,38,79,51
Player002f,40,TF2,70,18,19,63,67,5,47
Player0028,41,Doom2dm,52,84,55,84,65,5,91
Player0025,42,SnL,35,84,32,65,67,3,98
