Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,30,658,Player0009,4.0,WormsAr,68.0,11.0,51.0,30.0,85.0,11.0,10.0
Table_0001,84,366,Player0009,61.0,Doom2dm,42.0,44.0,8.0,92.0,58.0,1.0,93.0
Table_0001,76,701,Player0009,67.0,TF2,98.0,84.0,24.0,95.0,64.0,74.0,89.0
Table_0001,22,677,Player0009,31.0,SnL,58.0,23.0,19.0,56.0,92.0,10.0,82.0
Table_0002,121,433,Player0009,59.0,SnL,43.0,100.0,43.0,26.0,57.0,33.0,35.0
Table_0002,196,347,Player0009,55.0,Doom2dm,60.0,30.0,4.0,37.0,2.0,71.0,39.0
Table_0002,10,655,Player0009,35.0,TF2,42.0,65.0,53.0,99.0,95.0,35.0,34.0
Table_0002,16,566,Player0009,61.0,WormsAr,47.0,73.0,40.0,67.0,96.0,23.0,20.0
Table_0003,10,844,Player0009,58.0,SnL,96.0,60.0,98.0,93.0,97.0,26.0,39.0
Table_0003,17,958,Player0009,3.0,Doom2dm,29.0,42.0,62.0,7.0,96.0,81.0,15.0
Table_0003,3,1009,Player0009,89.0,TF2,46.0,72.0,97.0,33.0,99.0,66.0,45.0
Table_0003,125,687,Player0009,50.0,WormsAr,87.0,49.0,56.0,40.0,44.0,46.0,83.0
Table_0004,62,510,Player0009,18.0,Doom2dm,71.0,65.0,71.0,55.0,69.0,4.0,25.0
Table_0004,8,612,Player0009,46.0,WormsAr,59.0,75.0,5.0,29.0,99.0,14.0,83.0
Table_0005,108,666,Player0009,12.0,SnL,50.0,7.0,62.0,18.0,54.0,16.0,64.0
Table_0005,107,903,Player0009,50.0,Doom2dm,58.0,50.0,100.0,63.0,54.0,87.0,45.0
Table_0005,19,750,Player0009,79.0,TF2,37.0,25.0,7.0,41.0,93.0,58.0,43.0
Table_0005,92,952,Player0009,16.0,WormsAr,67.0,77.0,76.0,59.0,64.0,96.0,83.0
Table_0006,89,437,Player0009,86.0,WormsAr,1.0,98.0,70.0,61.0,63.0,10.0,64.0
Table_0006,143,593,Player0009,18.0,Doom2dm,90.0,41.0,74.0,71.0,34.0,40.0,52.0
Table_0006,199,138,Player0009,28.0,TF2,69.0,84.0,31.0,41.0,3.0,16.0,53.0
Table_0006,6,889,Player0009,80.0,SnL,88.0,31.0,52.0,100.0,97.0,47.0,67.0
Table_0007,84,588,Player0009,23.0,SnL,81.0,86.0,17.0,22.0,72.0,66.0,13.0
Table_0007,85,1061,Player0009,84.0,Doom2dm,63.0,37.0,95.0,58.0,63.0,86.0,93.0
Table_0007,8,779,Player0009,83.0,TF2,79.0,28.0,49.0,25.0,98.0,35.0,2.0
Table_0007,3,1197,Player0009,85.0,WormsAr,82.0,36.0,89.0,4.0,98.0,82.0,53.0
Table_0008,2,1175,Player0009,7.0,SnL,2.0,4.0,90.0,91.0,100.0,77.0,97.0
Table_0008,48,852,Player0009,48.0,TF2,1.0,23.0,54.0,66.0,83.0,85.0,23.0
Table_0008,32,935,Player0009,57.0,WormsAr,90.0,47.0,57.0,86.0,86.0,81.0,50.0
Table_0009,5,1044,Player0009,26.0,WormsAr,30.0,26.0,23.0,3.0,98.0,82.0,91.0
Table_0009,19,786,Player0009,67.0,Doom2dm,83.0,54.0,37.0,95.0,93.0,33.0,99.0
Table_0009,57,723,Player0009,17.0,TF2,40.0,42.0,66.0,74.0,77.0,49.0,31.0
Table_0009,107,557,Player0009,72.0,SnL,2.0,78.0,4.0,52.0,53.0,97.0,49.0
