Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,85,514,Player0027,61.0,WormsAr,33.0,100.0,100.0,41.0,64.0,23.0,5.0
Table_0001,17,766,Player0027,94.0,TF2,71.0,40.0,77.0,78.0,92.0,24.0,33.0
Table_0001,112,885,Player0027,86.0,SnL,34.0,21.0,96.0,3.0,46.0,65.0,59.0
Table_0002,5,812,Player0027,79.0,SnL,6.0,94.0,37.0,41.0,98.0,86.0,45.0
Table_0002,110,517,Player0027,79.0,Doom2dm,11.0,72.0,15.0,48.0,43.0,74.0,71.0
Table_0002,21,799,Player0027,23.0,TF2,87.0,84.0,25.0,70.0,89.0,86.0,43.0
Table_0002,168,248,Player0027,47.0,WormsAr,57.0,76.0,2.0,13.0,26.0,36.0,38.0
Table_0003,105,372,Player0027,89.0,SnL,25.0,62.0,68.0,5.0,50.0,3.0,5.0
Table_0003,49,795,Player0027,4.0,Doom2dm,54.0,68.0,87.0,40.0,84.0,10.0,98.0
Table_0003,114,660,Player0027,16.0,TF2,39.0,81.0,94.0,56.0,53.0,57.0,32.0
Table_0003,19,782,Player0027,91.0,WormsAr,76.0,14.0,68.0,20.0,90.0,23.0,4.0
Table_0004,172,478,Player0027,98.0,SnL,83.0,31.0,72.0,90.0,17.0,15.0,93.0
Table_0004,37,881,Player0027,60.0,Doom2dm,10.0,78.0,74.0,23.0,88.0,70.0,54.0
Table_0004,154,247,Player0027,24.0,TF2,58.0,85.0,17.0,36.0,34.0,27.0,33.0
Table_0004,42,833,Player0027,5.0,WormsAr,14.0,38.0,90.0,22.0,83.0,43.0,30.0
Table_0005,31,692,Player0027,46.0,SnL,55.0,42.0,56.0,86.0,89.0,31.0,35.0
Table_0005,22,909,Player0027,73.0,Doom2dm,94.0,1.0,24.0,20.0,91.0,55.0,45.0
Table_0005,71,790,Player0027,82.0,TF2,47.0,55.0,47.0,61.0,67.0,77.0,65.0
Table_0005,9,705,Player0027,40.0,WormsAr,14.0,99.0,99.0,53.0,97.0,16.0,48.0
Table_0006,44,809,Player0027,28.0,WormsAr,40.0,65.0,75.0,27.0,83.0,40.0,63.0
Table_0006,10,795,Player0027,36.0,Doom2dm,14.0,30.0,99.0,67.0,95.0,20.0,28.0
Table_0006,3,620,Player0027,81.0,SnL,47.0,35.0,10.0,95.0,98.0,46.0,17.0
Table_0007,90,518,Player0027,3.0,SnL,82.0,37.0,16.0,91.0,69.0,41.0,22.0
Table_0007,14,721,Player0027,23.0,Doom2dm,56.0,43.0,21.0,60.0,96.0,18.0,98.0
Table_0007,161,618,Player0027,26.0,TF2,51.0,51.0,91.0,70.0,30.0,33.0,92.0
Table_0007,6,707,Player0027,74.0,WormsAr,38.0,85.0,37.0,53.0,97.0,49.0,50.0
Table_0008,160,466,Player0027,47.0,SnL,89.0,88.0,55.0,28.0,24.0,34.0,80.0
Table_0008,35,827,Player0027,72.0,Doom2dm,31.0,57.0,15.0,52.0,87.0,91.0,59.0
Table_0008,12,1125,Player0027,57.0,TF2,58.0,56.0,86.0,46.0,95.0,85.0,76.0
Table_0008,53,417,Player0027,2.0,WormsAr,6.0,91.0,38.0,86.0,75.0,31.0,33.0
Table_0009,6,350,Player0027,70.0,WormsAr,25.0,95.0,18.0,77.0,98.0,8.0,8.0
Table_0009,63,652,Player0027,35.0,Doom2dm,66.0,22.0,1.0,21.0,76.0,37.0,60.0
Table_0009,18,464,Player0027,55.0,TF2,13.0,21.0,9.0,99.0,93.0,10.0,30.0
Table_0009,104,576,Player0027,55.0,SnL,65.0,25.0,2.0,73.0,56.0,60.0,54.0
