Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,98,557,Player0052,43.0,WormsAr,53.0,92.0,60.0,76.0,58.0,34.0,79.0
Table_0001,105,676,Player0052,89.0,Doom2dm,79.0,88.0,39.0,25.0,51.0,87.0,39.0
Table_0001,5,766,Player0052,46.0,TF2,33.0,94.0,57.0,73.0,99.0,71.0,22.0
Table_0001,152,432,Player0052,88.0,SnL,43.0,6.0,23.0,5.0,31.0,21.0,49.0
Table_0002,29,1005,Player0052,92.0,SnL,70.0,64.0,69.0,13.0,91.0,61.0,85.0
Table_0002,84,834,Player0052,88.0,Doom2dm,67.0,23.0,63.0,28.0,56.0,50.0,86.0
Table_0002,131,323,Player0052,44.0,TF2,99.0,99.0,75.0,37.0,34.0,12.0,8.0
Table_0002,136,530,Player0052,42.0,WormsAr,58.0,28.0,25.0,57.0,38.0,37.0,86.0
Table_0003,15,667,Player0052,97.0,SnL,71.0,26.0,1.0,5.0,96.0,32.0,21.0
Table_0003,26,860,Player0052,75.0,Doom2dm,96.0,64.0,59.0,25.0,92.0,57.0,26.0
Table_0003,5,960,Player0052,84.0,TF2,2.0,2.0,26.0,12.0,98.0,66.0,71.0
Table_0003,41,949,Player0052,6.0,WormsAr,4.0,60.0,78.0,16.0,83.0,98.0,20.0
Table_0004,5,613,Player0052,68.0,SnL,46.0,78.0,27.0,26.0,98.0,31.0,27.0
Table_0004,87,614,Player0052,84.0,Doom2dm,17.0,62.0,31.0,47.0,59.0,71.0,48.0
Table_0004,37,592,Player0052,19.0,TF2,84.0,36.0,21.0,34.0,83.0,6.0,56.0
Table_0004,22,837,Player0052,69.0,WormsAr,65.0,18.0,15.0,26.0,95.0,50.0,57.0
Table_0005,22,653,Player0052,74.0,SnL,75.0,42.0,8.0,80.0,94.0,14.0,96.0
Table_0005,64,587,Player0052,93.0,TF2,26.0,90.0,98.0,76.0,71.0,28.0,28.0
Table_0005,102,582,Player0052,53.0,WormsAr,91.0,99.0,32.0,68.0,61.0,45.0,88.0
Table_0006,74,981,Player0052,93.0,WormsAr,79.0,10.0,89.0,5.0,70.0,73.0,9.0
Table_0006,36,901,Player0052,87.0,Doom2dm,71.0,6.0,31.0,44.0,83.0,90.0,9.0
Table_0006,63,789,Player0052,59.0,TF2,48.0,51.0,71.0,78.0,74.0,61.0,47.0
Table_0006,37,825,Player0052,95.0,SnL,86.0,73.0,41.0,13.0,85.0,67.0,41.0
Table_0007,158,293,Player0052,14.0,SnL,13.0,85.0,11.0,62.0,35.0,38.0,76.0
Table_0007,102,491,Player0052,87.0,Doom2dm,61.0,56.0,48.0,97.0,53.0,8.0,99.0
Table_0007,69,457,Player0052,39.0,TF2,68.0,69.0,49.0,52.0,74.0,1.0,29.0
Table_0007,9,503,Player0052,78.0,WormsAr,56.0,85.0,16.0,43.0,96.0,3.0,60.0
Table_0008,110,508,Player0052,1.0,SnL,66.0,10.0,23.0,86.0,45.0,63.0,1.0
Table_0008,67,822,Player0052,81.0,Doom2dm,65.0,12.0,4.0,97.0,74.0,80.0,88.0
Table_0008,22,1185,Player0052,100.0,TF2,30.0,1.0,94.0,51.0,92.0,98.0,37.0
Table_0008,22,955,Player0052,72.0,WormsAr,4.0,45.0,89.0,1.0,91.0,62.0,36.0
Table_0009,88,854,Player0052,8.0,WormsAr,27.0,55.0,95.0,53.0,59.0,70.0,65.0
Table_0009,34,963,Player0052,82.0,Doom2dm,78.0,8.0,62.0,95.0,88.0,88.0,9.0
Table_0009,77,894,Player0052,19.0,TF2,52.0,1.0,66.0,88.0,66.0,98.0,6.0
