Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,4,796,Player0035,80.0,WormsAr,65.0,94.0,40.0,30.0,99.0,48.0,71.0
Table_0001,62,754,Player0035,20.0,Doom2dm,45.0,49.0,79.0,32.0,70.0,48.0,30.0
Table_0001,102,991,Player0035,1.0,TF2,91.0,1.0,51.0,25.0,50.0,94.0,74.0
Table_0001,54,862,Player0035,28.0,SnL,36.0,53.0,87.0,90.0,73.0,52.0,94.0
Table_0002,172,546,Player0035,15.0,SnL,78.0,28.0,55.0,82.0,31.0,56.0,31.0
Table_0002,166,483,Player0035,76.0,Doom2dm,83.0,49.0,24.0,81.0,13.0,89.0,43.0
Table_0002,160,558,Player0035,13.0,TF2,100.0,86.0,20.0,33.0,23.0,78.0,88.0
Table_0002,76,1166,Player0035,52.0,WormsAr,88.0,27.0,93.0,33.0,66.0,97.0,84.0
Table_0003,14,1034,Player0035,80.0,SnL,31.0,17.0,89.0,4.0,96.0,60.0,27.0
Table_0003,72,787,Player0035,30.0,Doom2dm,5.0,2.0,43.0,55.0,74.0,79.0,13.0
Table_0003,25,876,Player0035,53.0,TF2,91.0,77.0,45.0,20.0,88.0,71.0,50.0
Table_0003,1,1007,Player0035,11.0,WormsAr,52.0,34.0,19.0,24.0,100.0,99.0,47.0
Table_0004,142,391,Player0035,70.0,SnL,53.0,74.0,20.0,82.0,32.0,43.0,88.0
Table_0004,197,499,Player0035,15.0,Doom2dm,36.0,3.0,80.0,54.0,15.0,29.0,46.0
Table_0004,158,459,Player0035,28.0,TF2,15.0,95.0,68.0,60.0,32.0,35.0,95.0
Table_0004,59,751,Player0035,3.0,WormsAr,65.0,58.0,96.0,77.0,77.0,13.0,77.0
Table_0005,139,739,Player0035,59.0,SnL,55.0,57.0,87.0,17.0,44.0,38.0,91.0
Table_0005,99,554,Player0035,41.0,Doom2dm,6.0,28.0,16.0,83.0,57.0,57.0,63.0
Table_0005,40,815,Player0035,56.0,TF2,72.0,44.0,83.0,31.0,83.0,10.0,79.0
Table_0005,37,541,Player0035,66.0,WormsAr,15.0,31.0,9.0,72.0,89.0,21.0,52.0
Table_0006,77,720,Player0035,83.0,WormsAr,22.0,30.0,43.0,47.0,68.0,52.0,64.0
Table_0006,81,544,Player0035,98.0,Doom2dm,61.0,3.0,49.0,44.0,62.0,9.0,20.0
Table_0006,72,422,Player0035,80.0,TF2,92.0,82.0,16.0,71.0,69.0,41.0,4.0
Table_0006,42,847,Player0035,14.0,SnL,12.0,49.0,24.0,80.0,83.0,89.0,85.0
Table_0007,167,410,Player0035,16.0,SnL,96.0,32.0,2.0,79.0,29.0,61.0,31.0
Table_0007,144,525,Player0035,8.0,Doom2dm,60.0,86.0,86.0,27.0,34.0,23.0,72.0
Table_0007,7,812,Player0035,4.0,TF2,48.0,87.0,19.0,72.0,99.0,78.0,73.0
Table_0007,90,373,Player0035,35.0,WormsAr,54.0,89.0,14.0,30.0,59.0,24.0,47.0
Table_0008,36,935,Player0035,15.0,SnL,63.0,54.0,50.0,87.0,83.0,76.0,99.0
Table_0008,14,823,Player0035,89.0,Doom2dm,36.0,21.0,21.0,48.0,94.0,60.0,52.0
Table_0008,20,1058,Player0035,74.0,TF2,58.0,96.0,98.0,53.0,93.0,93.0,57.0
Table_0008,150,822,Player0035,91.0,WormsAr,47.0,33.0,92.0,22.0,33.0,96.0,19.0
Table_0009,17,792,Player0035,95.0,WormsAr,83.0,57.0,61.0,26.0,94.0,6.0,86.0
Table_0009,68,818,Player0035,33.0,Doom2dm,58.0,21.0,74.0,37.0,75.0,51.0,19.0
Table_0009,19,1069,Player0035,65.0,TF2,33.0,29.0,65.0,89.0,92.0,100.0,64.0
Table_0009,32,676,Player0035,57.0,SnL,65.0,47.0,39.0,70.0,88.0,25.0,59.0
