Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,26,487,Player001b,81.0,TF2,1.0,11.0,23.0,78.0,89.0,10.0,16.0
Table_0001,3,986,Player001b,2.0,SnL,78.0,21.0,99.0,35.0,100.0,9.0,76.0
Table_0002,251,459,Player001b,69.0,SnL,35.0,99.0,97.0,61.0,4.0,64.0,58.0
Table_0002,128,807,Player001b,67.0,Doom2dm,42.0,51.0,81.0,16.0,34.0,94.0,47.0
Table_0002,66,606,Player001b,73.0,TF2,12.0,33.0,56.0,61.0,61.0,31.0,62.0
Table_0002,172,603,Player001b,45.0,WormsAr,86.0,69.0,97.0,25.0,25.0,63.0,6.0
Table_0003,13,985,Player001b,5.0,SnL,3.0,60.0,53.0,7.0,96.0,75.0,85.0
Table_0003,177,432,Player001b,55.0,Doom2dm,27.0,54.0,16.0,36.0,21.0,71.0,56.0
Table_0003,15,742,Player001b,8.0,WormsAr,71.0,66.0,3.0,1.0,91.0,73.0,24.0
Table_0004,30,1099,Player001b,42.0,SnL,79.0,83.0,97.0,65.0,90.0,80.0,95.0
Table_0004,43,1233,Player001b,92.0,Doom2dm,35.0,28.0,94.0,11.0,85.0,99.0,81.0
Table_0004,155,538,Player001b,57.0,TF2,21.0,3.0,22.0,23.0,34.0,39.0,77.0
Table_0004,35,541,Player001b,13.0,WormsAr,32.0,96.0,40.0,68.0,87.0,33.0,41.0
Table_0005,4,679,Player001b,9.0,Doom2dm,2.0,37.0,84.0,99.0,100.0,24.0,1.0
Table_0005,71,888,Player001b,18.0,WormsAr,71.0,15.0,79.0,49.0,75.0,67.0,8.0
Table_0006,1,984,Player001b,32.0,WormsAr,33.0,79.0,91.0,44.0,100.0,62.0,66.0
Table_0006,77,767,Player001b,55.0,Doom2dm,9.0,37.0,64.0,61.0,63.0,89.0,15.0
Table_0006,104,647,Player001b,29.0,TF2,50.0,1.0,53.0,75.0,53.0,22.0,81.0
Table_0006,40,756,Player001b,99.0,SnL,61.0,57.0,12.0,64.0,83.0,82.0,47.0
Table_0007,54,568,Player001b,16.0,SnL,26.0,82.0,65.0,16.0,83.0,20.0,16.0
Table_0007,46,750,Player001b,16.0,Doom2dm,74.0,64.0,3.0,82.0,85.0,66.0,94.0
Table_0007,19,682,Player001b,53.0,TF2,56.0,44.0,13.0,3.0,96.0,23.0,53.0
Table_0007,16,1127,Player001b,22.0,WormsAr,26.0,42.0,87.0,81.0,93.0,87.0,96.0
Table_0008,94,431,Player001b,5.0,SnL,18.0,60.0,14.0,5.0,54.0,27.0,59.0
Table_0008,133,786,Player001b,13.0,Doom2dm,21.0,34.0,50.0,40.0,51.0,95.0,44.0
Table_0008,123,627,Player001b,60.0,TF2,66.0,34.0,79.0,99.0,49.0,22.0,79.0
Table_0008,7,1022,Player001b,74.0,WormsAr,73.0,52.0,81.0,16.0,98.0,58.0,52.0
Table_0009,94,739,Player001b,93.0,WormsAr,61.0,55.0,100.0,55.0,57.0,15.0,99.0
Table_0009,105,369,Player001b,75.0,Doom2dm,52.0,56.0,11.0,62.0,58.0,41.0,2.0
Table_0009,16,740,Player001b,82.0,TF2,89.0,83.0,42.0,89.0,94.0,72.0,11.0
Table_0009,147,790,Player001b,55.0,SnL,26.0,48.0,84.0,27.0,33.0,86.0,63.0
