Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,107,480,Player0024,8.0,WormsAr,66.0,62.0,20.0,34.0,52.0,29.0,68.0
Table_0001,80,782,Player0024,16.0,Doom2dm,4.0,65.0,70.0,87.0,61.0,78.0,84.0
Table_0001,38,636,Player0024,93.0,TF2,90.0,66.0,29.0,85.0,82.0,35.0,63.0
Table_0001,155,423,Player0024,99.0,SnL,61.0,70.0,67.0,13.0,30.0,11.0,60.0
Table_0002,97,702,Player0024,68.0,Doom2dm,95.0,71.0,7.0,23.0,47.0,83.0,92.0
Table_0002,3,777,Player0024,46.0,TF2,23.0,42.0,8.0,85.0,99.0,97.0,8.0
Table_0002,26,788,Player0024,97.0,WormsAr,11.0,37.0,41.0,20.0,92.0,70.0,4.0
Table_0003,53,692,Player0024,40.0,SnL,56.0,31.0,3.0,48.0,77.0,43.0,90.0
Table_0003,209,725,Player0024,100.0,Doom2dm,77.0,52.0,85.0,98.0,11.0,94.0,82.0
Table_0003,191,499,Player0024,72.0,TF2,71.0,26.0,23.0,85.0,18.0,61.0,81.0
Table_0003,110,328,Player0024,92.0,WormsAr,98.0,79.0,40.0,99.0,51.0,17.0,22.0
Table_0004,103,991,Player0024,1.0,SnL,88.0,51.0,96.0,87.0,54.0,97.0,73.0
Table_0004,2,572,Player0024,50.0,Doom2dm,7.0,98.0,59.0,82.0,100.0,26.0,31.0
Table_0004,1,783,Player0024,82.0,WormsAr,23.0,20.0,25.0,19.0,100.0,15.0,92.0
Table_0005,189,506,Player0024,17.0,Doom2dm,100.0,21.0,18.0,38.0,14.0,89.0,3.0
Table_0005,53,1116,Player0024,47.0,TF2,21.0,6.0,56.0,10.0,75.0,94.0,99.0
Table_0006,111,808,Player0024,4.0,WormsAr,44.0,76.0,51.0,24.0,53.0,94.0,73.0
Table_0006,96,558,Player0024,45.0,Doom2dm,94.0,37.0,52.0,85.0,55.0,28.0,40.0
Table_0006,158,634,Player0024,34.0,TF2,82.0,18.0,71.0,67.0,24.0,49.0,63.0
Table_0006,15,1022,Player0024,48.0,SnL,60.0,11.0,34.0,43.0,95.0,88.0,49.0
Table_0007,25,789,Player0024,21.0,SnL,43.0,96.0,44.0,44.0,90.0,66.0,68.0
Table_0007,106,812,Player0024,51.0,Doom2dm,81.0,20.0,59.0,91.0,47.0,93.0,39.0
Table_0007,18,791,Player0024,2.0,TF2,24.0,45.0,67.0,100.0,96.0,27.0,84.0
Table_0007,132,526,Player0024,26.0,WormsAr,70.0,70.0,82.0,99.0,43.0,26.0,65.0
Table_0008,162,366,Player0024,15.0,SnL,75.0,45.0,39.0,8.0,24.0,10.0,56.0
Table_0008,86,792,Player0024,22.0,Doom2dm,22.0,72.0,86.0,61.0,69.0,47.0,92.0
Table_0008,78,542,Player0024,18.0,TF2,21.0,74.0,23.0,68.0,70.0,42.0,75.0
Table_0008,223,350,Player0024,7.0,WormsAr,99.0,14.0,44.0,69.0,2.0,39.0,25.0
Table_0009,13,1002,Player0024,5.0,WormsAr,47.0,83.0,89.0,21.0,95.0,97.0,6.0
Table_0009,25,1056,Player0024,73.0,Doom2dm,1.0,28.0,97.0,89.0,91.0,84.0,59.0
Table_0009,131,724,Player0024,42.0,TF2,76.0,90.0,100.0,21.0,45.0,71.0,20.0
Table_0009,150,547,Player0024,73.0,SnL,84.0,55.0,68.0,81.0,32.0,61.0,23.0
