Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,63,326,Player0026,77.0,WormsAr,22.0,95.0,6.0,61.0,73.0,39.0,8.0
Table_0001,43,805,Player0026,14.0,Doom2dm,27.0,70.0,82.0,90.0,80.0,82.0,17.0
Table_0001,176,545,Player0026,86.0,TF2,31.0,4.0,96.0,51.0,25.0,35.0,10.0
Table_0001,70,545,Player0026,3.0,SnL,42.0,46.0,91.0,44.0,66.0,7.0,4.0
Table_0002,98,1044,Player0026,72.0,SnL,73.0,8.0,70.0,63.0,66.0,87.0,81.0
Table_0002,21,816,Player0026,95.0,Doom2dm,13.0,38.0,91.0,70.0,86.0,37.0,49.0
Table_0002,120,659,Player0026,57.0,TF2,44.0,46.0,73.0,69.0,37.0,74.0,38.0
Table_0002,8,791,Player0026,22.0,WormsAr,59.0,70.0,84.0,62.0,98.0,21.0,54.0
Table_0003,40,655,Player0026,21.0,SnL,51.0,99.0,70.0,57.0,83.0,42.0,33.0
Table_0003,158,279,Player0026,20.0,Doom2dm,14.0,83.0,28.0,66.0,31.0,33.0,63.0
Table_0003,58,626,Player0026,94.0,TF2,94.0,3.0,7.0,87.0,78.0,14.0,79.0
Table_0004,44,791,Player0026,79.0,SnL,30.0,68.0,24.0,17.0,80.0,86.0,49.0
Table_0004,38,614,Player0026,2.0,Doom2dm,99.0,31.0,10.0,82.0,87.0,38.0,21.0
Table_0004,226,346,Player0026,44.0,TF2,15.0,64.0,94.0,87.0,6.0,41.0,35.0
Table_0004,5,922,Player0026,36.0,WormsAr,43.0,70.0,67.0,76.0,100.0,51.0,95.0
Table_0005,7,763,Player0026,5.0,SnL,9.0,87.0,35.0,41.0,98.0,88.0,11.0
Table_0005,20,988,Player0026,81.0,Doom2dm,9.0,23.0,99.0,35.0,91.0,46.0,62.0
Table_0005,5,714,Player0026,14.0,TF2,23.0,46.0,46.0,56.0,99.0,17.0,69.0
Table_0005,44,854,Player0026,96.0,WormsAr,6.0,3.0,15.0,38.0,85.0,81.0,49.0
Table_0006,204,327,Player0026,41.0,WormsAr,31.0,98.0,48.0,92.0,14.0,89.0,7.0
Table_0006,15,661,Player0026,97.0,Doom2dm,32.0,63.0,59.0,47.0,91.0,35.0,15.0
Table_0006,36,629,Player0026,49.0,TF2,43.0,99.0,36.0,98.0,86.0,62.0,48.0
Table_0006,7,1091,Player0026,76.0,SnL,7.0,35.0,93.0,62.0,97.0,98.0,30.0
Table_0007,62,642,Player0026,60.0,SnL,11.0,77.0,13.0,49.0,81.0,91.0,13.0
Table_0007,26,1154,Player0026,32.0,Doom2dm,64.0,61.0,92.0,24.0,92.0,77.0,96.0
Table_0007,90,985,Player0026,20.0,TF2,77.0,72.0,99.0,57.0,64.0,96.0,54.0
Table_0007,36,838,Player0026,15.0,WormsAr,78.0,84.0,90.0,74.0,88.0,62.0,22.0
Table_0008,53,514,Player0026,13.0,SnL,99.0,90.0,34.0,36.0,73.0,29.0,24.0
Table_0008,147,713,Player0026,60.0,Doom2dm,25.0,86.0,76.0,78.0,46.0,70.0,100.0
Table_0008,207,19,Player0026,89.0,WormsAr,45.0,79.0,3.0,90.0,11.0,36.0,7.0
Table_0009,18,864,Player0026,25.0,WormsAr,45.0,16.0,15.0,77.0,93.0,59.0,91.0
Table_0009,10,1073,Player0026,76.0,Doom2dm,71.0,9.0,93.0,29.0,96.0,57.0,31.0
Table_0009,82,595,Player0026,55.0,TF2,56.0,98.0,64.0,45.0,64.0,53.0,28.0
Table_0009,55,490,Player0026,93.0,SnL,24.0,57.0,45.0,73.0,78.0,2.0,60.0
