Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,19,826,Player0036,95.0,WormsAr,75.0,7.0,33.0,24.0,90.0,54.0,12.0
Table_0001,63,601,Player0036,12.0,Doom2dm,15.0,81.0,55.0,88.0,69.0,38.0,87.0
Table_0001,22,615,Player0036,60.0,TF2,26.0,29.0,28.0,3.0,90.0,25.0,8.0
Table_0001,42,773,Player0036,76.0,SnL,22.0,6.0,64.0,44.0,79.0,51.0,8.0
Table_0002,6,875,Player0036,90.0,SnL,21.0,87.0,28.0,35.0,97.0,74.0,99.0
Table_0002,44,511,Player0036,32.0,Doom2dm,34.0,54.0,18.0,59.0,76.0,45.0,15.0
Table_0002,115,302,Player0036,61.0,TF2,83.0,98.0,17.0,48.0,40.0,25.0,56.0
Table_0002,92,502,Player0036,31.0,WormsAr,14.0,89.0,91.0,55.0,56.0,1.0,82.0
Table_0003,69,649,Player0036,39.0,SnL,20.0,10.0,53.0,6.0,70.0,15.0,43.0
Table_0003,120,588,Player0036,65.0,Doom2dm,30.0,9.0,69.0,84.0,51.0,2.0,95.0
Table_0003,65,500,Player0036,43.0,TF2,94.0,92.0,55.0,21.0,74.0,5.0,28.0
Table_0003,99,809,Player0036,70.0,WormsAr,81.0,8.0,87.0,6.0,57.0,37.0,28.0
Table_0004,4,1076,Player0036,47.0,SnL,100.0,10.0,62.0,58.0,98.0,53.0,83.0
Table_0004,25,596,Player0036,71.0,Doom2dm,28.0,34.0,3.0,33.0,92.0,49.0,2.0
Table_0004,17,503,Player0036,30.0,TF2,27.0,90.0,21.0,61.0,92.0,37.0,23.0
Table_0004,27,730,Player0036,2.0,WormsAr,19.0,71.0,46.0,46.0,91.0,35.0,83.0
Table_0005,62,688,Player0036,36.0,Doom2dm,88.0,29.0,23.0,80.0,73.0,38.0,76.0
Table_0005,29,1131,Player0036,54.0,TF2,84.0,54.0,77.0,22.0,88.0,83.0,87.0
Table_0005,46,991,Player0036,35.0,WormsAr,65.0,79.0,95.0,71.0,84.0,84.0,57.0
Table_0006,21,849,Player0036,42.0,WormsAr,56.0,67.0,63.0,45.0,93.0,55.0,49.0
Table_0006,194,204,Player0036,38.0,Doom2dm,46.0,32.0,20.0,28.0,14.0,16.0,28.0
Table_0006,60,792,Player0036,95.0,TF2,50.0,42.0,63.0,98.0,75.0,80.0,20.0
Table_0006,50,576,Player0036,9.0,SnL,27.0,58.0,21.0,40.0,80.0,21.0,79.0
Table_0007,91,768,Player0036,15.0,SnL,27.0,45.0,70.0,44.0,69.0,39.0,82.0
Table_0007,24,671,Player0036,5.0,Doom2dm,34.0,34.0,62.0,90.0,93.0,15.0,42.0
Table_0007,126,846,Player0036,10.0,TF2,86.0,3.0,80.0,53.0,47.0,80.0,12.0
Table_0007,72,582,Player0036,63.0,WormsAr,99.0,83.0,78.0,12.0,69.0,5.0,31.0
Table_0008,63,475,Player0036,52.0,SnL,65.0,66.0,18.0,46.0,70.0,31.0,30.0
Table_0008,6,913,Player0036,72.0,Doom2dm,26.0,89.0,68.0,7.0,96.0,85.0,24.0
Table_0008,172,173,Player0036,5.0,WormsAr,4.0,87.0,62.0,87.0,26.0,26.0,5.0
Table_0009,16,840,Player0036,21.0,WormsAr,100.0,8.0,25.0,39.0,94.0,47.0,31.0
Table_0009,49,1097,Player0036,94.0,Doom2dm,82.0,59.0,92.0,11.0,80.0,76.0,82.0
Table_0009,7,1036,Player0036,29.0,TF2,60.0,58.0,71.0,20.0,97.0,67.0,73.0
Table_0009,84,553,Player0036,93.0,SnL,4.0,42.0,64.0,13.0,64.0,18.0,31.0
