Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,11,669,Player001c,66.0,WormsAr,9.0,45.0,34.0,58.0,94.0,22.0,74.0
Table_0001,19,842,Player001c,78.0,Doom2dm,87.0,92.0,66.0,35.0,92.0,43.0,72.0
Table_0001,92,407,Player001c,34.0,TF2,84.0,82.0,2.0,66.0,57.0,34.0,63.0
Table_0001,9,1125,Player001c,9.0,SnL,55.0,76.0,87.0,76.0,97.0,88.0,100.0
Table_0002,183,551,Player001c,7.0,SnL,97.0,88.0,49.0,34.0,27.0,64.0,63.0
Table_0002,72,491,Player001c,56.0,Doom2dm,98.0,96.0,31.0,65.0,63.0,46.0,29.0
Table_0002,67,838,Player001c,91.0,TF2,32.0,62.0,86.0,67.0,61.0,69.0,79.0
Table_0002,62,887,Player001c,58.0,WormsAr,8.0,50.0,32.0,26.0,73.0,87.0,98.0
Table_0003,61,834,Player001c,74.0,SnL,13.0,8.0,39.0,92.0,74.0,74.0,73.0
Table_0003,6,820,Player001c,4.0,Doom2dm,25.0,78.0,61.0,23.0,99.0,72.0,4.0
Table_0003,50,757,Player001c,44.0,TF2,27.0,37.0,78.0,54.0,80.0,23.0,66.0
Table_0003,62,847,Player001c,91.0,WormsAr,64.0,77.0,74.0,77.0,76.0,96.0,14.0
Table_0004,125,469,Player001c,10.0,SnL,36.0,49.0,30.0,16.0,43.0,42.0,37.0
Table_0004,130,712,Player001c,45.0,Doom2dm,74.0,84.0,66.0,4.0,44.0,52.0,92.0
Table_0004,18,899,Player001c,31.0,TF2,92.0,23.0,85.0,56.0,92.0,5.0,87.0
Table_0004,148,559,Player001c,66.0,WormsAr,96.0,13.0,62.0,89.0,36.0,30.0,46.0
Table_0005,56,847,Player001c,87.0,SnL,11.0,10.0,43.0,60.0,75.0,76.0,54.0
Table_0005,17,773,Player001c,69.0,Doom2dm,56.0,62.0,54.0,35.0,94.0,39.0,44.0
Table_0005,166,557,Player001c,17.0,TF2,14.0,47.0,84.0,97.0,24.0,63.0,55.0
Table_0005,13,542,Player001c,61.0,WormsAr,90.0,94.0,39.0,97.0,96.0,5.0,60.0
Table_0006,177,486,Player001c,67.0,WormsAr,70.0,46.0,44.0,56.0,24.0,69.0,18.0
Table_0006,141,474,Player001c,70.0,Doom2dm,3.0,100.0,88.0,63.0,34.0,66.0,18.0
Table_0006,35,978,Player001c,17.0,TF2,11.0,18.0,85.0,8.0,86.0,41.0,81.0
Table_0006,170,715,Player001c,81.0,SnL,92.0,14.0,77.0,9.0,39.0,57.0,3.0
Table_0007,21,1021,Player001c,32.0,SnL,56.0,7.0,65.0,49.0,91.0,54.0,81.0
Table_0007,114,532,Player001c,50.0,Doom2dm,24.0,14.0,87.0,42.0,45.0,8.0,30.0
Table_0007,75,803,Player001c,36.0,TF2,34.0,2.0,27.0,12.0,72.0,73.0,26.0
Table_0007,55,660,Player001c,78.0,WormsAr,49.0,61.0,50.0,19.0,78.0,24.0,58.0
Table_0008,78,1019,Player001c,87.0,SnL,77.0,22.0,61.0,9.0,62.0,84.0,83.0
Table_0008,34,893,Player001c,17.0,Doom2dm,64.0,34.0,63.0,53.0,87.0,32.0,99.0
Table_0008,59,776,Player001c,80.0,WormsAr,96.0,26.0,88.0,41.0,73.0,34.0,4.0
Table_0009,181,546,Player001c,37.0,WormsAr,39.0,15.0,63.0,10.0,20.0,20.0,89.0
Table_0009,3,766,Player001c,75.0,Doom2dm,27.0,12.0,25.0,14.0,100.0,43.0,15.0
Table_0009,22,860,Player001c,22.0,SnL,64.0,11.0,27.0,70.0,93.0,56.0,59.0
