Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,45,886,Player0016,78.0,WormsAr,48.0,7.0,72.0,79.0,81.0,77.0,1.0
Table_0001,32,967,Player0016,75.0,Doom2dm,74.0,37.0,89.0,78.0,88.0,42.0,85.0
Table_0001,120,748,Player0016,95.0,TF2,55.0,7.0,95.0,94.0,44.0,48.0,52.0
Table_0001,24,922,Player0016,77.0,SnL,53.0,39.0,36.0,88.0,91.0,68.0,100.0
Table_0002,102,549,Player0016,90.0,SnL,20.0,32.0,19.0,41.0,65.0,26.0,74.0
Table_0002,41,956,Player0016,14.0,Doom2dm,51.0,6.0,52.0,64.0,77.0,99.0,22.0
Table_0002,65,829,Player0016,68.0,TF2,69.0,90.0,93.0,46.0,61.0,96.0,9.0
Table_0002,28,838,Player0016,77.0,WormsAr,23.0,68.0,24.0,34.0,91.0,75.0,79.0
Table_0003,7,784,Player0016,11.0,SnL,51.0,4.0,54.0,69.0,98.0,21.0,37.0
Table_0003,94,675,Player0016,12.0,Doom2dm,90.0,78.0,65.0,21.0,63.0,31.0,64.0
Table_0003,32,808,Player0016,93.0,TF2,38.0,27.0,56.0,32.0,86.0,40.0,49.0
Table_0003,74,851,Player0016,11.0,WormsAr,85.0,78.0,76.0,100.0,72.0,69.0,79.0
Table_0004,17,511,Player0016,89.0,SnL,48.0,79.0,36.0,98.0,93.0,26.0,21.0
Table_0004,140,362,Player0016,39.0,TF2,4.0,95.0,4.0,72.0,38.0,79.0,51.0
Table_0005,36,480,Player0016,47.0,Doom2dm,81.0,98.0,10.0,60.0,85.0,9.0,82.0
Table_0005,44,1102,Player0016,6.0,TF2,62.0,14.0,56.0,73.0,81.0,99.0,86.0
Table_0005,67,992,Player0016,88.0,WormsAr,65.0,23.0,45.0,4.0,76.0,87.0,57.0
Table_0006,71,653,Player0016,8.0,WormsAr,2.0,70.0,54.0,52.0,71.0,59.0,45.0
Table_0006,63,581,Player0016,49.0,Doom2dm,29.0,75.0,54.0,59.0,69.0,48.0,31.0
Table_0006,47,657,Player0016,66.0,TF2,6.0,35.0,97.0,93.0,81.0,14.0,31.0
Table_0007,71,514,Player0016,76.0,SnL,24.0,38.0,2.0,74.0,78.0,29.0,64.0
Table_0007,54,525,Player0016,89.0,Doom2dm,18.0,88.0,56.0,60.0,81.0,11.0,63.0
Table_0007,187,595,Player0016,80.0,WormsAr,95.0,19.0,91.0,84.0,21.0,23.0,76.0
Table_0008,99,643,Player0016,98.0,SnL,41.0,27.0,1.0,30.0,51.0,63.0,88.0
Table_0008,17,1018,Player0016,42.0,Doom2dm,64.0,39.0,33.0,37.0,94.0,90.0,70.0
Table_0008,24,719,Player0016,71.0,TF2,64.0,26.0,34.0,15.0,92.0,5.0,70.0
Table_0008,42,920,Player0016,40.0,WormsAr,88.0,5.0,100.0,42.0,82.0,33.0,21.0
Table_0009,10,848,Player0016,31.0,WormsAr,20.0,30.0,4.0,98.0,96.0,90.0,67.0
Table_0009,179,277,Player0016,59.0,Doom2dm,63.0,78.0,25.0,61.0,22.0,23.0,77.0
Table_0009,24,364,Player0016,5.0,TF2,22.0,84.0,2.0,6.0,90.0,2.0,26.0
