Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,27,973,Player0061,90.0,Doom2dm,96.0,25.0,89.0,56.0,90.0,52.0,29.0
Table_0001,15,752,Player0061,41.0,TF2,43.0,74.0,34.0,46.0,93.0,54.0,60.0
Table_0002,90,871,Player0061,65.0,SnL,86.0,45.0,79.0,21.0,71.0,33.0,86.0
Table_0002,96,717,Player0061,45.0,Doom2dm,10.0,7.0,56.0,46.0,49.0,64.0,49.0
Table_0002,52,729,Player0061,99.0,TF2,20.0,21.0,100.0,79.0,68.0,44.0,7.0
Table_0002,24,1048,Player0061,54.0,WormsAr,28.0,6.0,70.0,25.0,93.0,84.0,23.0
Table_0003,5,979,Player0061,56.0,SnL,98.0,76.0,92.0,62.0,99.0,40.0,82.0
Table_0003,164,570,Player0061,17.0,Doom2dm,39.0,85.0,35.0,99.0,29.0,90.0,95.0
Table_0003,209,214,Player0061,85.0,WormsAr,93.0,32.0,37.0,83.0,3.0,31.0,9.0
Table_0004,4,659,Player0061,18.0,Doom2dm,5.0,49.0,57.0,70.0,99.0,18.0,42.0
Table_0004,16,1124,Player0061,89.0,TF2,38.0,33.0,97.0,76.0,93.0,77.0,82.0
Table_0005,125,833,Player0061,39.0,SnL,72.0,82.0,77.0,1.0,47.0,90.0,50.0
Table_0005,6,989,Player0061,6.0,Doom2dm,74.0,40.0,6.0,42.0,99.0,98.0,66.0
Table_0005,79,462,Player0061,90.0,TF2,85.0,53.0,6.0,17.0,64.0,12.0,57.0
Table_0005,47,563,Player0061,23.0,WormsAr,13.0,92.0,95.0,95.0,84.0,30.0,2.0
Table_0006,49,582,Player0061,48.0,WormsAr,85.0,58.0,39.0,22.0,80.0,23.0,13.0
Table_0006,17,791,Player0061,3.0,Doom2dm,46.0,88.0,55.0,63.0,91.0,65.0,52.0
Table_0006,90,690,Player0061,32.0,TF2,90.0,21.0,28.0,25.0,61.0,59.0,21.0
Table_0006,12,731,Player0061,69.0,SnL,52.0,54.0,45.0,67.0,95.0,46.0,30.0
Table_0007,15,924,Player0061,2.0,SnL,53.0,24.0,73.0,73.0,95.0,30.0,89.0
Table_0007,35,862,Player0061,26.0,Doom2dm,84.0,42.0,48.0,98.0,88.0,46.0,96.0
Table_0007,201,498,Player0061,88.0,TF2,54.0,1.0,52.0,44.0,10.0,29.0,84.0
Table_0007,122,542,Player0061,74.0,WormsAr,71.0,78.0,68.0,88.0,47.0,56.0,26.0
Table_0008,87,465,Player0061,73.0,SnL,61.0,91.0,62.0,25.0,57.0,6.0,58.0
Table_0008,25,803,Player0061,25.0,Doom2dm,73.0,26.0,97.0,11.0,90.0,6.0,14.0
Table_0008,16,1145,Player0061,26.0,TF2,82.0,3.0,71.0,8.0,94.0,75.0,47.0
Table_0008,204,424,Player0061,71.0,WormsAr,52.0,45.0,43.0,11.0,12.0,27.0,88.0
Table_0009,40,830,Player0061,89.0,WormsAr,36.0,18.0,74.0,86.0,82.0,43.0,56.0
Table_0009,163,345,Player0061,87.0,Doom2dm,86.0,99.0,31.0,4.0,30.0,24.0,61.0
Table_0009,53,801,Player0061,84.0,TF2,8.0,71.0,49.0,62.0,78.0,70.0,90.0
Table_0009,26,724,Player0061,72.0,SnL,90.0,57.0,42.0,28.0,90.0,19.0,62.0
