Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,6,976,Player0012,51.0,WormsAr,47.0,97.0,80.0,76.0,99.0,84.0,64.0
Table_0001,4,663,Player0012,47.0,Doom2dm,83.0,65.0,45.0,100.0,97.0,10.0,75.0
Table_0001,201,383,Player0012,7.0,SnL,27.0,89.0,34.0,37.0,11.0,96.0,15.0
Table_0002,48,553,Player0012,28.0,SnL,79.0,62.0,13.0,54.0,85.0,1.0,92.0
Table_0002,66,1006,Player0012,49.0,Doom2dm,73.0,47.0,91.0,80.0,66.0,96.0,60.0
Table_0002,180,529,Player0012,30.0,TF2,2.0,30.0,44.0,67.0,18.0,83.0,50.0
Table_0002,55,392,Player0012,7.0,WormsAr,20.0,77.0,1.0,54.0,77.0,40.0,16.0
Table_0003,18,735,Player0012,70.0,SnL,38.0,80.0,22.0,100.0,95.0,86.0,36.0
Table_0003,64,1104,Player0012,31.0,Doom2dm,85.0,10.0,87.0,32.0,78.0,55.0,100.0
Table_0003,14,900,Player0012,67.0,TF2,62.0,50.0,16.0,6.0,92.0,87.0,44.0
Table_0003,49,799,Player0012,23.0,WormsAr,24.0,55.0,99.0,80.0,80.0,17.0,100.0
Table_0004,84,664,Player0012,45.0,Doom2dm,35.0,92.0,12.0,37.0,60.0,90.0,77.0
Table_0004,27,613,Player0012,26.0,TF2,46.0,26.0,11.0,99.0,87.0,37.0,51.0
Table_0004,34,797,Player0012,56.0,WormsAr,72.0,89.0,38.0,8.0,87.0,69.0,43.0
Table_0005,47,495,Player0012,88.0,SnL,88.0,95.0,56.0,96.0,83.0,26.0,3.0
Table_0005,10,637,Player0012,4.0,TF2,5.0,79.0,70.0,52.0,96.0,33.0,10.0
Table_0005,86,409,Player0012,8.0,WormsAr,31.0,55.0,10.0,89.0,67.0,26.0,54.0
Table_0006,127,639,Player0012,16.0,WormsAr,57.0,52.0,41.0,48.0,47.0,87.0,14.0
Table_0006,18,853,Player0012,45.0,Doom2dm,41.0,37.0,37.0,90.0,91.0,96.0,13.0
Table_0006,73,784,Player0012,41.0,TF2,49.0,100.0,20.0,6.0,69.0,96.0,76.0
Table_0006,68,962,Player0012,64.0,SnL,71.0,24.0,9.0,12.0,72.0,94.0,94.0
Table_0007,164,758,Player0012,85.0,TF2,70.0,53.0,85.0,10.0,27.0,98.0,11.0
Table_0007,1,939,Player0012,52.0,WormsAr,44.0,62.0,56.0,35.0,100.0,88.0,17.0
Table_0008,56,567,Player0012,32.0,Doom2dm,21.0,79.0,55.0,82.0,79.0,7.0,99.0
Table_0008,201,546,Player0012,46.0,TF2,9.0,39.0,64.0,47.0,12.0,73.0,59.0
Table_0008,2,1125,Player0012,64.0,WormsAr,63.0,64.0,84.0,19.0,99.0,75.0,81.0
Table_0009,90,619,Player0012,67.0,WormsAr,36.0,68.0,49.0,59.0,59.0,38.0,92.0
Table_0009,75,678,Player0012,98.0,Doom2dm,45.0,42.0,34.0,61.0,70.0,39.0,85.0
Table_0009,45,355,Player0012,15.0,TF2,53.0,97.0,5.0,62.0,81.0,28.0,13.0
Table_0009,30,879,Player0012,2.0,SnL,91.0,28.0,65.0,29.0,88.0,15.0,89.0
