Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,70,832,Player0032,98.0,WormsAr,49.0,87.0,41.0,28.0,72.0,100.0,51.0
Table_0001,50,1088,Player0032,90.0,Doom2dm,70.0,20.0,95.0,81.0,76.0,92.0,53.0
Table_0001,207,371,Player0032,76.0,TF2,81.0,63.0,75.0,28.0,11.0,1.0,80.0
Table_0002,1,1058,Player0032,84.0,SnL,91.0,76.0,97.0,32.0,100.0,44.0,92.0
Table_0002,52,548,Player0032,90.0,Doom2dm,63.0,66.0,24.0,29.0,72.0,6.0,95.0
Table_0002,118,487,Player0032,40.0,TF2,22.0,17.0,54.0,5.0,38.0,14.0,48.0
Table_0002,182,330,Player0032,80.0,WormsAr,42.0,86.0,100.0,68.0,22.0,4.0,51.0
Table_0003,135,489,Player0032,72.0,SnL,24.0,54.0,62.0,35.0,36.0,22.0,77.0
Table_0003,213,307,Player0032,61.0,Doom2dm,15.0,76.0,84.0,86.0,10.0,49.0,16.0
Table_0003,97,772,Player0032,70.0,TF2,22.0,19.0,88.0,5.0,59.0,49.0,19.0
Table_0003,56,957,Player0032,55.0,WormsAr,95.0,54.0,18.0,47.0,77.0,100.0,89.0
Table_0004,32,978,Player0032,81.0,SnL,93.0,32.0,86.0,28.0,87.0,42.0,58.0
Table_0004,3,708,Player0032,16.0,Doom2dm,83.0,27.0,24.0,21.0,100.0,11.0,42.0
Table_0004,141,681,Player0032,24.0,TF2,60.0,96.0,100.0,67.0,38.0,74.0,47.0
Table_0004,15,918,Player0032,56.0,WormsAr,25.0,29.0,12.0,9.0,96.0,74.0,74.0
Table_0005,50,931,Player0032,89.0,SnL,88.0,4.0,13.0,43.0,81.0,79.0,67.0
Table_0005,87,589,Player0032,24.0,Doom2dm,9.0,5.0,78.0,32.0,62.0,15.0,9.0
Table_0005,62,653,Player0032,23.0,TF2,60.0,52.0,5.0,39.0,71.0,42.0,99.0
Table_0005,90,644,Player0032,66.0,WormsAr,55.0,93.0,14.0,27.0,66.0,81.0,53.0
Table_0006,92,734,Player0032,68.0,WormsAr,65.0,96.0,37.0,43.0,63.0,98.0,43.0
Table_0006,39,907,Player0032,25.0,SnL,93.0,10.0,42.0,99.0,83.0,84.0,28.0
Table_0007,38,663,Player0032,99.0,SnL,60.0,73.0,42.0,85.0,88.0,32.0,70.0
Table_0007,20,626,Player0032,74.0,Doom2dm,80.0,38.0,39.0,62.0,95.0,4.0,38.0
Table_0007,23,1110,Player0032,49.0,TF2,98.0,68.0,88.0,50.0,94.0,76.0,80.0
Table_0007,105,718,Player0032,76.0,WormsAr,24.0,16.0,31.0,65.0,52.0,66.0,87.0
Table_0008,124,793,Player0032,14.0,SnL,10.0,6.0,100.0,17.0,40.0,40.0,76.0
Table_0008,30,1118,Player0032,48.0,Doom2dm,50.0,34.0,100.0,64.0,90.0,97.0,31.0
Table_0008,14,977,Player0032,44.0,TF2,10.0,13.0,83.0,1.0,95.0,64.0,7.0
Table_0008,6,808,Player0032,7.0,WormsAr,22.0,75.0,62.0,90.0,98.0,47.0,81.0
Table_0009,34,739,Player0032,8.0,WormsAr,14.0,1.0,51.0,30.0,86.0,34.0,19.0
Table_0009,78,592,Player0032,65.0,Doom2dm,1.0,27.0,35.0,83.0,69.0,20.0,99.0
Table_0009,125,507,Player0032,23.0,TF2,1.0,3.0,45.0,65.0,46.0,47.0,12.0
Table_0009,59,851,Player0032,71.0,SnL,19.0,55.0,58.0,4.0,76.0,95.0,6.0
