Event,EarnedRank,RankScore,Player,Round,GameType,Participation,Abort,Kills,Deaths,Wins,Combos,Frags
Table_0001,2,1054,Player0044,82.0,WormsAr,34.0,12.0,73.0,79.0,100.0,85.0,32.0
Table_0001,59,829,Player0044,66.0,Doom2dm,91.0,95.0,45.0,36.0,71.0,84.0,69.0
Table_0001,19,777,Player0044,48.0,TF2,94.0,20.0,4.0,43.0,92.0,65.0,17.0
Table_0002,165,421,Player0044,31.0,SnL,55.0,71.0,65.0,71.0,36.0,18.0,66.0
Table_0002,22,621,Player0044,7.0,TF2,16.0,14.0,62.0,11.0,88.0,1.0,7.0
Table_0002,57,785,Player0044,70.0,WormsAr,52.0,37.0,20.0,47.0,76.0,76.0,55.0
Table_0003,83,669,Player0044,43.0,SnL,81.0,65.0,58.0,21.0,65.0,14.0,92.0
Table_0003,48,1073,Player0044,56.0,Doom2dm,82.0,52.0,90.0,28.0,85.0,61.0,92.0
Table_0003,105,845,Player0044,39.0,WormsAr,22.0,16.0,65.0,67.0,55.0,93.0,40.0
Table_0004,35,827,Player0044,75.0,SnL,47.0,70.0,94.0,29.0,85.0,34.0,53.0
Table_0004,26,827,Player0044,62.0,Doom2dm,90.0,12.0,77.0,98.0,92.0,18.0,48.0
Table_0004,44,1026,Player0044,89.0,TF2,96.0,21.0,85.0,81.0,80.0,55.0,89.0
Table_0004,19,834,Player0044,67.0,WormsAr,95.0,40.0,69.0,64.0,96.0,25.0,48.0
Table_0005,38,773,Player0044,59.0,SnL,20.0,21.0,5.0,44.0,86.0,81.0,35.0
Table_0005,19,942,Player0044,40.0,Doom2dm,31.0,23.0,98.0,36.0,93.0,48.0,21.0
Table_0005,52,1004,Player0044,98.0,TF2,63.0,1.0,65.0,12.0,76.0,94.0,2.0
Table_0005,38,774,Player0044,48.0,WormsAr,82.0,91.0,67.0,59.0,88.0,53.0,40.0
Table_0006,65,804,Player0044,11.0,WormsAr,92.0,45.0,61.0,95.0,74.0,60.0,52.0
Table_0006,34,747,Player0044,29.0,Doom2dm,98.0,12.0,35.0,46.0,84.0,13.0,71.0
Table_0006,27,799,Player0044,46.0,TF2,16.0,7.0,31.0,25.0,89.0,46.0,50.0
Table_0006,209,409,Player0044,17.0,SnL,75.0,25.0,60.0,63.0,15.0,7.0,82.0
Table_0007,30,979,Player0044,1.0,SnL,45.0,86.0,57.0,74.0,89.0,93.0,96.0
Table_0007,59,788,Player0044,22.0,Doom2dm,86.0,80.0,50.0,26.0,80.0,81.0,7.0
Table_0007,34,905,Player0044,63.0,TF2,82.0,98.0,56.0,86.0,89.0,100.0,46.0
Table_0007,165,336,Player0044,57.0,WormsAr,39.0,58.0,2.0,61.0,30.0,40.0,79.0
Table_0008,54,973,Player0044,29.0,SnL,59.0,7.0,97.0,68.0,73.0,82.0,6.0
Table_0008,211,491,Player0044,63.0,Doom2dm,17.0,76.0,65.0,44.0,17.0,72.0,51.0
Table_0008,30,597,Player0044,82.0,TF2,9.0,84.0,100.0,47.0,89.0,12.0,5.0
Table_0008,25,544,Player0044,60.0,WormsAr,22.0,69.0,40.0,62.0,90.0,13.0,50.0
Table_0009,172,395,Player0044,60.0,WormsAr,69.0,4.0,20.0,43.0,25.0,36.0,24.0
Table_0009,12,1307,Player0044,38.0,SnL,100.0,1.0,93.0,10.0,96.0,85.0,60.0
